step,train/loss,val/acc,epoch,train/acc,gap/train_minus_val
1,0.8360767364501953,,,,
2,0.6983627080917358,,,,
3,0.7406947016716003,,,,
4,0.7249435186386108,,,,
5,0.7195671796798706,,,,
6,0.7065747380256653,,,,
7,0.6436947584152222,,,,
8,0.7172186970710754,,,,
9,0.7333304286003113,,,,
10,0.6853266954421997,,,,
11,0.6971333622932434,,,,
12,0.7236891984939575,,,,
13,0.683397650718689,,,,
14,0.6945183277130127,,,,
15,0.6973220109939575,,,,
16,0.6813194155693054,,,,
17,0.6912448406219482,,,,
18,0.6901361346244812,,,,
19,0.6952818632125854,,,,
20,0.6805662512779236,,,,
21,0.6851850748062134,,,,
22,0.6927191019058228,,,,
23,0.6870162487030029,,,,
24,0.6904693245887756,,,,
25,0.6778246164321899,,,,
26,0.6936300992965698,,,,
27,0.6787446737289429,,,,
28,0.6931899189949036,,,,
29,0.6532660126686096,,,,
30,0.6231263875961304,,,,
31,0.6384524703025818,,,,
32,0.6634029150009155,,,,
33,0.6141491532325745,,,,
34,0.5257665514945984,,,,
35,0.5748299956321716,,,,
36,0.6333722472190857,,,,
37,0.4985587000846863,,,,
38,0.6106926202774048,,,,
39,0.8080943822860718,,,,
40,1.1421732902526855,,,,
41,0.8004055023193359,,,,
42,0.5252074003219604,,,,
43,0.6290485858917236,,,,
44,0.6270679831504822,,,,
45,0.6433055400848389,,,,
46,0.6225231885910034,,,,
47,0.6433194875717163,,,,
48,0.6967146992683411,,,,
49,0.5970584154129028,,,,
50,0.6378903388977051,,,,
51,0.6970458030700684,,,,
52,0.5722343325614929,,,,
53,0.6885868310928345,,,,
54,0.7004430294036865,,,,
55,0.6733561754226685,,,,
56,0.6017879247665405,,,,
57,0.6899776458740234,,,,
58,0.6497234106063843,,,,
59,0.5457687377929688,,,,
60,0.6057004928588867,,,,
61,0.5423319339752197,,,,
62,0.5473534464836121,,,,
63,0.5815463066101074,,,,
64,0.4884095788002014,,,,
65,0.6262613534927368,,,,
66,0.5415731072425842,,,,
67,0.6277808547019958,,,,
68,0.8210521936416626,,,,
69,0.6097546219825745,,,,
70,0.6390004754066467,,,,
71,0.6088729500770569,,,,
72,0.5260379910469055,,,,
73,0.550883412361145,,,,
74,0.508908748626709,,,,
75,0.5821985006332397,,,,
76,0.649700939655304,,,,
77,0.7628260850906372,,,,
78,0.5756198763847351,,,,
78,,0.6859205776173285,1,0.7771084337349398,0.09118785611761127
79,0.5565407276153564,,,,
80,0.4925510287284851,,,,
81,0.5241886377334595,,,,
82,0.6030057668685913,,,,
83,0.5608084201812744,,,,
84,0.4821093678474426,,,,
85,0.5814529061317444,,,,
86,0.546915590763092,,,,
87,0.4620589017868042,,,,
88,0.6101131439208984,,,,
89,0.5201163291931152,,,,
90,0.5734754800796509,,,,
91,0.5570452213287354,,,,
92,0.6026591062545776,,,,
93,0.5351144671440125,,,,
94,0.4441225528717041,,,,
95,0.5039526224136353,,,,
96,0.5552223324775696,,,,
97,0.5162661075592041,,,,
98,0.5915645956993103,,,,
99,0.381972074508667,,,,
