step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6819253812233607,3.0,39.0,74.0,0.527027027027027,3.0,36.0,0.07692307692307693,0.9230769230769231,0.17431847450530533,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6846645921468735,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17485929292642077,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6688215484221777,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17526113898992815,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6741305906301457,0.6160076283075439,0.6743734594887014,0.6259224361124125,0.6721565430332489,0.009914807804868642,0.6260089169979767,0.6724093472894449,0.010001288690432819
6,0.6681358714898427,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17580712026625028,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6877154012521108,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.1751501527470394,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6888133138418198,3.0,47.0,74.0,0.6351351351351351,1.0,46.0,0.02127659574468085,0.9787234042553191,0.17470074344063438,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6922277261813482,3.0,44.0,74.0,0.5945945945945946,0.0,44.0,0.0,1.0,0.17560281324198265,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.639191170533498,3.0,32.0,74.0,0.43243243243243246,0.0,32.0,0.0,1.0,0.17491131190308862,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.66256370661142,0.6160076283075439,0.6628537908084526,0.6252326823826676,0.659773683640224,0.00922505407512375,0.6258346218798614,0.659908841096904,0.009826993572317533
11,0.6714806507031122,3.0,44.0,74.0,0.5945945945945946,0.0,44.0,0.0,1.0,0.17516001038710463,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6769617398579916,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.1747756992887098,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6721780896186829,3.0,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.1745812781877693,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6483745674292246,3.0,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.17487935139733496,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6322967112064363,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17651976288383792,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6543944718553069,0.6160076283075439,0.6546595449492091,0.6253253899986603,0.6516088103417513,0.009317761691116422,0.6258212750765234,0.6516844529035931,0.009813646768979556
16,0.6305751477678616,3.0,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.175059946680944,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6400740345319111,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17456271983238886,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6352959002057711,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.1743767413722043,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6876563529173534,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17479972100730856,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6480205655097961,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.173358189637196,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.6504939335888762,0.6160076283075439,0.6503342633974797,0.6255604990728438,0.647180802347722,0.009552870765299981,0.6264671216899927,0.6466594315938338,0.010459493382448892
21,0.6371344377597172,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17583309087895105,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6572482287883757,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17601241186058936,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6455054655671121,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17824823607181703,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6106756975253422,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1728695539763164,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6672832320133845,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17671242143031954,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6160076283075439,0.6453761039883076,0.6160076283075439,0.6452860819015193,0.6258602888093574,0.6425352183426412,0.009852660501813548,0.625545818922519,0.6426334167312341,0.009538190614975184
26,0.6731798176964123,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17603500607206993,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.679015941917896,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17460219094987614,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
