step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6829427083333334,3.0,49.0,74.0,0.6621621621621622,0.0,49.0,0.0,1.0,0.175265646322341,0.0,0.175265646322341,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6593424479166666,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17462789744228735,0.0,0.17462789744228735,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6720987955729167,3.0,42.0,74.0,0.5675675675675675,0.0,42.0,0.0,1.0,0.1749787983748472,0.0,0.1749787983748472,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6671549479166666,3.0,33.0,74.0,0.44594594594594594,0.0,33.0,0.0,1.0,0.17493031917798293,0.0,0.17493031917798293,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6833292643229166,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17483854057096515,0.0,0.17483854057096515,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6623496507091616,0.6160076283075439,0.6620664291510278,0.6261016246139693,0.6562793230113985,0.01009399630642549,0.6262404660357056,0.6561121558753363,0.010232837728161748
8,0.6689860026041665,3.0,20.0,74.0,0.2702702702702703,0.0,20.0,0.0,1.0,0.17487947172980509,0.0,0.17487947172980509,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.6318766276041666,3.0,34.0,74.0,0.4594594594594595,0.0,34.0,0.0,1.0,0.17543434167608152,0.0,0.17543434167608152,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.6815388997395831,3.0,19.0,74.0,0.25675675675675674,0.0,19.0,0.0,1.0,0.17475816579922127,0.0,0.17475816579922127,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.66839599609375,3.0,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17507761866804972,0.0,0.17507761866804972,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.6406046549479166,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17528089211334955,0.0,0.17528089211334955,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.66180419921875,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17512169136583217,0.0,0.17512169136583217,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.6890869140625,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17498510926965244,0.0,0.17498510926965244,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6453519958855111,0.6160076283075439,0.64568066874862,0.6256030728421326,0.641683124238131,0.009595444534588715,0.6253777505348321,0.6422248878755683,0.00937012222728828
15,0.6359049479166667,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1739033718170885,0.0,0.1739033718170885,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.6350301106770833,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17510471097556898,0.0,0.17510471097556898,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.63494873046875,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.1750879818473255,0.0,0.1750879818473255,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.6035970052083333,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1739522303559447,0.0,0.1739522303559447,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.63311767578125,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1770930982412146,0.0,0.1770930982412146,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.5946858723958333,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17025170733130005,0.0,0.17025170733130005,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6332659330108072,0.6160076283075439,0.6337474583112894,0.6257347941909591,0.6297123271420805,0.009727165883415267,0.6258177150400687,0.6301979832353973,0.009810086732524814
