step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6815185546875001,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17549856734368532,0.0,0.17549856734368532,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6478678385416666,3.0,44.0,74.0,0.5945945945945946,1.0,43.0,0.022727272727272728,0.9772727272727273,0.17445093979198698,0.16073300194978835,0.17476996160227065,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6888631184895834,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17285842621387904,0.0,0.17285842621387904,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.67340087890625,3.0,31.0,74.0,0.4189189189189189,0.0,31.0,0.0,1.0,0.17544057754589526,0.0,0.17544057754589526,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6734415690104165,3.0,39.0,74.0,0.527027027027027,0.0,39.0,0.0,1.0,0.1752200907222171,0.0,0.1752200907222171,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.660345402738956,0.6160076283075439,0.6602976145104589,0.6261016246139693,0.6561484722277964,0.01009399630642549,0.6262404660357056,0.6560961879325378,0.010232837728161748
8,0.6638590494791665,3.0,39.0,74.0,0.527027027027027,0.0,39.0,0.0,1.0,0.1746501063434891,0.0,0.1746501063434891,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.6461588541666667,3.0,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.17516752711796793,0.0,0.17516752711796793,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.6694132486979167,3.0,27.0,74.0,0.36486486486486486,1.0,26.0,0.037037037037037035,0.9629629629629629,0.17423052706287476,0.15936079912362214,0.17480243967592293,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.66204833984375,3.0,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.1751207027126307,0.0,0.1751207027126307,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.63275146484375,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.1740023224293381,0.0,0.1740023224293381,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.6566772460937499,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17482418812971165,0.0,0.17482418812971165,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.6717936197916666,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1759330606692389,0.0,0.1759330606692389,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6238993658778026,0.6160076283075439,0.6241661785057065,0.6256030728421326,0.6171262126705033,0.009595444534588715,0.6253777505348321,0.617913943778951,0.00937012222728828
15,0.6123453776041666,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.5897216796875,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.6091206868489584,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.555109659830729,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.6104380289713541,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.5487874348958333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,3,,1.0,0.6245864824418529,0.5861703667715404,0.6229967370370725,0.5862008593098483,0.6409751902526148,0.5770777693860437,0.01638870781076196,0.6430594382619811,0.5771484149209571,0.020062701224908608
