method,trial_idx,lr,score,val_max,val_final,val_avg
baseline_cagrad_R,10,5.266723566943744e-05,0.5938628158844765,0.5938628158844765,0.5938628158844765,0.5938628158844765
baseline_cagrad_R,11,7.304518227125355e-05,0.5505415162454874,0.5505415162454874,0.5505415162454874,0.5505415162454874
baseline_cagrad_R,7,1.9741828084997843e-05,0.5379061371841156,0.5379061371841156,0.5379061371841156,0.5379061371841156
baseline_cagrad_R,9,3.797427327594859e-05,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,16,0.0003748407873332524,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,18,0.0007210227154182107,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,19,0.001,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,14,0.00019486988806880498,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,8,2.7380313633457613e-05,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_R,6,1.4234306493164625e-05,0.516245487364621,0.516245487364621,0.516245487364621,0.516245487364621
baseline_cagrad_R,3,5.335598653040655e-06,0.5054151624548737,0.5054151624548736,0.5054151624548736,0.5054151624548736
baseline_cagrad_R,4,7.4000423827783065e-06,0.5036101083032491,0.5036101083032491,0.5036101083032491,0.5036101083032491
baseline_cagrad_R,15,0.00027026872233252143,0.5,0.5,0.5,0.5
baseline_cagrad_R,13,0.00014050561584861255,0.5,0.5,0.5,0.5
baseline_cagrad_R,12,0.0001013077406706745,0.5,0.5,0.5,0.5
baseline_cagrad_R,5,1.0263258319796638e-05,0.5,0.5,0.5,0.5
baseline_cagrad_R,17,0.0005198737561490501,0.5,0.5,0.5,0.5
baseline_cagrad_R,2,3.847087829197125e-06,0.4819494584837545,0.4819494584837545,0.4819494584837545,0.4819494584837545
baseline_cagrad_R,0,2e-06,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_R,1,2.7738377130600575e-06,0.47111913357400725,0.47111913357400725,0.47111913357400725,0.47111913357400725
