step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6709800759951273,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17403952254421856,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6747544407844543,3.0,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17470661981430796,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6247479692101479,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17377496747791682,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6634668640385203,0.6160076283075439,0.6623481835333432,0.6259224361124125,0.6572758918689887,0.009914807804868642,0.6260089169979767,0.6561799911328814,0.010001288690432819
6,0.6439361249407132,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17563615416462328,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.7095275670289992,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17412238484238907,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.7027598569790522,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.173722485077652,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6932753324508666,3.0,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17363173248132446,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6215474357207617,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17574642868237036,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6471587122798862,0.6160076283075439,0.647119498289919,0.6268774192247729,0.6439488373615442,0.01086979091722906,0.6275707329909725,0.6436395428549265,0.011563104683428693
11,0.6600598643223444,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.175319014287854,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6395486419399579,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1761091518241386,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6448987821737925,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6342903425296147,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6167413319150608,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6289025576390839,0.6466842526847357,0.6289025576390839,0.6435116808190923,0.6371178707536632,0.640981993275858,0.008215313114579348,0.6391408648024556,0.637340687978905,0.010238307163371707
16,0.6577343593041102,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.5793265948692957,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6421451823165019,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6547193229198455,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6117387091120084,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6458382127675613,0.6194038279653676,0.6414111110002598,0.6202003222477002,0.6590390818935319,0.6147430599787379,0.013200869125970627,0.6598458768217786,0.6154013774211897,0.018434765821518817
21,0.5862866317232449,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6526526063680648,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.5901959439118702,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5843973408142726,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6441930135091146,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.632170531495293,0.5913022385456191,0.6329875249593453,0.5916486835810101,0.6574330654479236,0.5878864230104078,0.02526253395263056,0.6575719068696597,0.5882753972099243,0.024584381910314423
26,0.6354420632123948,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6414701839288075,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6106152484814326,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.5634814550479254,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
