step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6811116536458334,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6945285973678476,0.5149228405776975,0.6936860940524574,0.006617867341116246
2,0.697998046875,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.700927734375,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.7345784505208334,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6933186848958334,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.7088623046875,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.7440388997395834,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6936848958333334,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.7165934244791666,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6940104166666666,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.5083049732365813,0.694373199956892,0.5140134694996866,0.6936072986901474,0.005708496263105323
11,0.6982421875,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6951497395833334,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6887613932291666,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.7140299479166666,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6888834635416666,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.6988525390625,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.7007649739583334,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.7061360677083334,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.707275390625,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.6884765625,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.5083049732365813,0.6930201332092526,0.5136533647673592,0.6929054297423748,0.0053483915307779295
21,0.691650390625,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.6923421223958334,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.6939697265625,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.693115234375,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.6953938802083334,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6925048828125,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6917724609375,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.695068359375,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.6953125,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6836751302083334,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.5083049732365813,0.6936996259788618,0.5146048106544044,0.6930355046263995,0.00629983741782314
