step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6684365123510361,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.17683307717903732,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6573368012905121,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.1783361233416746,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6694966703653336,4.0,38.0,0.10526315789473684,0.0,4.0,0.0,1.0,0.1782282336827853,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6878099292516708,4.0,38.0,0.10526315789473684,0.0,4.0,0.0,1.0,0.17710594750275943,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6982803791761398,5.0,38.0,0.13157894736842105,0.0,5.0,0.0,1.0,0.17890351885350322,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6763741970062256,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17343543869506461,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6807189136743546,4.0,38.0,0.10526315789473684,1.0,3.0,0.25,0.75,0.1784534933741287,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6670421063899994,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.1744712735517664,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6515875905752182,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17589704861067745,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6597747653722763,5.0,38.0,0.13157894736842105,0.0,5.0,0.0,1.0,0.17674232185858507,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.68390853703022,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.1775723792841383,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6614194959402084,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.17151937592383482,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6686294823884964,4.0,38.0,0.10526315789473684,0.0,4.0,0.0,1.0,0.17630184757266,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.6336305737495422,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17566127696351022,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.6681380122900009,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17489429305329537,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6439920514822006,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17541693696310756,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.6551131904125214,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.17281747331477226,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6182063966989517,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.17536090029716594,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6540581285953522,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.17677529167398198,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6974318474531174,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17918717917934268,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6444410085678101,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17641666546673498,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.6443157196044922,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.1764385184183273,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.5855046510696411,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.19305157815141055,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.684207022190094,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17664852538278594,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.5949664115905762,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18643989476459516,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.5977131873369217,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18010454968709,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.6573367565870285,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.17480100377370783,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.7086532115936279,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.6294659674167633,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.6111111640930176,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18029737684701858,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6347157806158066,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.17601788851322042,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.6079877018928528,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.1861791150772243,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.6233478337526321,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.1772620006381776,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
34,0.6075514853000641,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,34,0.0,,,,,,,,,,
35,0.613787092268467,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.17444640882099444,0.0,0.6,0.0038053,1,35,0.0,,,,,,,,,,
36,0.6325316876173019,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,36,0.0,,,,,,,,,,
37,0.6764720529317856,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,37,0.0,,,,,,,,,,
38,0.6326543390750885,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,38,0.0,,,,,,,,,,
39,0.71860072016716,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,39,0.0,,,,,,,,,,
40,0.6665052324533463,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,40,0.0,,,,,,,,,,
41,0.6631313115358353,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,41,0.0,,,,,,,,,,
42,0.5772562026977539,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,42,0.0,,,,,,,,,,
43,0.6671262234449387,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,43,0.0,,,,,,,,,,
