step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6769627630710602,4.0,38.0,0.10526315789473684,2.0,2.0,0.5,0.5,0.17192851637515774,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.7264077365398407,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.17200892116707628,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.7103109955787659,4.0,38.0,0.10526315789473684,1.0,3.0,0.25,0.75,0.1747254405020805,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.7075744271278381,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17634064928775184,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.7134557366371155,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17191137825920003,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.7175913155078888,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17704799615505776,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.7180817574262619,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17497163002383406,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.7224424332380295,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.1785597070172897,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.7160769253969193,3.0,38.0,0.07894736842105263,2.0,1.0,0.6666666666666666,0.3333333333333333,0.16869543505682025,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6994213610887527,4.0,38.0,0.10526315789473684,2.0,2.0,0.5,0.5,0.17365617440411835,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.7111338824033737,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17847917313801354,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.7087293863296509,3.0,38.0,0.07894736842105263,2.0,1.0,0.6666666666666666,0.3333333333333333,0.17509592297497736,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.701359286904335,4.0,38.0,0.10526315789473684,2.0,2.0,0.5,0.5,0.1724721763556571,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.7012303024530411,4.0,38.0,0.10526315789473684,0.0,4.0,0.0,1.0,0.17736367954973073,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.7163328379392624,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17834425165958165,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6867964118719101,6.0,38.0,0.15789473684210525,2.0,4.0,0.3333333333333333,0.6666666666666666,0.17716885713475886,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.702956885099411,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17298848016800913,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.7004815191030502,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.1865800696010229,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6872714012861252,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17299907303132658,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.683704137802124,4.0,38.0,0.10526315789473684,1.0,3.0,0.25,0.75,0.17276706699296276,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6881961077451706,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17442543893619536,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.6894230246543884,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.6845436543226242,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17647974963829552,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.6848461776971817,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18111801124978083,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6927479207515717,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18179064907078563,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6903181672096252,5.0,38.0,0.13157894736842105,1.0,4.0,0.2,0.8,0.17346735319084786,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.6757254898548126,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.1822103131165662,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.686291977763176,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.17641270269254591,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.6602765470743179,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.18179904990780335,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.637042298913002,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.18635640231078823,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6658236384391785,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17799213716148285,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.6857446730136871,4.0,38.0,0.10526315789473684,1.0,3.0,0.25,0.75,0.1767879927373862,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.6610090881586075,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.1817751445706553,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
34,0.63102987408638,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.18202281698861048,0.0,0.6,0.0038053,1,34,0.0,,,,,,,,,,
35,0.6752824783325195,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17702120451672262,0.0,0.6,0.0038053,1,35,0.0,,,,,,,,,,
36,0.6621181666851044,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.1733983471888386,0.0,0.6,0.0038053,1,36,0.0,,,,,,,,,,
37,0.6635869890451431,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.18016926493749252,0.0,0.6,0.0038053,1,37,0.0,,,,,,,,,,
38,0.6403498202562332,2.0,38.0,0.05263157894736842,1.0,1.0,0.5,0.5,0.1790463607636323,0.0,0.6,0.0038053,1,38,0.0,,,,,,,,,,
39,0.6011489629745483,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.19851815973736886,0.0,0.6,0.0038053,1,39,0.0,,,,,,,,,,
40,0.6691067665815353,3.0,38.0,0.07894736842105263,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17406016689479195,0.0,0.6,0.0038053,1,40,0.0,,,,,,,,,,
41,0.6511103808879852,3.0,38.0,0.07894736842105263,0.0,3.0,0.0,1.0,0.1780581544036869,0.0,0.6,0.0038053,1,41,0.0,,,,,,,,,,
42,0.5975970178842545,1.0,38.0,0.02631578947368421,1.0,0.0,1.0,0.0,0.16983329761887173,0.0,0.6,0.0038053,1,42,0.0,,,,,,,,,,
43,0.6604732722043991,2.0,38.0,0.05263157894736842,2.0,0.0,1.0,0.0,0.16621849602688776,0.0,0.6,0.0038053,1,43,0.0,,,,,,,,,,
44,0.6109750866889954,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.173911378791531,0.0,0.6,0.0038053,1,44,0.0,,,,,,,,,,
45,0.5980836004018784,1.0,38.0,0.02631578947368421,0.0,1.0,0.0,1.0,0.1823161766555505,0.0,0.6,0.0038053,1,45,0.0,,,,,,,,,,
46,0.6042538732290268,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,46,0.0,,,,,,,,,,
47,0.6609636470675468,2.0,38.0,0.05263157894736842,0.0,2.0,0.0,1.0,0.18415268908711846,0.0,0.6,0.0038053,1,47,0.0,,,,,,,,,,
48,0.6320149004459381,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,48,0.0,,,,,,,,,,
49,0.611965037882328,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,49,0.0,,,,,,,,,,
50,0.6700660437345505,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,50,0.0,,,,,,,,,,
