step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.7379840016365051,3.0,0.6,0.0038053,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,
3,0.7603091597557068,11.0,0.6,0.0038053,,,,
4,0.7129161357879639,12.0,0.6,0.0038053,,,,
5,0.6958677172660828,18.0,0.6,0.0038053,,,,
6,0.698915421962738,0.0,0.6,0.0038053,,,,
7,0.6260174512863159,0.0,0.6,0.0038053,,,,
8,0.7161562442779541,0.0,0.6,0.0038053,,,,
9,0.6247354745864868,0.0,0.6,0.0038053,,,,
10,0.6613938808441162,0.0,0.6,0.0038053,,,,
11,0.6496597528457642,0.0,0.6,0.0038053,,,,
12,0.7909584045410156,0.0,0.6,0.0038053,,,,
13,0.7826441526412964,0.0,0.6,0.0038053,,,,
14,0.6182670593261719,0.0,0.6,0.0038053,,,,
15,0.6642200946807861,0.0,0.6,0.0038053,,,,
16,0.6846625804901123,4.0,0.6,0.0038053,,,,
17,0.5794545412063599,7.0,0.6,0.0038053,,,,
18,0.7560654878616333,6.0,0.6,0.0038053,,,,
19,0.6925708055496216,2.0,0.6,0.0038053,,,,
20,0.7720364332199097,0.0,0.6,0.0038053,,,,
21,0.6860642433166504,0.0,0.6,0.0038053,,,,
22,0.917711079120636,2.0,0.6,0.0038053,,,,
23,0.7137286067008972,8.0,0.6,0.0038053,,,,
24,0.7284327745437622,15.0,0.6,0.0038053,,,,
25,0.2993320822715759,13.0,0.6,0.0038053,,,,
26,0.7069364786148071,0.0,0.6,0.0038053,,,,
27,0.7048077583312988,0.0,0.6,0.0038053,,,,
28,0.7457876205444336,0.0,0.6,0.0038053,,,,
29,0.7849738597869873,4.0,0.6,0.0038053,,,,
30,0.7926376461982727,1.0,0.6,0.0038053,,,,
31,0.7655594348907471,11.0,0.6,0.0038053,,,,
32,0.7047193050384521,31.0,0.6,0.0038053,,,,
33,0.7542911767959595,45.0,0.6,0.0038053,,,,
34,0.7280182242393494,55.0,0.6,0.0038053,,,,
35,0.7120465040206909,57.0,0.6,0.0038053,,,,
36,0.7095860838890076,58.0,0.6,0.0038053,,,,
37,0.6883416175842285,26.0,0.6,0.0038053,,,,
38,0.8146556615829468,55.0,0.6,0.0038053,,,,
39,0.9380374550819397,51.0,0.6,0.0038053,,,,
40,0.6557809114456177,60.0,0.6,0.0038053,,,,
41,0.7087172865867615,57.0,0.6,0.0038053,,,,
42,0.6822249889373779,52.0,0.6,0.0038053,,,,
43,0.7113093137741089,49.0,0.6,0.0038053,,,,
44,0.6848636865615845,58.0,0.6,0.0038053,,,,
45,0.744431734085083,43.0,0.6,0.0038053,,,,
46,0.8215290307998657,44.0,0.6,0.0038053,,,,
47,0.6521573066711426,40.0,0.6,0.0038053,,,,
48,0.7441554665565491,16.0,0.6,0.0038053,,,,
49,0.7045422792434692,43.0,0.6,0.0038053,,,,
50,0.6725910902023315,25.0,0.6,0.0038053,,,,
51,0.7053846716880798,52.0,0.6,0.0038053,,,,
52,0.7550586462020874,54.0,0.6,0.0038053,,,,
53,0.7243725657463074,51.0,0.6,0.0038053,,,,
54,0.6797624230384827,52.0,0.6,0.0038053,,,,
55,0.7368239164352417,54.0,0.6,0.0038053,,,,
56,0.8010269403457642,54.0,0.6,0.0038053,,,,
57,0.5478959083557129,60.0,0.6,0.0038053,,,,
58,0.7042049765586853,56.0,0.6,0.0038053,,,,
59,0.6919049620628357,60.0,0.6,0.0038053,,,,
60,0.7120509743690491,59.0,0.6,0.0038053,,,,
61,0.771967887878418,56.0,0.6,0.0038053,,,,
62,0.698517918586731,60.0,0.6,0.0038053,,,,
63,0.718504786491394,60.0,0.6,0.0038053,,,,
64,0.669274091720581,60.0,0.6,0.0038053,,,,
65,0.7030218243598938,60.0,0.6,0.0038053,,,,
66,0.6329468488693237,60.0,0.6,0.0038053,,,,
67,0.6930488348007202,65.0,0.6,0.0038053,,,,
68,0.653475284576416,60.0,0.6,0.0038053,,,,
69,0.7028554081916809,60.0,0.6,0.0038053,,,,
70,0.6833116412162781,60.0,0.6,0.0038053,,,,
71,0.6640124320983887,63.0,0.6,0.0038053,,,,
72,0.721993088722229,66.0,0.6,0.0038053,,,,
73,0.7478465437889099,60.0,0.6,0.0038053,,,,
74,0.707505464553833,67.0,0.6,0.0038053,,,,
75,0.7422456741333008,62.0,0.6,0.0038053,,,,
76,0.6786643862724304,64.0,0.6,0.0038053,,,,
77,0.6503138542175293,66.0,0.6,0.0038053,,,,
78,0.6653362512588501,66.0,0.6,0.0038053,,,,
78,,,,,0.4729241877256318,1,0.4983935742971888,0.025469386571557007
79,0.6548555493354797,63.0,0.6,0.0038053,,,,
80,0.6551628112792969,64.0,0.6,0.0038053,,,,
81,0.6726734638214111,62.0,0.6,0.0038053,,,,
82,0.780020534992218,63.0,0.6,0.0038053,,,,
83,0.7050480842590332,64.0,0.6,0.0038053,,,,
84,0.7451654076576233,64.0,0.6,0.0038053,,,,
85,0.7955520153045654,62.0,0.6,0.0038053,,,,
86,0.6797317266464233,63.0,0.6,0.0038053,,,,
87,0.7017519474029541,64.0,0.6,0.0038053,,,,
88,0.7718954086303711,62.0,0.6,0.0038053,,,,
89,0.6576643586158752,60.0,0.6,0.0038053,,,,
90,0.6902770400047302,64.0,0.6,0.0038053,,,,
91,0.7136298418045044,61.0,0.6,0.0038053,,,,
92,0.6636329293251038,66.0,0.6,0.0038053,,,,
93,0.6989701986312866,64.0,0.6,0.0038053,,,,
94,0.7208384275436401,65.0,0.6,0.0038053,,,,
95,0.7041534185409546,64.0,0.6,0.0038053,,,,
96,0.7206604480743408,67.0,0.6,0.0038053,,,,
97,0.7485870122909546,68.0,0.6,0.0038053,,,,
98,0.701141357421875,67.0,0.6,0.0038053,,,,
99,0.7055103778839111,68.0,0.6,0.0038053,,,,
100,0.6690670251846313,67.0,0.6,0.0038053,,,,
101,0.6743277311325073,68.0,0.6,0.0038053,,,,
102,0.6022316217422485,68.0,0.6,0.0038053,,,,
103,0.6503359079360962,68.0,0.6,0.0038053,,,,
104,0.7464936375617981,66.0,0.6,0.0038053,,,,
105,0.6724973320960999,68.0,0.6,0.0038053,,,,
106,0.6702790260314941,66.0,0.6,0.0038053,,,,
107,0.6412224769592285,66.0,0.6,0.0038053,,,,
108,0.6622887849807739,65.0,0.6,0.0038053,,,,
109,0.6491625308990479,68.0,0.6,0.0038053,,,,
110,0.6036165952682495,64.0,0.6,0.0038053,,,,
111,0.6810188889503479,68.0,0.6,0.0038053,,,,
112,0.5683378577232361,68.0,0.6,0.0038053,,,,
113,0.6528900861740112,64.0,0.6,0.0038053,,,,
114,0.7395771741867065,64.0,0.6,0.0038053,,,,
115,0.8315434455871582,64.0,0.6,0.0038053,,,,
116,0.8019849061965942,62.0,0.6,0.0038053,,,,
