step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6893717447916666,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6927131371581144,0.5137886461526407,0.6924010932681112,0.0054836729160594455
2,0.6893310546875,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6908365885416666,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.705322265625,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6906941731770834,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6982421875,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.68096923828125,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.7018636067708334,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.672607421875,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6629231770833334,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.6118815490257533,0.6502259818757045,0.6088357092709786,0.6520043931965501,-0.003045839754774682
11,0.6699422200520834,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6755269368489584,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6076558430989584,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6308135986328125,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.5996907552083334,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.6742706298828125,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.6309560139973959,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.561370849609375,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6335245768229166,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.6219965616861979,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.6175937408028042,0.6238437530394634,0.5984707179267831,0.6305187724683017,-0.01912302287602108
21,0.5932032267252604,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.65020751953125,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.6027577718098959,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.6183268229166666,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.5833791097005209,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6322224934895834,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6128641764322916,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.6169026692708334,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.5944188435872396,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.5919901529947916,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.6733460572961146,0.5768046235672598,0.663882670566638,0.5800233893159304,-0.009463386729476664
