step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6893717447916666,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6927131371581144,0.5137886461526407,0.6924010932681112,0.0054836729160594455
2,0.6893310546875,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.8640645345052084,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.7685139973958334,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.9284261067708334,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.7257486979166666,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.716552734375,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.68359375,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.70806884765625,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6921793619791666,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.49169502676341875,0.6982740215938893,0.48571505157612993,0.6992670452042726,-0.005979975187288822
11,0.6881917317708334,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.7090250651041666,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6935628255208334,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6928304036458334,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6976725260416666,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.6956787109375,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.69873046875,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6923421223958334,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.67236328125,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.6921590169270834,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.5083049732365813,0.7333349337278529,0.5139230113843015,0.7300401351665369,0.005618038147720217
21,0.68072509765625,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.7320149739583334,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.7230631510416666,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.6986083984375,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.6884765625,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6884358723958334,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6956380208333334,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.6943359375,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.69482421875,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6941324869791666,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.49169502676341875,0.7051988327562371,0.4861638866946289,0.7066882663984638,-0.005531140068789853
