step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.815527617931366,0.0,0.6,0.0038053,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,
3,0.878842294216156,0.0,0.6,0.0038053,,,,
4,0.7702202200889587,0.0,0.6,0.0038053,,,,
5,0.5102847814559937,0.0,0.6,0.0038053,,,,
6,0.7570756673812866,0.0,0.6,0.0038053,,,,
7,0.6819455027580261,0.0,0.6,0.0038053,,,,
8,0.7020073533058167,0.0,0.6,0.0038053,,,,
9,0.899543046951294,0.0,0.6,0.0038053,,,,
10,0.8509860038757324,0.0,0.6,0.0038053,,,,
11,0.8193610310554504,0.0,0.6,0.0038053,,,,
12,0.6836099624633789,0.0,0.6,0.0038053,,,,
13,0.703671395778656,0.0,0.6,0.0038053,,,,
14,0.7620593309402466,0.0,0.6,0.0038053,,,,
15,0.6727374196052551,0.0,0.6,0.0038053,,,,
16,0.6870005130767822,0.0,0.6,0.0038053,,,,
17,0.7343904376029968,0.0,0.6,0.0038053,,,,
18,0.6799713373184204,0.0,0.6,0.0038053,,,,
19,0.7535727620124817,0.0,0.6,0.0038053,,,,
20,0.7594345211982727,0.0,0.6,0.0038053,,,,
21,0.7020102739334106,0.0,0.6,0.0038053,,,,
22,0.7566588521003723,0.0,0.6,0.0038053,,,,
23,0.6708508729934692,0.0,0.6,0.0038053,,,,
24,0.7498517036437988,0.0,0.6,0.0038053,,,,
25,0.6775866746902466,2.0,0.6,0.0038053,,,,
26,0.6876220703125,0.0,0.6,0.0038053,,,,
27,0.6999194025993347,1.0,0.6,0.0038053,,,,
28,0.6664884090423584,0.0,0.6,0.0038053,,,,
29,0.6687871217727661,0.0,0.6,0.0038053,,,,
30,0.7037714719772339,0.0,0.6,0.0038053,,,,
31,0.7035682201385498,0.0,0.6,0.0038053,,,,
32,0.6826601028442383,7.0,0.6,0.0038053,,,,
33,0.6677374839782715,3.0,0.6,0.0038053,,,,
34,0.7135825157165527,3.0,0.6,0.0038053,,,,
35,0.7233127951622009,0.0,0.6,0.0038053,,,,
36,0.7123525738716125,1.0,0.6,0.0038053,,,,
37,0.6875400543212891,2.0,0.6,0.0038053,,,,
38,0.6654698848724365,4.0,0.6,0.0038053,,,,
39,0.6868577003479004,5.0,0.6,0.0038053,,,,
40,0.6926973462104797,11.0,0.6,0.0038053,,,,
41,0.6361653208732605,0.0,0.6,0.0038053,,,,
42,0.6270283460617065,3.0,0.6,0.0038053,,,,
43,0.6924337148666382,2.0,0.6,0.0038053,,,,
44,0.6708185076713562,1.0,0.6,0.0038053,,,,
45,0.6964149475097656,11.0,0.6,0.0038053,,,,
46,0.6878662109375,0.0,0.6,0.0038053,,,,
47,0.6712267398834229,1.0,0.6,0.0038053,,,,
48,0.6469321250915527,1.0,0.6,0.0038053,,,,
49,0.7155104875564575,3.0,0.6,0.0038053,,,,
50,0.6791409254074097,1.0,0.6,0.0038053,,,,
51,0.7024264931678772,2.0,0.6,0.0038053,,,,
52,0.7464545965194702,2.0,0.6,0.0038053,,,,
53,0.7437975406646729,0.0,0.6,0.0038053,,,,
54,0.7181981205940247,3.0,0.6,0.0038053,,,,
55,0.7496762275695801,0.0,0.6,0.0038053,,,,
56,0.6853159666061401,3.0,0.6,0.0038053,,,,
57,0.6757891178131104,1.0,0.6,0.0038053,,,,
58,0.7483099699020386,1.0,0.6,0.0038053,,,,
59,0.6810383200645447,1.0,0.6,0.0038053,,,,
60,0.6417261362075806,3.0,0.6,0.0038053,,,,
61,0.7151848077774048,1.0,0.6,0.0038053,,,,
62,0.704169750213623,1.0,0.6,0.0038053,,,,
63,0.7121937274932861,1.0,0.6,0.0038053,,,,
64,0.6970975399017334,3.0,0.6,0.0038053,,,,
65,0.7169393301010132,1.0,0.6,0.0038053,,,,
66,0.6819356679916382,0.0,0.6,0.0038053,,,,
67,0.7298094630241394,2.0,0.6,0.0038053,,,,
68,0.7017862796783447,2.0,0.6,0.0038053,,,,
69,0.7115846872329712,0.0,0.6,0.0038053,,,,
70,0.6427002549171448,2.0,0.6,0.0038053,,,,
71,0.7156432867050171,0.0,0.6,0.0038053,,,,
72,0.6703290939331055,0.0,0.6,0.0038053,,,,
73,0.7032930254936218,2.0,0.6,0.0038053,,,,
74,0.6179683208465576,0.0,0.6,0.0038053,,,,
75,0.7090456485748291,0.0,0.6,0.0038053,,,,
76,0.7169725894927979,2.0,0.6,0.0038053,,,,
77,0.7298370003700256,1.0,0.6,0.0038053,,,,
78,0.6443689465522766,0.0,0.6,0.0038053,,,,
78,,,,,0.5667870036101083,1,0.5393574297188755,-0.027429573891232795
