step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6880165338516235,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6762737433115641,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6858500043551127,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6547690629959106,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6728412310282389,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6560392166490043,0.6264671216899927,0.6506718100363172,0.010459493382448892
6,0.6288770238558451,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6162561376889547,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6063212553660074,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6302442153294882,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.5902296503384908,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6278053523808124,0.6261441983832582,0.6218961047367272,0.010136570075714335
11,0.589240829149882,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6510985692342123,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.7644867300987244,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6733416318893433,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6476128300031027,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.593460722791285,0.6632404671342716,0.6038954505560804,0.6631519034321949,0.01043472776479537
16,0.6456628441810608,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6430230140686035,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.7036182880401611,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.7607867121696472,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.6886443297068278,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6245196973951066,0.6556428844556387,0.6274461317150554,0.6513629862017907,0.0029264343199487675
21,0.6636981169382731,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6501716574033102,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6602230668067932,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6674201488494873,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.634215235710144,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.5855052117843559,0.6612814534547199,0.5923622524561317,0.6583537595432404,0.006857040671775838
26,0.6476337512334188,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6402972340583801,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.6458313266436259,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.6298536062240601,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.647027333577474,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6233605694840144,0.6564904291204948,0.6302787340542367,0.6474004195440738,0.006918164570222318
31,0.6780253847440084,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.5582874814669291,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6341816584269205,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.642159124215444,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.7549884915351868,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6213402065855457,0.6396314819314202,0.6309954880604643,0.6327686061429088,0.009655281474918675
36,0.5858904520670573,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6211731831232706,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5648084084192911,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6604775985081991,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.662800927956899,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6312650549845925,0.6328156246048464,0.6444402657349878,0.6281627222432246,0.013175210750395294
41,0.605810801188151,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6582272450129191,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.6267357667287191,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.6762472788492838,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.6591068307558695,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.648973462053798,0.6295030324362128,0.6529736731170794,0.625711170201936,0.004000211063281411
46,0.6260680754979452,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.625209798415502,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.6535141666730245,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.6598766247431437,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.6053032676378886,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6526278118803712,0.6283411296483489,0.6597746760926831,0.623778995295094,0.007146864212311921
