step,train/loss,val/acc,epoch,train/acc,gap/train_minus_val
1,0.6228836178779602,,,,
2,0.746832013130188,,,,
3,0.6962722539901733,,,,
4,0.8641738891601562,,,,
5,0.667506217956543,,,,
6,0.6299161911010742,,,,
7,0.5821444988250732,,,,
8,0.6689972877502441,,,,
9,0.7556687593460083,,,,
10,0.6994631290435791,,,,
11,0.6049479246139526,,,,
12,0.7973591089248657,,,,
13,0.6253244876861572,,,,
14,0.6617348790168762,,,,
15,0.8540245294570923,,,,
16,0.7602415084838867,,,,
17,0.6315953135490417,,,,
18,0.7480631470680237,,,,
19,0.9107120037078857,,,,
20,1.541353464126587,,,,
21,1.0972157716751099,,,,
22,0.6180137395858765,,,,
23,0.6945863366127014,,,,
24,0.6378096342086792,,,,
25,0.7030218839645386,,,,
26,0.9805644154548645,,,,
27,0.9894977807998657,,,,
28,0.6576508283615112,,,,
29,1.5169401168823242,,,,
30,0.8149348497390747,,,,
31,0.9826953411102295,,,,
32,1.209790825843811,,,,
33,1.127845287322998,,,,
34,0.6968239545822144,,,,
35,0.7181628346443176,,,,
36,1.0853872299194336,,,,
37,0.6322364211082458,,,,
38,0.8812131285667419,,,,
39,0.8931846022605896,,,,
40,0.7796935439109802,,,,
41,0.7393118143081665,,,,
42,0.6977452635765076,,,,
43,0.604519248008728,,,,
44,0.8748360276222229,,,,
45,0.5348013639450073,,,,
46,0.5746919512748718,,,,
47,0.6099745035171509,,,,
48,0.5701994895935059,,,,
49,0.620552659034729,,,,
50,0.8972821235656738,,,,
51,0.8696587085723877,,,,
52,0.7014272212982178,,,,
53,0.7167603969573975,,,,
54,0.7475521564483643,,,,
55,0.6851944923400879,,,,
56,0.6312485337257385,,,,
57,0.7337167263031006,,,,
58,0.594980776309967,,,,
59,0.6407366991043091,,,,
60,0.6113012433052063,,,,
61,0.619167149066925,,,,
62,0.6297972202301025,,,,
63,0.7200239896774292,,,,
64,0.6870830655097961,,,,
65,0.6407656669616699,,,,
66,0.7826958298683167,,,,
67,0.490217387676239,,,,
68,0.7494276762008667,,,,
69,0.4731418490409851,,,,
70,0.7095404863357544,,,,
71,0.6046282052993774,,,,
72,0.6924475431442261,,,,
73,0.6843082904815674,,,,
74,0.652681827545166,,,,
75,0.7688308954238892,,,,
76,1.0025546550750732,,,,
77,0.624212384223938,,,,
78,0.7266930341720581,,,,
79,0.8313493728637695,,,,
80,0.7149314880371094,,,,
81,0.5716379880905151,,,,
82,0.9249076843261719,,,,
83,1.0226795673370361,,,,
84,1.117793083190918,,,,
85,0.6250054836273193,,,,
86,0.7050997614860535,,,,
87,0.9758678674697876,,,,
88,0.8607441186904907,,,,
89,0.6585172414779663,,,,
90,0.7900644540786743,,,,
91,0.708025336265564,,,,
92,0.8050354719161987,,,,
93,0.5273962020874023,,,,
94,0.5769758224487305,,,,
95,0.7483406066894531,,,,
96,0.693510890007019,,,,
97,0.7547191381454468,,,,
98,0.6771199703216553,,,,
99,0.6800283193588257,,,,
100,0.8441171646118164,,,,
101,0.5898876190185547,,,,
102,0.6289200186729431,,,,
103,0.7536680698394775,,,,
104,0.6657893657684326,,,,
105,0.45856353640556335,,,,
106,0.7245433926582336,,,,
107,1.184291124343872,,,,
108,0.9888964891433716,,,,
109,0.6943499445915222,,,,
110,0.7390526533126831,,,,
111,1.0541350841522217,,,,
112,0.9556457996368408,,,,
113,0.7256001234054565,,,,
114,0.539169430732727,,,,
115,0.5926584005355835,,,,
115,,0.6838235294117647,1,0.6744820065430752,-0.0093415228686895
116,0.6381542086601257,,,,
117,0.6189272403717041,,,,
118,0.7415847778320312,,,,
119,0.8463794589042664,,,,
120,0.7422280311584473,,,,
121,0.655548632144928,,,,
122,0.8840377330780029,,,,
123,0.6598615646362305,,,,
124,0.6709030866622925,,,,
125,0.7171112298965454,,,,
126,0.6439149379730225,,,,
127,0.6963563561439514,,,,
128,0.6808100938796997,,,,
129,0.7351919412612915,,,,
130,0.635613203048706,,,,
131,0.6307927370071411,,,,
132,0.8093473315238953,,,,
133,0.5286505818367004,,,,
134,0.7056422829627991,,,,
135,0.645402193069458,,,,
136,0.7019568681716919,,,,
137,0.7229176163673401,,,,
138,0.7496358752250671,,,,
139,0.6834491491317749,,,,
140,0.6281400918960571,,,,
141,0.8553113341331482,,,,
142,0.7358723878860474,,,,
143,0.6546542644500732,,,,
144,0.7312179803848267,,,,
145,0.9446049928665161,,,,
146,0.8038209676742554,,,,
147,0.7377703785896301,,,,
148,0.6149765849113464,,,,
149,0.7402617931365967,,,,
150,0.7094777822494507,,,,
151,0.4423832893371582,,,,
152,0.8430969715118408,,,,
153,0.7281193137168884,,,,
154,0.6277776956558228,,,,
155,0.6951354742050171,,,,
156,0.7061815857887268,,,,
157,0.6283538341522217,,,,
158,1.0020675659179688,,,,
159,0.7417434453964233,,,,
160,0.7892574071884155,,,,
161,0.6538798809051514,,,,
162,0.6946113705635071,,,,
163,0.6077636480331421,,,,
164,0.6374536752700806,,,,
165,0.6806354522705078,,,,
166,0.5978507995605469,,,,
167,0.6701453924179077,,,,
168,0.6695427894592285,,,,
169,0.7333803176879883,,,,
170,0.7885411977767944,,,,
171,0.7697705030441284,,,,
172,0.6309044361114502,,,,
173,0.7259759902954102,,,,
174,0.688953161239624,,,,
175,0.586125910282135,,,,
176,0.8294891119003296,,,,
177,0.515509843826294,,,,
178,0.6810460686683655,,,,
179,0.7323275804519653,,,,
180,0.7665650844573975,,,,
181,0.7381716966629028,,,,
182,0.7235901951789856,,,,
183,0.6436481475830078,,,,
184,0.5843614339828491,,,,
185,0.6133052706718445,,,,
186,0.7552499175071716,,,,
187,0.6416566371917725,,,,
188,0.6932125091552734,,,,
189,0.8898438215255737,,,,
190,0.8522186875343323,,,,
191,0.7294586896896362,,,,
192,0.46976786851882935,,,,
193,0.6480077505111694,,,,
194,1.0722395181655884,,,,
195,1.4917325973510742,,,,
196,1.179135799407959,,,,
197,1.1396055221557617,,,,
198,0.4951949715614319,,,,
199,0.6239427328109741,,,,
200,0.7296265959739685,,,,
201,0.8826934099197388,,,,
202,0.8571774959564209,,,,
203,0.631780743598938,,,,
204,0.9713040590286255,,,,
205,0.8771770000457764,,,,
206,0.8222012519836426,,,,
207,0.8323290348052979,,,,
208,0.680320680141449,,,,
209,0.7016241550445557,,,,
210,0.9703578352928162,,,,
211,0.8096613883972168,,,,
212,1.0570526123046875,,,,
213,0.7536220550537109,,,,
214,0.6973817348480225,,,,
215,0.6568434238433838,,,,
216,0.6316004991531372,,,,
217,0.7781679630279541,,,,
218,0.7180799841880798,,,,
219,0.9097597599029541,,,,
220,0.9704198241233826,,,,
221,1.0274077653884888,,,,
222,0.7660349607467651,,,,
223,0.7329419255256653,,,,
224,0.6541695594787598,,,,
225,0.5824813842773438,,,,
226,0.9261499047279358,,,,
227,0.840156078338623,,,,
228,0.6862413287162781,,,,
229,0.6615806818008423,,,,
230,0.6596210598945618,,,,
230,,0.6838235294117647,2,0.6744820065430752,-0.0093415228686895
231,0.7384252548217773,,,,
232,0.6047669649124146,,,,
233,0.7257391214370728,,,,
234,0.6286994218826294,,,,
235,0.7549780607223511,,,,
236,0.6163514852523804,,,,
237,0.6970232129096985,,,,
238,0.6664575934410095,,,,
239,0.635991096496582,,,,
240,0.5892031788825989,,,,
241,0.6813243627548218,,,,
242,0.7730425596237183,,,,
243,0.589977502822876,,,,
244,0.6423864960670471,,,,
245,0.672606348991394,,,,
246,0.6883918642997742,,,,
247,0.624482274055481,,,,
248,0.7808496952056885,,,,
249,0.6045082807540894,,,,
250,0.6968907713890076,,,,
251,0.650977373123169,,,,
252,0.654875636100769,,,,
