step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6925401290257772,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6929623683293661,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6829832990964254,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.641372561454773,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.614866316318512,3.0,0.0,0.0,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.734319550644947,0.6255422588860643,0.7220340619232685,0.009534630578520442
6,0.7299080292383829,3.0,0.0,0.0,2,1,0.0,,,,,
7,0.6829096873601278,3.0,0.0,0.0,2,2,0.0,,,,,
8,0.5695604383945465,3.0,0.0,0.0,2,3,0.0,,,,,
9,0.6936078468958536,3.0,0.0,0.0,2,4,0.0,,,,,
10,0.6614282329877218,3.0,0.0,0.0,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6666078090868414,0.6259699032651428,0.6601337081263338,0.009962274957598938
11,0.6432361801465353,3.0,0.0,0.0,3,1,0.0,,,,,
12,0.6406782666842142,3.0,0.0,0.0,3,2,0.0,,,,,
13,0.6503990888595581,3.0,0.0,0.0,3,3,0.0,,,,,
14,0.6417452891667684,3.0,0.0,0.0,3,4,0.0,,,,,
15,0.6797073284784952,3.0,0.0,0.0,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.6543470410848645,0.6255116985731267,0.6504664763693185,0.009504070265582865
16,0.6659614642461141,3.0,0.0,0.0,4,1,0.0,,,,,
17,0.6454557379086813,3.0,0.0,0.0,4,2,0.0,,,,,
18,0.6820550362269083,3.0,0.0,0.0,4,3,0.0,,,,,
19,0.6710134148597717,3.0,0.0,0.0,4,4,0.0,,,,,
20,0.6698487798372904,3.0,0.0,0.0,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6054633985819592,0.6573027740084301,0.6063589157819643,0.6542410256967188,0.0008955172000051359
21,0.6572571396827698,3.0,0.0,0.0,5,1,0.0,,,,,
22,0.6588929692904154,3.0,0.0,0.0,5,2,0.0,,,,,
23,0.6096044182777405,3.0,0.0,0.0,5,3,0.0,,,,,
24,0.7130225896835327,3.0,0.0,0.0,5,4,0.0,,,,,
25,0.7267910440762838,3.0,0.0,0.0,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6340581698237893,0.6581248756333108,0.6307415387933571,0.6571985365317091,-0.0033166310304321156
26,0.6952008008956909,3.0,0.0,0.0,6,1,0.0,,,,,
27,0.6691124240557352,3.0,0.0,0.0,6,2,0.0,,,,,
28,0.6419958670934042,3.0,0.0,0.0,6,3,0.0,,,,,
29,0.6953050295511881,3.0,0.0,0.0,6,4,0.0,,,,,
30,0.6907187700271606,3.0,0.0,0.0,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6184586086997007,0.6641550467317509,0.6293374044150212,0.6600076941542947,0.010878795715320466
31,0.6428251465161642,3.0,0.0,0.0,7,1,0.0,,,,,
32,0.6662315130233765,3.0,0.0,0.0,7,2,0.0,,,,,
33,0.6692293087641398,3.0,0.0,0.0,7,3,0.0,,,,,
34,0.6399255593617758,3.0,0.0,0.0,7,4,0.0,,,,,
35,0.6266139348347982,3.0,0.0,0.0,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6176416152356484,0.6631474825916621,0.6289754673754526,0.6584717663429335,0.011333852139804201
36,0.6513878107070923,3.0,0.0,0.0,8,1,0.0,,,,,
37,0.6761956016222636,3.0,0.0,0.0,8,2,0.0,,,,,
38,0.6172850926717123,3.0,0.0,0.0,8,3,0.0,,,,,
39,0.6734881202379862,3.0,0.0,0.0,8,4,0.0,,,,,
40,0.6277095079421997,3.0,0.0,0.0,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6237911869777025,0.6656797820732588,0.6322515942563253,0.6581620728199059,0.008460407278622739
41,0.6245599190394083,3.0,0.0,0.0,9,1,0.0,,,,,
42,0.7023942470550537,3.0,0.0,0.0,9,2,0.0,,,,,
43,0.6667172908782959,3.0,0.0,0.0,9,3,0.0,,,,,
44,0.6413537263870239,3.0,0.0,0.0,9,4,0.0,,,,,
45,0.665020207564036,3.0,0.0,0.0,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6176858567589725,0.6636429278383105,0.630862433364651,0.6567900842553366,0.013176576605678503
46,0.6976187427838644,3.0,0.0,0.0,10,1,0.0,,,,,
47,0.6561875939369202,3.0,0.0,0.0,10,2,0.0,,,,,
48,0.6534747083981832,3.0,0.0,0.0,10,3,0.0,,,,,
49,0.679788609345754,3.0,0.0,0.0,10,4,0.0,,,,,
50,0.6449317733446757,3.0,0.0,0.0,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6139872654090751,0.6612924990552721,0.6290287212541056,0.6551775079952922,0.015041455845030471
