step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6872432380914688,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17680994262593963,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.7031135708093643,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.1730872155977332,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6909458339214325,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.17538989959307413,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6900137364864349,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.1752686691672121,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6868647933006287,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.17537333045977632,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6966208815574646,32.0,74.0,0.43243243243243246,0.0,32.0,0.0,1.0,0.17470460319042136,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.7041512131690979,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17683457317384388,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6947185844182968,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17395870428626786,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.690513014793396,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17397012914681184,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6939048320055008,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.1744767836154211,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.6962319314479828,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17630033193717184,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6969459056854248,22.0,74.0,0.2972972972972973,0.0,22.0,0.0,1.0,0.17725042324587179,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.7038586735725403,37.0,74.0,0.5,1.0,36.0,0.02702702702702703,0.972972972972973,0.17460288751273606,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.703289806842804,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.17696259774983245,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.7051965594291687,19.0,74.0,0.25675675675675674,0.0,19.0,0.0,1.0,0.1759583872984267,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.7030144035816193,33.0,74.0,0.44594594594594594,0.0,33.0,0.0,1.0,0.17586554985269093,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.6789188086986542,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17644279231989762,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6996776908636093,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1724241916221877,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6935393512248993,37.0,74.0,0.5,0.0,37.0,0.0,1.0,0.1746047041005306,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6825037598609924,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17407725416699854,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6900159418582916,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.1750918714909547,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.7023846358060837,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17535100363044379,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.6971659660339355,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1735953641174439,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.6934355944395065,31.0,74.0,0.4189189189189189,0.0,31.0,0.0,1.0,0.1746764635711693,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6812453716993332,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17389382466365616,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6945486515760422,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17342992624897358,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
