step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6804996132850648,3.0,32.0,74.0,0.43243243243243246,2.0,30.0,0.0625,0.9375,0.1743107762664557,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6831095914045969,3.0,47.0,74.0,0.6351351351351351,0.0,47.0,0.0,1.0,0.1748228422045706,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.665405531724294,3.0,42.0,74.0,0.5675675675675675,0.0,42.0,0.0,1.0,0.17545511892673007,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6659391472736995,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17607200677825316,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6876345773537954,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.17494207006450382,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6672196444128807,0.6160076283075439,0.6675212130710827,0.6259224361124125,0.6644808790714687,0.009914807804868642,0.6260089169979767,0.664807293349213,0.010001288690432819
8,0.6887931227684021,3.0,45.0,74.0,0.6081081081081081,1.0,44.0,0.022222222222222223,0.9777777777777777,0.1747080599115645,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.6919385343790053,3.0,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17586485266232382,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.6387499372164408,3.0,32.0,74.0,0.43243243243243246,0.0,32.0,0.0,1.0,0.17509899586235403,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.6720749636491139,3.0,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1752327020056856,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.678091545899709,3.0,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1746465328471594,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.6717487176259359,3.0,32.0,74.0,0.43243243243243246,0.0,32.0,0.0,1.0,0.17438320969853136,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.651115283370018,3.0,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.17523331847287493,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6582615337696635,0.6160076283075439,0.6586013042503798,0.6252326823826676,0.6552930524471289,0.00922505407512375,0.6258346218798614,0.6554226538837039,0.009826993572317533
15,0.6358877544601759,3.0,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.17546812967923,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.6342500497897466,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17588769877322918,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.6468109091122946,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.1732756982754009,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.6406289935112,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.1742120491280784,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.6800930152336756,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17486046049574205,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.6580632825692494,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17399562173217206,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6552327759863027,0.6160076283075439,0.6554570842270899,0.6253253899986603,0.6521084306414772,0.009317761691116422,0.6258212750765234,0.6521720919343142,0.009813646768979556
