step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6765049099922181,3.0,37.0,74.0,0.5,0.0,37.0,0.0,1.0,0.17423140553562097,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6787854482730229,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17476390832114433,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6423847675323486,3.0,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17507315739752544,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6592698556189399,0.6160076283075439,0.6592149307029417,0.6259224361124125,0.6548828441152276,0.009914807804868642,0.6260089169979767,0.6548988025678012,0.010001288690432819
6,0.6432002633810042,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17495518113699848,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.7081464628378549,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.7108506908019383,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1798499686030011,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.7061862498521804,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17426549111073628,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6152814974387486,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17758775298059748,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6525020096330437,0.6160076283075439,0.6522818520970062,0.6252326823826676,0.6491120484660362,0.00922505407512375,0.6258346218798614,0.6486166812404097,0.009826993572317533
11,0.6674360558390617,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.1757067010207928,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6660406962037086,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17496851111463352,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6641328980525335,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17551124845904428,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.629331094523271,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.5994330073396366,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17730768654316173,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6592902641041974,0.6160076283075439,0.6577230592414339,0.6253253899986603,0.6584862203218647,0.009317761691116422,0.6258212750765234,0.6559910541754058,0.009813646768979556
16,0.6347438395023346,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6169534710546334,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6531382451454799,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.721412420272827,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6237672269344331,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6176416152356484,0.6328109028471532,0.6176416152356484,0.6329768416224536,0.6272052359149491,0.6319628059044893,0.009563620679300722,0.628111858532098,0.6316292189891085,0.010470243296449633
21,0.6053744728366534,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6624968101580937,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6177505652109782,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6099969670176505,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6557783409953117,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6200925956278053,0.6189395349296194,0.6200925956278053,0.6196307465762124,0.6294274453370402,0.6182534133339664,0.009334849709234927,0.629112975450202,0.6188758227338289,0.009020379822396674
26,0.6419235145052273,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6563867529233296,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6292979121208191,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.5930956800778706,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
