step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6871337890625001,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17461665573574692,0.15721147210015413,0.17503106486992773,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875813802083334,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.1745689417970019,0.0,0.1745689417970019,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6742350260416666,3.0,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17606192311175597,0.0,0.17606192311175597,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6802571614583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.17481428682172298,0.0,0.17481428682172298,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6464029947916665,3.0,25.0,74.0,0.33783783783783783,0.0,25.0,0.0,1.0,0.17519317460949446,0.0,0.17519317460949446,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6598724333293943,0.6160076283075439,0.6599011612398518,0.6258297284964198,0.6553140276715282,0.00982210018887597,0.6251546549169996,0.6557205389816242,0.009147026609455766
6,0.6702067057291666,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17632363971944381,0.0,0.17632363971944381,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6384073893229165,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1742483002442117,0.0,0.1742483002442117,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.671142578125,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1754048068871772,0.0,0.1754048068871772,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6352945963541666,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.5885416666666667,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17665132640844164,0.0,0.17665132640844164,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6584024673081285,0.6160076283075439,0.6575098972235959,0.6261867721525468,0.6524196465117892,0.010179143845002958,0.6254677914568512,0.6520998796704822,0.00946016314930731
11,0.6514078776041666,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1702926289758236,0.0,0.1702926289758236,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.5833231608072916,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1728178754474455,0.0,0.1728178754474455,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6274515787760417,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17561966820748767,0.0,0.17561966820748767,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.7081197102864583,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6346638997395833,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17410063070971682,0.0,0.17410063070971682,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6459533714454615,0.6160076283075439,0.6453152408457209,0.625777367960248,0.6413447338155013,0.009769739652704112,0.6261881054995336,0.6407349472736898,0.010180477191989779
16,0.6849060058593749,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6406758626302083,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17452805208492395,0.0,0.17452805208492395,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.5837300618489583,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6828409830729166,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6263122558593749,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
