step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.7312052696943283,58.0,74.0,0.7837837837837838,11.0,47.0,0.1896551724137931,0.8103448275862069,0.17491864953997724,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.7164531052112579,58.0,74.0,0.7837837837837838,19.0,39.0,0.3275862068965517,0.6724137931034483,0.17349070389831228,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6570949554443359,59.0,74.0,0.7972972972972973,8.0,51.0,0.13559322033898305,0.864406779661017,0.17607720992139692,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.7288997769355774,54.0,74.0,0.7297297297297297,16.0,38.0,0.2962962962962963,0.7037037037037037,0.17396605228299866,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.7104970663785934,55.0,74.0,0.7432432432432432,10.0,45.0,0.18181818181818182,0.8181818181818182,0.17639610477463674,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.7090836018323898,59.0,74.0,0.7972972972972973,24.0,35.0,0.4067796610169492,0.5932203389830508,0.17396082934671167,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6987306624650955,61.0,74.0,0.8243243243243243,11.0,50.0,0.18032786885245902,0.819672131147541,0.1753059882342004,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6731662601232529,61.0,74.0,0.8243243243243243,18.0,43.0,0.29508196721311475,0.7049180327868853,0.17483884867601215,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6872519105672836,61.0,74.0,0.8243243243243243,15.0,46.0,0.2459016393442623,0.7540983606557377,0.175151379746365,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6919001191854477,61.0,74.0,0.8243243243243243,22.0,39.0,0.36065573770491804,0.639344262295082,0.17402887693533953,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.7146423608064651,59.0,74.0,0.7972972972972973,16.0,43.0,0.2711864406779661,0.7288135593220338,0.1745905458943962,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6562011390924454,52.0,74.0,0.7027027027027027,18.0,34.0,0.34615384615384615,0.6538461538461539,0.1754049587571361,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6680868268013,56.0,74.0,0.7567567567567568,13.0,43.0,0.23214285714285715,0.7678571428571429,0.17652653212831843,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.7120197713375092,57.0,74.0,0.7702702702702703,19.0,38.0,0.3333333333333333,0.6666666666666666,0.17437398310873337,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.7185957878828049,54.0,74.0,0.7297297297297297,15.0,39.0,0.2777777777777778,0.7222222222222222,0.17457682822434192,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.7033366858959198,58.0,74.0,0.7837837837837838,16.0,42.0,0.27586206896551724,0.7241379310344828,0.17447388448751394,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.7037360370159149,54.0,74.0,0.7297297297297297,12.0,42.0,0.2222222222222222,0.7777777777777778,0.1760811513148432,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.7196762561798096,53.0,74.0,0.7162162162162162,22.0,31.0,0.41509433962264153,0.5849056603773585,0.1735038742400664,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6959337443113327,58.0,74.0,0.7837837837837838,11.0,47.0,0.1896551724137931,0.8103448275862069,0.17521105600746706,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.687443345785141,58.0,74.0,0.7837837837837838,14.0,44.0,0.2413793103448276,0.7586206896551724,0.1747837971062381,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6989649534225464,53.0,74.0,0.7162162162162162,19.0,34.0,0.3584905660377358,0.6415094339622641,0.1743516657046198,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.7003643214702606,38.0,74.0,0.5135135135135135,10.0,28.0,0.2631578947368421,0.7368421052631579,0.17353934692656042,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.7032971829175949,52.0,74.0,0.7027027027027027,10.0,42.0,0.19230769230769232,0.8076923076923077,0.17574448128189163,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.7039516866207123,37.0,74.0,0.5,8.0,29.0,0.21621621621621623,0.7837837837837838,0.1768240552109368,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6834244132041931,40.0,74.0,0.5405405405405406,16.0,24.0,0.4,0.6,0.1735766891872115,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.7083259224891663,28.0,74.0,0.3783783783783784,12.0,16.0,0.42857142857142855,0.5714285714285714,0.17306778999846584,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.716215193271637,27.0,74.0,0.36486486486486486,12.0,15.0,0.4444444444444444,0.5555555555555556,0.17354862911364696,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.6816308200359344,39.0,74.0,0.527027027027027,13.0,26.0,0.3333333333333333,0.6666666666666666,0.1744298000861173,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.7156289517879486,26.0,74.0,0.35135135135135137,10.0,16.0,0.38461538461538464,0.6153846153846154,0.17440931625015715,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.6813806891441345,36.0,74.0,0.4864864864864865,14.0,22.0,0.3888888888888889,0.6111111111111112,0.17392961612183552,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6921878308057785,39.0,74.0,0.527027027027027,13.0,26.0,0.3333333333333333,0.6666666666666666,0.1738030130437638,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.7025633156299591,41.0,74.0,0.5540540540540541,9.0,32.0,0.21951219512195122,0.7804878048780488,0.17478299003935766,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.6922428160905838,42.0,74.0,0.5675675675675675,11.0,31.0,0.2619047619047619,0.7380952380952381,0.17535692651863796,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
34,0.67277492582798,44.0,74.0,0.5945945945945946,4.0,40.0,0.09090909090909091,0.9090909090909091,0.17844437261925192,0.0,0.6,0.0038053,1,34,0.0,,,,,,,,,,
35,0.6649968326091766,46.0,74.0,0.6216216216216216,10.0,36.0,0.21739130434782608,0.782608695652174,0.17522127422403133,0.0,0.6,0.0038053,1,35,0.0,,,,,,,,,,
36,0.6807484924793243,44.0,74.0,0.5945945945945946,7.0,37.0,0.1590909090909091,0.8409090909090909,0.17630821485544396,0.0,0.6,0.0038053,1,36,0.0,,,,,,,,,,
37,0.6899124979972839,41.0,74.0,0.5540540540540541,6.0,35.0,0.14634146341463414,0.8536585365853658,0.17517451648185234,0.0,0.6,0.0038053,1,37,0.0,,,,,,,,,,
38,0.7004418820142746,41.0,74.0,0.5540540540540541,12.0,29.0,0.2926829268292683,0.7073170731707317,0.17510636308600824,0.0,0.6,0.0038053,1,38,0.0,,,,,,,,,,
39,0.6960746049880981,35.0,74.0,0.47297297297297297,8.0,27.0,0.22857142857142856,0.7714285714285715,0.17624423556200963,0.0,0.6,0.0038053,1,39,0.0,,,,,,,,,,
40,0.6743106096982956,42.0,74.0,0.5675675675675675,11.0,31.0,0.2619047619047619,0.7380952380952381,0.17517155310529287,0.0,0.6,0.0038053,1,40,0.0,,,,,,,,,,
41,0.6801439523696899,40.0,74.0,0.5405405405405406,12.0,28.0,0.3,0.7,0.17396825564228985,0.0,0.6,0.0038053,1,41,0.0,,,,,,,,,,
42,0.6837982833385468,42.0,74.0,0.5675675675675675,12.0,30.0,0.2857142857142857,0.7142857142857143,0.17524290257605651,0.0,0.6,0.0038053,1,42,0.0,,,,,,,,,,
43,0.7013439983129501,31.0,74.0,0.4189189189189189,6.0,25.0,0.1935483870967742,0.8064516129032258,0.17567616186060314,0.0,0.6,0.0038053,1,43,0.0,,,,,,,,,,
44,0.6893287301063538,25.0,74.0,0.33783783783783783,9.0,16.0,0.36,0.64,0.1742114746229888,0.0,0.6,0.0038053,1,44,0.0,,,,,,,,,,
