step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.815527617931366,0.0,0.6,0.0038053,,,,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,,,,
3,0.873866081237793,0.0,0.6,0.0038053,,,,,,,
4,0.7597438097000122,0.0,0.6,0.0038053,,,,,,,
5,0.55527663230896,0.0,0.6,0.0038053,,,,,,,
6,0.7015056014060974,0.0,0.6,0.0038053,,,,,,,
7,0.6611659526824951,0.0,0.6,0.0038053,,,,,,,
8,0.7276656627655029,0.0,0.6,0.0038053,,,,,,,
9,0.767257571220398,0.0,0.6,0.0038053,,,,,,,
10,0.7049179077148438,0.0,0.6,0.0038053,,,,,,,
11,0.7438973188400269,0.0,0.6,0.0038053,,,,,,,
12,0.7789492607116699,0.0,0.6,0.0038053,,,,,,,
13,0.6366424560546875,2.0,0.6,0.0038053,,,,,,,
14,0.8032218217849731,9.0,0.6,0.0038053,,,,,,,
15,0.7132021188735962,4.0,0.6,0.0038053,,,,,,,
16,0.6928231716156006,8.0,0.6,0.0038053,,,,,,,
17,0.7240617275238037,13.0,0.6,0.0038053,,,,,,,
18,0.7202152609825134,13.0,0.6,0.0038053,,,,,,,
19,0.7326475381851196,13.0,0.6,0.0038053,,,,,,,
20,0.6600145101547241,13.0,0.6,0.0038053,,,,,,,
21,0.7241811752319336,2.0,0.6,0.0038053,,,,,,,
22,0.6989775896072388,9.0,0.6,0.0038053,,,,,,,
23,0.693115234375,8.0,0.6,0.0038053,,,,,,,
24,0.7596211433410645,4.0,0.6,0.0038053,,,,,,,
25,0.7107059955596924,3.0,0.6,0.0038053,,,,,,,
26,0.7263983488082886,0.0,0.6,0.0038053,,,,,,,
27,0.68584144115448,1.0,0.6,0.0038053,,,,,,,
28,0.6764277815818787,0.0,0.6,0.0038053,,,,,,,
29,0.6990712881088257,0.0,0.6,0.0038053,,,,,,,
30,0.7020865678787231,0.0,0.6,0.0038053,,,,,,,
31,0.7065683603286743,0.0,0.6,0.0038053,,,,,,,
32,0.7300146818161011,0.0,0.6,0.0038053,,,,,,,
33,0.6894131898880005,2.0,0.6,0.0038053,,,,,,,
34,0.763763427734375,4.0,0.6,0.0038053,,,,,,,
35,0.7471827864646912,0.0,0.6,0.0038053,,,,,,,
36,0.7202345728874207,0.0,0.6,0.0038053,,,,,,,
37,0.6915991902351379,0.0,0.6,0.0038053,,,,,,,
38,0.6743946075439453,0.0,0.6,0.0038053,,,,,,,
39,0.7159149646759033,0.0,0.6,0.0038053,,,,,,,
40,0.6629607677459717,0.0,0.6,0.0038053,,,,,,,
41,0.6091024875640869,0.0,0.6,0.0038053,,,,,,,
42,0.6574743986129761,0.0,0.6,0.0038053,,,,,,,
43,0.7371861338615417,0.0,0.6,0.0038053,,,,,,,
44,0.6689060926437378,0.0,0.6,0.0038053,,,,,,,
45,0.7112672924995422,0.0,0.6,0.0038053,,,,,,,
46,0.696312427520752,0.0,0.6,0.0038053,,,,,,,
47,0.7633663415908813,0.0,0.6,0.0038053,,,,,,,
48,0.6943722367286682,0.0,0.6,0.0038053,,,,,,,
49,0.6961486339569092,0.0,0.6,0.0038053,,,,,,,
50,0.5781160593032837,0.0,0.6,0.0038053,,,,,,,
51,0.6889865398406982,0.0,0.6,0.0038053,,,,,,,
52,0.6684020161628723,0.0,0.6,0.0038053,,,,,,,
53,0.8087750673294067,0.0,0.6,0.0038053,,,,,,,
54,0.7284312844276428,0.0,0.6,0.0038053,,,,,,,
55,0.6448437571525574,0.0,0.6,0.0038053,,,,,,,
56,0.6511418223381042,0.0,0.6,0.0038053,,,,,,,
57,0.7338297963142395,0.0,0.6,0.0038053,,,,,,,
58,0.7516289949417114,0.0,0.6,0.0038053,,,,,,,
59,0.711066722869873,0.0,0.6,0.0038053,,,,,,,
60,0.6875606775283813,0.0,0.6,0.0038053,,,,,,,
61,0.616924524307251,0.0,0.6,0.0038053,,,,,,,
62,0.679923415184021,0.0,0.6,0.0038053,,,,,,,
63,0.720964789390564,0.0,0.6,0.0038053,,,,,,,
64,0.7287206649780273,0.0,0.6,0.0038053,,,,,,,
65,0.6481277942657471,0.0,0.6,0.0038053,,,,,,,
66,0.6355647444725037,0.0,0.6,0.0038053,,,,,,,
67,0.7240337133407593,0.0,0.6,0.0038053,,,,,,,
68,0.7361066341400146,0.0,0.6,0.0038053,,,,,,,
69,0.7496737241744995,0.0,0.6,0.0038053,,,,,,,
70,0.6951970458030701,0.0,0.6,0.0038053,,,,,,,
71,0.6990519165992737,0.0,0.6,0.0038053,,,,,,,
72,0.601211428642273,0.0,0.6,0.0038053,,,,,,,
73,0.6535322666168213,0.0,0.6,0.0038053,,,,,,,
74,0.6600428819656372,0.0,0.6,0.0038053,,,,,,,
75,0.6891782283782959,0.0,0.6,0.0038053,,,,,,,
76,0.6076465845108032,0.0,0.6,0.0038053,,,,,,,
77,0.6295860409736633,0.0,0.6,0.0038053,,,,,,,
78,0.7973270416259766,0.0,0.6,0.0038053,,,,,,,
78,,,,,0.5992779783393501,1,0.592057761732852,0.6759036144578313,0.07662563611848117,0.6694779116465863,0.07742014991373436
