step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6880165338516235,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6762737433115641,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6860576868057251,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.654318372408549,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6746591925621033,3.0,0.0,0.0,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6538632082309294,0.6264671216899927,0.6475409442146799,0.010459493382448892
6,0.6294203996658325,3.0,0.0,0.0,2,1,0.0,,,,,
7,0.6217534343401591,3.0,0.0,0.0,2,2,0.0,,,,,
8,0.6627082626024882,3.0,0.0,0.0,2,3,0.0,,,,,
9,0.6249697605768839,3.0,0.0,0.0,2,4,0.0,,,,,
10,0.6336059967676798,3.0,0.0,0.0,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6613812383300003,0.6261441983832582,0.6584005829578673,0.010136570075714335
11,0.6511659026145935,3.0,0.0,0.0,3,1,0.0,,,,,
12,0.6545005043347677,3.0,0.0,0.0,3,2,0.0,,,,,
13,0.7252391974131266,3.0,0.0,0.0,3,3,0.0,,,,,
14,0.663041373093923,3.0,0.0,0.0,3,4,0.0,,,,,
15,0.611748735109965,3.0,0.0,0.0,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.610941950767283,0.6262342393052772,0.6104120830964358,0.010226610997733365
16,0.5616772770881653,3.0,0.0,0.0,4,1,0.0,,,,,
17,0.6278738975524902,3.0,0.0,0.0,4,2,0.0,,,,,
18,0.6204883058865865,3.0,0.0,0.0,4,3,0.0,,,,,
19,0.7650532325108846,3.0,0.0,0.0,4,4,0.0,,,,,
20,0.618889570236206,3.0,0.0,0.0,4,5,0.0,,,,,
20,,,,,4,,1.0,0.5836573809294189,0.6817551277610683,0.5812021515100315,0.6824242064117317,-0.0024552294193873614
21,0.7026259700457255,3.0,0.0,0.0,5,1,0.0,,,,,
22,0.6300978859265646,3.0,0.0,0.0,5,2,0.0,,,,,
23,0.6679836710294088,3.0,0.0,0.0,5,3,0.0,,,,,
24,0.7029964923858643,3.0,0.0,0.0,5,4,0.0,,,,,
25,0.7216670711835226,3.0,0.0,0.0,5,5,0.0,,,,,
25,,,,,5,,1.0,0.3839923716924562,0.6945226991679871,0.3743091129253164,0.6945958860172042,-0.009683258767139824
26,0.6949589649836222,3.0,0.0,0.0,6,1,0.0,,,,,
27,0.6621644496917725,3.0,0.0,0.0,6,2,0.0,,,,,
28,0.6521098017692566,3.0,0.0,0.0,6,3,0.0,,,,,
29,0.6402409672737122,3.0,0.0,0.0,6,4,0.0,,,,,
30,0.6548528472582499,3.0,0.0,0.0,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6160076283075439,0.6698440401488034,0.6251546549169996,0.6642223817059804,0.009147026609455766
31,0.6990136106808981,3.0,0.0,0.0,7,1,0.0,,,,,
32,0.6348433494567871,3.0,0.0,0.0,7,2,0.0,,,,,
33,0.6433296004931132,3.0,0.0,0.0,7,3,0.0,,,,,
34,0.6576573053995768,3.0,0.0,0.0,7,4,0.0,,,,,
35,0.7081423799196879,3.0,0.0,0.0,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6160076283075439,0.666077026228496,0.626284373151981,0.6621356029111927,0.010276744844437191
36,0.6497284173965454,3.0,0.0,0.0,8,1,0.0,,,,,
37,0.6498995820681254,3.0,0.0,0.0,8,2,0.0,,,,,
38,0.6178826689720154,3.0,0.0,0.0,8,3,0.0,,,,,
39,0.6860226591428121,3.0,0.0,0.0,8,4,0.0,,,,,
40,0.6565937797228495,3.0,0.0,0.0,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6160076283075439,0.6657280733288338,0.6255032451532304,0.6613023441369491,0.00949561684568656
41,0.6668269038200378,3.0,0.0,0.0,9,1,0.0,,,,,
42,0.666983405749003,3.0,0.0,0.0,9,2,0.0,,,,,
43,0.6781724492708842,3.0,0.0,0.0,9,3,0.0,,,,,
44,0.6892813642819723,3.0,0.0,0.0,9,4,0.0,,,,,
45,0.6724715431531271,3.0,0.0,0.0,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6160076283075439,0.6657942231533225,0.6259090893090745,0.6610903156849549,0.009901461001530665
46,0.6722628474235535,3.0,0.0,0.0,10,1,0.0,,,,,
47,0.6458146969477335,3.0,0.0,0.0,10,2,0.0,,,,,
48,0.6667860150337219,3.0,0.0,0.0,10,3,0.0,,,,,
49,0.6926577289899191,3.0,0.0,0.0,10,4,0.0,,,,,
50,0.6667192975680033,3.0,0.0,0.0,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6160076283075439,0.6656501540956149,0.6262745863850979,0.6609794771872215,0.010266958077554067
