step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6669216553370158,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6777028640111288,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6763206322987875,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6378518144289652,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.7005231777826945,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6731705714757193,0.6250024666919255,0.6672084132720565,0.008994838384381643
6,0.6676647265752157,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.698178211847941,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6888908942540487,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6806605855623881,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6712362170219421,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6569571012939329,0.6250717340678902,0.6548887530315799,0.00906410576034633
11,0.6483415166536967,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6271131038665771,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.661953866481781,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6528663237889608,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6164574225743612,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6216823410325857,0.6462106848667706,0.6305669503389048,0.6380025586131954,0.008884609306319069
16,0.684319794178009,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6280983487764994,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6248611211776733,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6429860989252726,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.692225456237793,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6199373275344107,0.6474850878941522,0.6344206698009921,0.6456515392056533,0.014483342266581434
21,0.6300574342409769,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6444236437479655,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6043547789255778,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.646273156007131,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.6019824544588724,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6400299299490267,0.6037515626071618,0.6432688804066687,0.5980770279526922,0.003238950457641998
26,0.5507252017656962,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.5302131374677023,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.7125892241795858,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.6222228209177653,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.6318932970364889,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6069070098096337,0.6399944765183075,0.597533198739955,0.6416771219678435,-0.009373811069678717
31,0.6469765305519104,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.6622470021247864,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6164568662643433,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.5776071349779764,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.582226574420929,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6336717938534252,0.6292757901178064,0.6420720948182509,0.6081911699817995,0.008400300964825691
36,0.6497702797253927,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6537335316340128,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.6253812710444132,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.5796222686767578,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.5897713700930277,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6204347300748452,0.5823176890974432,0.6460741757995602,0.5754988425160427,0.025639445724714993
41,0.5336570938428243,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.5170755187670389,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.5689105788866679,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.5704835255940756,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5539991656939188,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6543028448750179,0.5727564664863917,0.6669727764678978,0.564872952562654,0.01266993159287988
46,0.6948517759641012,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5909258325894674,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.5685768922170004,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.569028228521347,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5602796177069346,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.678495987512992,0.5648786493670412,0.679102154006057,0.5577873108976676,0.0006061664930649968
