step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6625268459320068,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6605256994565328,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6652662754058838,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.661073366800944,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.7048859198888143,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6677369381735531,0.6262830398049942,0.6607864581532751,0.01027541149745037
6,0.623878558476766,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6342684626579285,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6442300875981649,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6818585197130839,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.67893119653066,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6688983956787506,0.6256079662255741,0.6665491668415914,0.009600337918030277
11,0.661248524983724,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6688185135523478,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6316417256991068,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6450110673904419,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6557430227597555,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.64990295281036,0.6257299008075176,0.6494073205710816,0.009722272499973705
16,0.6328248778978983,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6335490544637045,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6699380675951639,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.657572607199351,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.6497623920440674,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6160076283075439,0.6643716293244558,0.6261832121160921,0.656677767992532,0.010175583808548216
21,0.6000677744547526,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.7585885723431905,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.7392076849937439,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.640155017375946,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.652490516503652,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6160076283075439,0.6489553838481991,0.6253728571513906,0.6426645179404676,0.009365228843846718
26,0.6617607474327087,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6266108751296997,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.620638112227122,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.6994239091873169,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.6154148578643799,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6160076283075439,0.6468756054618513,0.6256420865749664,0.6413566473912594,0.009634458267422596
31,0.6300178567568461,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.6748496691385905,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6471218268076578,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.59269779920578,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.667552630106608,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6196177366107929,0.6407692204544316,0.6287499983999836,0.63644710208579,0.009132261789190688
36,0.6824219822883606,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6278195182482401,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.6603695154190063,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6484103004137675,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.6578106880187988,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.635780639798542,0.6385756244053652,0.6345266042190939,0.635503616851165,-0.0012540355794481428
41,0.6721721490224203,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6326967279116312,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.604366143544515,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.636563221613566,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.6675704121589661,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6423924272945354,0.6213274189410695,0.6340811596577416,0.6155195338951273,-0.008311267636793795
46,0.619553675254186,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.6502894560496012,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.5944673617680868,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.6114154060681661,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.6280167102813721,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6372593586332521,0.6187563667995761,0.6399666332583246,0.612046289685384,0.0027072746250724755
