step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.679663489262263,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17655373439907351,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6810313115517297,3.0,46.0,74.0,0.6216216216216216,1.0,45.0,0.021739130434782608,0.9782608695652174,0.1756227607788227,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6823827773332596,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17528719219200925,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6567103465398153,3.0,41.0,74.0,0.5540540540540541,0.0,41.0,0.0,1.0,0.17460590427609637,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6770201077063878,3.0,19.0,74.0,0.25675675675675674,0.0,19.0,0.0,1.0,0.1751217924977716,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6696996906899134,0.6160076283075439,0.6689025034592023,0.6257299008075176,0.6623351607117166,0.009722272499973705,0.6261393049998165,0.6614537786271041,0.010131676692272662
6,0.6750825941562653,3.0,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.174810212878801,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6766719793279966,3.0,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17540153047525175,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6393352250258129,3.0,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.1747160790615142,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6401410301526387,3.0,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.17566560747168106,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6020056655009588,3.0,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.1743870524298707,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6552354966272685,0.6160076283075439,0.6546591902930822,0.6257347941909591,0.6481911688188545,0.009727165883415267,0.6252070154531716,0.6480861633666531,0.009199387145627735
11,0.610433076818784,3.0,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17491647692920487,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.72025694946448,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1751655321790615,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6332300578554472,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1739582734492875,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6584120293458302,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1734103004673517,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6011924420793852,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17566033900834213,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6140235694184634,0.6160076283075439,0.6140678965020322,0.625250922569447,0.610039172962236,0.009243294261903179,0.6259273294958541,0.6096851595781896,0.009919701188310204
16,0.6257976194222769,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6151861548423767,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6328717991709709,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6006203318635623,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6276089598735174,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6700275802419919,0.5838167761789953,0.6698497686251752,0.5830304506713633,0.665934752505199,0.5862711641399239,-0.004092827736792981,0.6673521136856442,0.5849081973832836,-0.0024976549395310244
21,0.5895192474126815,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.5609877010186513,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.518300166974465,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
