step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6796634594599406,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6810313065846761,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6812493999799093,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6505630016326904,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6935961445172628,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.672517378245015,0.6261490917666998,0.6636667012205596,0.010141463459155897
6,0.6809010903040568,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6734598080317179,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6487667957941691,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6435816884040833,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.5894517103830973,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.7340963079163029,0.6257347941909591,0.7210935388436349,0.009727165883415267
11,0.6591242551803589,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.7491056720415751,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6427821516990662,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.678043782711029,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6190499862035116,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.6475595331769383,0.6251950019968204,0.6428273357974503,0.009187373689276579
16,0.6603349844614664,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6592534780502319,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6497080127398173,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6067061026891073,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.7844485839207967,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6319754559283393,0.6432757099824568,0.6333523521947532,0.6449096576227579,0.0013768962664139073
21,0.625907838344574,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6311233639717102,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6240620911121368,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6454979379971822,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.650436262289683,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6564861053734281,0.6017203646307009,0.6579603375138562,0.6040956563135262,0.0014742321404280778
26,0.5979799826939901,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.571408748626709,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.6545503536860148,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.697372833887736,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.6065909961859385,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6769606497086432,0.6071218333924197,0.6506704761990095,0.6098757449723958,-0.026290173509633696
31,0.5969977676868439,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.6254159808158875,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6329925060272217,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.66299440463384,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.5631541709105173,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.649625287164107,0.5993767292334051,0.6551476687121277,0.5965526692869113,0.0055223815480207605
36,0.6288738250732422,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.5610781311988831,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.6172044277191162,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6662827730178833,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.5873222053050995,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6859475778132186,0.6045574885642272,0.6706940412403157,0.5909502600769757,-0.015253536572902848
41,0.6158493757247925,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.5935544570287069,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.6091200311978658,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.655454695224762,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5885050296783447,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.649625287164107,0.5999570022327733,0.6572115698464752,0.5954689599705685,0.007586282682368273
46,0.5654265185197195,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.6591506997744242,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.6207860708236694,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.6132546464602152,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.6020176013310751,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6508699684818241,0.5997134407654664,0.6540897645458555,0.5929227100795639,0.003219796064031444
