step,train/loss,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.696427583694458,1,1,0.0,,,,,
2,0.6951463222503662,1,2,0.0,,,,,
3,0.7028242349624634,1,3,0.0,,,,,
4,0.69719398021698,1,4,0.0,,,,,
5,0.6929867267608643,1,5,0.0,,,,,
6,0.700410008430481,1,6,0.0,,,,,
7,0.6950626969337463,1,7,0.0,,,,,
8,0.688769519329071,1,8,0.0,,,,,
9,0.7113761901855469,1,9,0.0,,,,,
10,0.7031522393226624,1,10,0.0,,,,,
11,0.6850448846817017,1,11,0.0,,,,,
12,0.6654786467552185,1,12,0.0,,,,,
13,0.7046718001365662,1,13,0.0,,,,,
14,0.6798591017723083,1,14,0.0,,,,,
15,0.6871221661567688,1,15,0.0,,,,,
16,0.6970387697219849,1,16,0.0,,,,,
17,0.6928785443305969,1,17,0.0,,,,,
18,0.6781330108642578,1,18,0.0,,,,,
19,0.6824511289596558,1,19,0.0,,,,,
20,0.6734042167663574,1,20,0.0,,,,,
21,0.6668407917022705,1,21,0.0,,,,,
22,0.6701064109802246,1,22,0.0,,,,,
23,0.6650448441505432,1,23,0.0,,,,,
24,0.6749945878982544,1,24,0.0,,,,,
25,0.691770076751709,1,25,0.0,,,,,
26,0.6493871212005615,1,26,0.0,,,,,
27,0.6659605503082275,1,27,0.0,,,,,
28,0.6306490898132324,1,28,0.0,,,,,
29,0.6426742076873779,1,29,0.0,,,,,
30,0.661629855632782,1,30,0.0,,,,,
31,0.6231496334075928,1,31,0.0,,,,,
32,0.6573821306228638,1,32,0.0,,,,,
33,0.6838324069976807,1,33,0.0,,,,,
34,0.6614868640899658,1,34,0.0,,,,,
35,0.6368312835693359,1,35,0.0,,,,,
36,0.6082916855812073,1,36,0.0,,,,,
37,0.59984290599823,1,37,0.0,,,,,
38,0.5940837264060974,1,38,0.0,,,,,
39,0.6579471826553345,1,39,0.0,,,,,
40,0.64954674243927,1,40,0.0,,,,,
41,0.5657095909118652,1,41,0.0,,,,,
42,0.6644483804702759,1,42,0.0,,,,,
43,0.5958287119865417,1,43,0.0,,,,,
44,0.6422210931777954,1,44,0.0,,,,,
45,0.6715909242630005,1,45,0.0,,,,,
46,0.590935230255127,1,46,0.0,,,,,
47,0.6335680484771729,1,47,0.0,,,,,
48,0.5987725257873535,1,48,0.0,,,,,
