step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6903889973958334,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6972311336616056,0.5141962180376983,0.6955952299406635,0.005891244801117024
2,0.7232869466145834,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6797688802083334,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6737874348958334,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6393229166666666,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.5943450927734375,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6787618001302084,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6849568684895834,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.6507466634114584,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6360880533854166,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.622767378171035,0.6407572841165959,0.6125350668287413,0.6439793511331077,-0.010232311342293743
11,0.6366373697916666,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6137898763020834,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6240437825520834,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6277567545572916,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.568756103515625,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.57891845703125,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.6666768391927084,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.5930506388346354,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6078745524088541,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.5408426920572916,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.6291547484839525,0.5981953605381279,0.6244835567520785,0.5990298652907812,-0.004671191731874025
21,0.5979512532552084,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.5086669921875,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.5466562906901041,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.5363260904947916,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.5788548787434896,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.5339762369791666,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.5733388264973959,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.5545984903971354,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.5320816040039062,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.5951182047526041,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.676960350105552,0.5471970819015014,0.6670145777261977,0.5536567243073379,-0.009945772379354345
