step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6874593098958334,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6773681640625,3.0,0.0,0.0,1,2,0.0,,,,,
3,2.9380750258763633,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6569010416666666,3.0,0.0,0.0,1,4,0.0,,,,,
5,7.4882815678914385,3.0,0.0,0.0,1,5,0.0,,,,,
6,6.330100695292155,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6532796223958334,3.0,0.0,0.0,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,3.556345618487454,0.6259273294958541,3.471216263026699,0.009919701188310204
8,3.6862542629241943,3.0,0.0,0.0,2,1,0.0,,,,,
9,4.187502543131511,3.0,0.0,0.0,2,2,0.0,,,,,
10,4.923179388046265,3.0,0.0,0.0,2,3,0.0,,,,,
11,3.5664265950520835,3.0,0.0,0.0,2,4,0.0,,,,,
12,2.88257630666097,3.0,0.0,0.0,2,5,0.0,,,,,
13,1.216552734375,3.0,0.0,0.0,2,6,0.0,,,,,
14,0.7560221354166666,3.0,0.0,0.0,2,7,0.0,,,,,
14,,,,,2,,1.0,0.3839923716924562,1.510623229257,0.37480989138662113,1.5299726527354445,-0.009182480305835072
15,1.6258138020833333,3.0,0.0,0.0,3,1,0.0,,,,,
16,1.9346033732096355,3.0,0.0,0.0,3,2,0.0,,,,,
17,1.975720723470052,3.0,0.0,0.0,3,3,0.0,,,,,
18,1.3236490885416667,3.0,0.0,0.0,3,4,0.0,,,,,
19,1.2164713541666667,3.0,0.0,0.0,3,5,0.0,,,,,
20,0.8595377604166666,3.0,0.0,0.0,3,6,0.0,,,,,
20,,,,,3,,1.0,0.3839923716924562,0.7791325694629795,0.3748892521992759,0.7831945154817798,-0.009103119493180323
