step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.815527617931366,0.0,0.6,0.0038053,,,,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,,,,
3,0.8807561993598938,0.0,0.6,0.0038053,,,,,,,
4,0.7742207050323486,1.0,0.6,0.0038053,,,,,,,
5,0.4973384439945221,4.0,0.6,0.0038053,,,,,,,
6,0.7820769548416138,0.0,0.6,0.0038053,,,,,,,
7,0.698454737663269,0.0,0.6,0.0038053,,,,,,,
8,0.6914199590682983,0.0,0.6,0.0038053,,,,,,,
9,0.968617856502533,0.0,0.6,0.0038053,,,,,,,
10,0.9245185852050781,0.0,0.6,0.0038053,,,,,,,
11,0.8642753958702087,0.0,0.6,0.0038053,,,,,,,
12,0.6556963920593262,0.0,0.6,0.0038053,,,,,,,
13,0.7965793013572693,0.0,0.6,0.0038053,,,,,,,
14,0.7339023947715759,0.0,0.6,0.0038053,,,,,,,
15,0.6755262613296509,0.0,0.6,0.0038053,,,,,,,
16,0.717085063457489,0.0,0.6,0.0038053,,,,,,,
17,0.7282418012619019,0.0,0.6,0.0038053,,,,,,,
18,0.686542809009552,0.0,0.6,0.0038053,,,,,,,
19,0.7241488695144653,0.0,0.6,0.0038053,,,,,,,
20,0.7055677175521851,0.0,0.6,0.0038053,,,,,,,
21,0.7369366884231567,0.0,0.6,0.0038053,,,,,,,
22,0.7441093921661377,0.0,0.6,0.0038053,,,,,,,
23,0.6686916351318359,0.0,0.6,0.0038053,,,,,,,
24,0.77373206615448,0.0,0.6,0.0038053,,,,,,,
25,0.6922250986099243,0.0,0.6,0.0038053,,,,,,,
26,0.7080404758453369,0.0,0.6,0.0038053,,,,,,,
27,0.6992784738540649,0.0,0.6,0.0038053,,,,,,,
28,0.6739564538002014,0.0,0.6,0.0038053,,,,,,,
29,0.6756423711776733,0.0,0.6,0.0038053,,,,,,,
30,0.6933344602584839,0.0,0.6,0.0038053,,,,,,,
31,0.6869053840637207,0.0,0.6,0.0038053,,,,,,,
32,0.722414493560791,0.0,0.6,0.0038053,,,,,,,
33,0.634515643119812,0.0,0.6,0.0038053,,,,,,,
34,0.7257207632064819,0.0,0.6,0.0038053,,,,,,,
35,0.7324649095535278,0.0,0.6,0.0038053,,,,,,,
36,0.7042288780212402,0.0,0.6,0.0038053,,,,,,,
37,0.6798250675201416,0.0,0.6,0.0038053,,,,,,,
38,0.6352854371070862,2.0,0.6,0.0038053,,,,,,,
39,0.6845212578773499,5.0,0.6,0.0038053,,,,,,,
40,0.716408371925354,3.0,0.6,0.0038053,,,,,,,
41,0.5949927568435669,0.0,0.6,0.0038053,,,,,,,
42,0.6291314363479614,1.0,0.6,0.0038053,,,,,,,
43,0.6794501543045044,0.0,0.6,0.0038053,,,,,,,
44,0.6515153646469116,1.0,0.6,0.0038053,,,,,,,
45,0.7012841105461121,4.0,0.6,0.0038053,,,,,,,
46,0.6896436214447021,0.0,0.6,0.0038053,,,,,,,
47,0.7003549933433533,0.0,0.6,0.0038053,,,,,,,
48,0.6560925245285034,1.0,0.6,0.0038053,,,,,,,
49,0.6960355043411255,0.0,0.6,0.0038053,,,,,,,
50,0.6494672894477844,0.0,0.6,0.0038053,,,,,,,
51,0.7233200669288635,0.0,0.6,0.0038053,,,,,,,
52,0.7355996966362,0.0,0.6,0.0038053,,,,,,,
53,0.7701876759529114,0.0,0.6,0.0038053,,,,,,,
54,0.7345048189163208,0.0,0.6,0.0038053,,,,,,,
55,0.7663134336471558,0.0,0.6,0.0038053,,,,,,,
56,0.7125762701034546,0.0,0.6,0.0038053,,,,,,,
57,0.694175660610199,1.0,0.6,0.0038053,,,,,,,
58,0.763159990310669,0.0,0.6,0.0038053,,,,,,,
59,0.6531404256820679,0.0,0.6,0.0038053,,,,,,,
60,0.6531758308410645,0.0,0.6,0.0038053,,,,,,,
61,0.7260195016860962,0.0,0.6,0.0038053,,,,,,,
62,0.6955569386482239,0.0,0.6,0.0038053,,,,,,,
63,0.6862160563468933,0.0,0.6,0.0038053,,,,,,,
64,0.7071455121040344,0.0,0.6,0.0038053,,,,,,,
65,0.7097054123878479,0.0,0.6,0.0038053,,,,,,,
66,0.6845235824584961,0.0,0.6,0.0038053,,,,,,,
67,0.7451435327529907,0.0,0.6,0.0038053,,,,,,,
68,0.7185318470001221,0.0,0.6,0.0038053,,,,,,,
69,0.7348604202270508,0.0,0.6,0.0038053,,,,,,,
70,0.664932131767273,0.0,0.6,0.0038053,,,,,,,
71,0.703162431716919,0.0,0.6,0.0038053,,,,,,,
72,0.6215264797210693,0.0,0.6,0.0038053,,,,,,,
73,0.6421220898628235,0.0,0.6,0.0038053,,,,,,,
74,0.6621558666229248,0.0,0.6,0.0038053,,,,,,,
75,0.7094377875328064,0.0,0.6,0.0038053,,,,,,,
76,0.6546499133110046,0.0,0.6,0.0038053,,,,,,,
77,0.702723503112793,0.0,0.6,0.0038053,,,,,,,
78,0.6580865383148193,0.0,0.6,0.0038053,,,,,,,
78,,,,,0.5270758122743683,1,0.51985559566787,0.5678714859437751,0.04079567366940684,0.5590361445783133,0.039180548910443314
79,0.7192919254302979,0.0,0.6,0.0038053,,,,,,,
80,0.6378190517425537,0.0,0.6,0.0038053,,,,,,,
81,0.7187483906745911,0.0,0.6,0.0038053,,,,,,,
82,0.6690105199813843,0.0,0.6,0.0038053,,,,,,,
83,0.6638773083686829,0.0,0.6,0.0038053,,,,,,,
84,0.6449017524719238,0.0,0.6,0.0038053,,,,,,,
85,0.7185560464859009,0.0,0.6,0.0038053,,,,,,,
86,0.7305265665054321,0.0,0.6,0.0038053,,,,,,,
87,0.7236140370368958,0.0,0.6,0.0038053,,,,,,,
88,0.5541995763778687,0.0,0.6,0.0038053,,,,,,,
89,0.6672043800354004,0.0,0.6,0.0038053,,,,,,,
90,0.5331937074661255,0.0,0.6,0.0038053,,,,,,,
91,0.7116936445236206,0.0,0.6,0.0038053,,,,,,,
92,0.6883153915405273,0.0,0.6,0.0038053,,,,,,,
93,0.743322491645813,0.0,0.6,0.0038053,,,,,,,
94,0.5938600301742554,0.0,0.6,0.0038053,,,,,,,
95,0.6568995714187622,0.0,0.6,0.0038053,,,,,,,
96,0.7148095369338989,0.0,0.6,0.0038053,,,,,,,
97,0.6082816123962402,0.0,0.6,0.0038053,,,,,,,
98,0.6837700605392456,0.0,0.6,0.0038053,,,,,,,
99,0.713760256767273,0.0,0.6,0.0038053,,,,,,,
100,0.7022238969802856,0.0,0.6,0.0038053,,,,,,,
101,0.7212128639221191,0.0,0.6,0.0038053,,,,,,,
102,0.4961070418357849,0.0,0.6,0.0038053,,,,,,,
103,0.6265745162963867,0.0,0.6,0.0038053,,,,,,,
104,0.6511717438697815,0.0,0.6,0.0038053,,,,,,,
105,0.6323870420455933,0.0,0.6,0.0038053,,,,,,,
106,0.6352518796920776,0.0,0.6,0.0038053,,,,,,,
107,0.7994469404220581,0.0,0.6,0.0038053,,,,,,,
108,0.6392207741737366,0.0,0.6,0.0038053,,,,,,,
109,0.611526370048523,0.0,0.6,0.0038053,,,,,,,
110,0.8380562663078308,0.0,0.6,0.0038053,,,,,,,
111,0.7101251482963562,0.0,0.6,0.0038053,,,,,,,
112,0.7583595514297485,0.0,0.6,0.0038053,,,,,,,
113,0.4601004719734192,0.0,0.6,0.0038053,,,,,,,
114,0.5640160441398621,0.0,0.6,0.0038053,,,,,,,
115,0.6811320185661316,0.0,0.6,0.0038053,,,,,,,
116,0.6323940753936768,0.0,0.6,0.0038053,,,,,,,
117,0.589820146560669,0.0,0.6,0.0038053,,,,,,,
118,0.6025348901748657,0.0,0.6,0.0038053,,,,,,,
119,0.5409589409828186,0.0,0.6,0.0038053,,,,,,,
120,0.6898934841156006,0.0,0.6,0.0038053,,,,,,,
121,0.6454929113388062,0.0,0.6,0.0038053,,,,,,,
122,0.5440271496772766,0.0,0.6,0.0038053,,,,,,,
123,0.5405355095863342,0.0,0.6,0.0038053,,,,,,,
124,0.6606903076171875,0.0,0.6,0.0038053,,,,,,,
125,0.5237257480621338,0.0,0.6,0.0038053,,,,,,,
126,0.6013897657394409,0.0,0.6,0.0038053,,,,,,,
127,0.5357456803321838,0.0,0.6,0.0038053,,,,,,,
128,0.490927129983902,0.0,0.6,0.0038053,,,,,,,
129,0.5581311583518982,0.0,0.6,0.0038053,,,,,,,
130,0.7163605690002441,0.0,0.6,0.0038053,,,,,,,
131,0.5743082761764526,0.0,0.6,0.0038053,,,,,,,
