step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.687461276849111,3.0,1.0,0.2,1,1,0.0,,,,,
2,0.6773059964179993,3.0,1.0,0.2,1,2,0.0,,,,,
3,0.6572375893592834,3.0,1.0,0.2,1,3,0.0,,,,,
4,0.7088310917218527,3.0,1.0,0.2,1,4,0.0,,,,,
5,0.7293815215428671,3.0,1.0,0.2,1,5,0.0,,,,,
6,0.6415545344352722,3.0,1.0,0.2,1,6,0.0,,,,,
7,0.6445972522099813,3.0,1.0,0.2,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.6583638105698738,0.6260089169979767,0.6540032441669492,0.010001288690432819
8,0.6756067673365275,3.0,1.0,0.2,2,1,0.0,,,,,
9,0.6585156718889872,3.0,1.0,0.2,2,2,0.0,,,,,
10,0.6091788411140442,3.0,1.0,0.2,2,3,0.0,,,,,
11,0.7429723739624023,3.0,1.0,0.2,2,4,0.0,,,,,
12,0.6719664136568705,3.0,1.0,0.2,2,5,0.0,,,,,
13,0.6286155581474304,3.0,1.0,0.2,2,6,0.0,,,,,
14,0.6277788480122884,3.0,1.0,0.2,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6233605694840144,0.6284656819130775,0.6356968162020645,0.6278686207694572,0.012336246718050115
15,0.5909508864084879,3.0,1.0,0.2,3,1,0.0,,,,,
16,0.6053714553515116,3.0,1.0,0.2,3,2,0.0,,,,,
17,0.6577831308046976,3.0,1.0,0.2,3,3,0.0,,,,,
18,0.6747515598932902,3.0,1.0,0.2,3,4,0.0,,,,,
19,0.6066356798013052,3.0,1.0,0.2,3,5,0.0,,,,,
20,0.5440523326396942,3.0,1.0,0.2,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6480797832826505,0.6023678670072149,0.6417729050878814,0.6035337653929848,-0.00630687819476905
