step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6713526248931885,3.0,74.0,0.04054054054054054,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17832560406418874,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6855594664812088,7.0,74.0,0.0945945945945946,3.0,4.0,0.42857142857142855,0.5714285714285714,0.1726162982246848,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.7017345875501633,19.0,74.0,0.25675675675675674,3.0,16.0,0.15789473684210525,0.8421052631578947,0.17764450326344217,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6737450510263443,11.0,74.0,0.14864864864864866,3.0,8.0,0.2727272727272727,0.7272727272727273,0.1758145697827186,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6845909506082535,25.0,74.0,0.33783783783783783,9.0,16.0,0.36,0.64,0.17703122675722774,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6662245839834213,6.0,74.0,0.08108108108108109,1.0,5.0,0.16666666666666666,0.8333333333333334,0.17385715042343877,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6870675981044769,8.0,74.0,0.10810810810810811,1.0,7.0,0.125,0.875,0.1791341196663549,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6492734998464584,26.0,74.0,0.35135135135135137,7.0,19.0,0.2692307692307692,0.7307692307692307,0.1781835456061615,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6859553158283234,12.0,74.0,0.16216216216216217,6.0,6.0,0.5,0.5,0.1702776826701258,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6838063150644302,22.0,74.0,0.2972972972972973,8.0,14.0,0.36363636363636365,0.6363636363636364,0.173165481124836,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.6851146668195724,27.0,74.0,0.36486486486486486,9.0,18.0,0.3333333333333333,0.6666666666666666,0.17394735415483417,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6974372267723083,4.0,74.0,0.05405405405405406,1.0,3.0,0.25,0.75,0.17625971740135896,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6724671572446823,23.0,74.0,0.3108108108108108,9.0,14.0,0.391304347826087,0.6086956521739131,0.17407525084378547,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.6636385917663574,2.0,74.0,0.02702702702702703,2.0,0.0,1.0,0.0,0.16472688416650977,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.6627596467733383,18.0,74.0,0.24324324324324326,5.0,13.0,0.2777777777777778,0.7222222222222222,0.1759288594353755,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6620179712772369,3.0,74.0,0.04054054054054054,1.0,2.0,0.3333333333333333,0.6666666666666666,0.17435788384242834,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.6453677266836166,13.0,74.0,0.17567567567567569,4.0,9.0,0.3076923076923077,0.6923076923076923,0.17488860492727157,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6516386866569519,14.0,74.0,0.1891891891891892,2.0,12.0,0.14285714285714285,0.8571428571428571,0.17641505699885365,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.5865863114595413,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.18382478633849714,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6399243921041489,4.0,74.0,0.05405405405405406,1.0,3.0,0.25,0.75,0.17999504734395955,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6613533049821854,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17762144092615031,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.6314606219530106,5.0,74.0,0.06756756756756757,1.0,4.0,0.2,0.8,0.18893998014907315,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.6205954849720001,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.18360853373635674,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.661896139383316,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6786399334669113,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6703841239213943,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.575343057513237,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.5870469212532043,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.5547034367918968,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.5788243189454079,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6037690415978432,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.7167704850435257,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
