step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6725054780642191,3.0,33.0,74.0,0.44594594594594594,0.0,33.0,0.0,1.0,0.17503540805091983,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6761728922526041,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17468727379610002,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6355352948109309,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17611244978394672,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6422629828254381,3.0,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17475326399966165,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.7066179861625035,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6598285844337752,0.6160076283075439,0.6590089059515155,0.6259224361124125,0.6544583495789911,0.009914807804868642,0.6260089169979767,0.6534316934694139,0.010001288690432819
8,0.7217272172371545,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.7121498982111613,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.608339212834835,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.6673972730835279,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17359654905016153,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.669017106294632,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1753456573458323,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.6706184645493825,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.1739461628099982,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.6382725884517033,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.16933529951821533,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.640067203509255,0.6160076283075439,0.6402564315915077,0.6252326823826676,0.6375710256941866,0.00922505407512375,0.6258346218798614,0.6374545845082246,0.009826993572317533
15,0.6203505645195643,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.6174412742257118,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17283682740151352,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.6187247733275095,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.6264694308241209,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17357469223551467,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.6897739966710409,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.6236911589900651,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1756812234109586,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6377457910576992,0.6160076283075439,0.6373392817764757,0.6253253899986603,0.6341663545257653,0.009317761691116422,0.6258212750765234,0.6334701175625815,0.009813646768979556
