step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6895281374454498,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17479497130620936,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6981648802757263,34.0,74.0,0.4594594594594595,0.0,34.0,0.0,1.0,0.17498517794484567,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.7028014063835144,20.0,74.0,0.2702702702702703,1.0,19.0,0.05,0.95,0.175863525208856,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.697504311800003,20.0,74.0,0.2702702702702703,0.0,20.0,0.0,1.0,0.17442843768974786,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.7095305919647217,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.17615971544678566,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.7010522186756134,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17603986695826526,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.7120063155889511,25.0,74.0,0.33783783783783783,0.0,25.0,0.0,1.0,0.17257009202884938,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6788057237863541,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17405398683134712,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6906105875968933,25.0,74.0,0.33783783783783783,0.0,25.0,0.0,1.0,0.17548796468154873,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6979309171438217,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.1752699968556507,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.6863224506378174,30.0,74.0,0.40540540540540543,2.0,28.0,0.06666666666666667,0.9333333333333333,0.1724873877941882,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6824877560138702,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.17493371652947184,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6806615889072418,20.0,74.0,0.2702702702702703,0.0,20.0,0.0,1.0,0.17489994221558575,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.6963339298963547,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17471975573269405,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.685216873884201,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.17535465396431157,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6713109314441681,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17317687379083357,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.678907498717308,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1761341888979128,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6901103109121323,37.0,74.0,0.5,0.0,37.0,0.0,1.0,0.17396929658288202,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6851026713848114,29.0,74.0,0.3918918918918919,0.0,29.0,0.0,1.0,0.1735281383543029,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6923620700836182,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.17585493897224733,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6733026951551437,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17443675227317545,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.6895172744989395,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.17547746823923907,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.7044253796339035,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1760419320431282,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.6692046225070953,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17822779939861935,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.7373712360858917,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17322856934000097,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6948001980781555,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.1742137946395444,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.7551058977842331,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1739986011485679,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.7094292938709259,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1753822662543547,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.7091590315103531,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17596837359971354,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.6452105194330215,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17679444538983766,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6906098276376724,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.17678516907133635,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.6740399450063705,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.172377816513375,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.6866386383771896,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.1767087180725247,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
34,0.6578820049762726,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17748327075155623,0.0,0.6,0.0038053,1,34,0.0,,,,,,,,,,
35,0.6805309802293777,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17531000764439406,0.0,0.6,0.0038053,1,35,0.0,,,,,,,,,,
36,0.7077039480209351,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17463724784375415,0.0,0.6,0.0038053,1,36,0.0,,,,,,,,,,
37,0.718281015753746,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17716466111755302,0.0,0.6,0.0038053,1,37,0.0,,,,,,,,,,
38,0.7282089591026306,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.17508541331521876,0.0,0.6,0.0038053,1,38,0.0,,,,,,,,,,
39,0.6881303489208221,31.0,74.0,0.4189189189189189,1.0,30.0,0.03225806451612903,0.967741935483871,0.17265799072492177,0.0,0.6,0.0038053,1,39,0.0,,,,,,,,,,
40,0.7032562494277954,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.1795574520639855,0.0,0.6,0.0038053,1,40,0.0,,,,,,,,,,
41,0.6903882771730423,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.178858264484252,0.0,0.6,0.0038053,1,41,0.0,,,,,,,,,,
42,0.6992371380329132,12.0,74.0,0.16216216216216217,1.0,11.0,0.08333333333333333,0.9166666666666666,0.17319396018890168,0.0,0.6,0.0038053,1,42,0.0,,,,,,,,,,
43,0.6987200081348419,34.0,74.0,0.4594594594594595,1.0,33.0,0.029411764705882353,0.9705882352941176,0.17453401783137465,0.0,0.6,0.0038053,1,43,0.0,,,,,,,,,,
44,0.6903289556503296,20.0,74.0,0.2702702702702703,0.0,20.0,0.0,1.0,0.17722313079032903,0.0,0.6,0.0038053,1,44,0.0,,,,,,,,,,
45,0.6802448034286499,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.1725541146127906,0.0,0.6,0.0038053,1,45,0.0,,,,,,,,,,
46,0.6963841915130615,31.0,74.0,0.4189189189189189,1.0,30.0,0.03225806451612903,0.967741935483871,0.17520587678187047,0.0,0.6,0.0038053,1,46,0.0,,,,,,,,,,
47,0.6878485828638077,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17619451214046591,0.0,0.6,0.0038053,1,47,0.0,,,,,,,,,,
