step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6922541260719299,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6927780707677206,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.7001465161641439,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6803653438886007,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6759234269460043,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6423626742703221,0.6256554333783044,0.6422390647647175,0.009647805070760573
6,0.6318217118581136,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6273445884386698,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6033236384391785,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.667073388894399,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6265122294425964,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6536932563509902,0.6357407770728669,0.6338162902788125,0.63929385597668,-0.019876966072177704
11,0.6272386312484741,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6548228661219279,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.5770579973856608,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6113686362902323,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6012407143910726,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6529240137570466,0.6122910719219189,0.6496412656598937,0.6018499421832151,-0.003282748097152899
16,0.5708074669043223,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.5906040271123251,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6577131748199463,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6119023362795512,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.5891209443410238,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6584988387653498,0.5850552998037419,0.6684983654232619,0.5767484187645132,0.00999952665791215
21,0.5690677762031555,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6272539297739664,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.5285559296607971,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.5979924897352854,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.5766757726669312,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6429100234251302,0.5999249790545975,0.6670437905284149,0.5782074203692074,0.024133767103284742
26,0.5524965325991312,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.5508934656778971,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.594084749619166,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.5045572717984518,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.5803531010945638,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6826907428103409,0.5806811035327792,0.6944879648900938,0.5673533726883625,0.011797222079752867
31,0.6145119468371073,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.5728047887484232,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.620320459206899,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.6076697508494059,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.5619466106096903,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6867461959868546,0.5688205748078614,0.6907240996814473,0.561888501824387,0.0039779036945927215
36,0.6105790833632151,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6408058206240336,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5646528999010721,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.5566668510437012,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.5925580859184265,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.7018011834071615,0.5670101015532582,0.7000927689499541,0.5554297644696083,-0.0017084144572073745
41,0.6127051512400309,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6168392896652222,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.5622471868991852,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.5925440390904745,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5464770197868347,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.7060730170810682,0.5634163397407014,0.7108837994501064,0.5520829606444534,0.004810782369038202
46,0.5778452356656393,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5554978052775065,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.582059403260549,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.5275519092877706,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5393216808636984,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.7099801727845129,0.5496928174549419,0.7221535015185223,0.5355618993495814,0.012173328734009448
