step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6707642376422882,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17405297574198822,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6747489422559739,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.1748939619622328,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6251244818170865,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17405975403618562,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6682416091339478,0.6160076283075439,0.66649816509233,0.6259224361124125,0.6615085944772926,0.009914807804868642,0.6260089169979767,0.6598730766628736,0.010001288690432819
6,0.6451085930069288,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.18291454037093832,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.7188366154829661,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1662401899340638,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.7045465161403021,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17246243421579777,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6832998494307199,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17432310831753503,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6282807091871896,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6168688632949202,0.6332003806453083,0.6156654938605038,0.6334731934278067,0.6320999927039254,0.6306705765772428,0.015231129409005173,0.6334258062802564,0.6307883563106054,0.01776031241975251
11,0.6424964740872382,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1762202927491719,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6247920418779054,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6455090964833895,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6436931043863295,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6269897818565369,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6446706098264018,0.6674832392313171,0.6433697026085085,0.6641256138624474,0.6426082469751156,0.6607187911531064,-0.002062362851286137,0.6462320040823885,0.6567611044226792,0.0028623014738800023
16,0.6702307562033335,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.5636349096894264,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6176729624470074,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6573876738548278,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.616609071691831,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6380596678539288,0.6261367036776974,0.637881856237112,0.6259251217155436,0.6492525416793602,0.616432079311357,0.011192873825431437,0.6504295937323732,0.6162651379118848,0.012547737495261169
21,0.5973517720897992,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.66044615705808,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.5658819725116093,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5832100907961527,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.630433422823747,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.633240065019458,0.6089088218303519,0.6354689922714739,0.606111384872265,0.6442749573755636,0.6019909154915075,0.011034892356105663,0.6485649879721435,0.5990625619074114,0.01309599570066955
26,0.6317714191973209,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6798480873306592,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6206967284282049,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.5913268129030863,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.5803531420727571,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
