step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.815527617931366,0.0,0.6,0.0038053,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,
3,0.8807561993598938,0.0,0.6,0.0038053,,,,
4,0.7742207050323486,1.0,0.6,0.0038053,,,,
5,0.4973384439945221,4.0,0.6,0.0038053,,,,
6,0.7820769548416138,0.0,0.6,0.0038053,,,,
7,0.698454737663269,0.0,0.6,0.0038053,,,,
8,0.6914199590682983,0.0,0.6,0.0038053,,,,
9,0.968617856502533,0.0,0.6,0.0038053,,,,
10,0.9245185852050781,0.0,0.6,0.0038053,,,,
11,0.8642753958702087,0.0,0.6,0.0038053,,,,
12,0.6556963920593262,0.0,0.6,0.0038053,,,,
13,0.7965793013572693,0.0,0.6,0.0038053,,,,
14,0.7339023947715759,0.0,0.6,0.0038053,,,,
15,0.6755262613296509,0.0,0.6,0.0038053,,,,
16,0.717085063457489,0.0,0.6,0.0038053,,,,
17,0.7282418012619019,0.0,0.6,0.0038053,,,,
18,0.686542809009552,0.0,0.6,0.0038053,,,,
19,0.7241488695144653,0.0,0.6,0.0038053,,,,
20,0.7055677175521851,0.0,0.6,0.0038053,,,,
21,0.7369366884231567,0.0,0.6,0.0038053,,,,
22,0.7441093921661377,0.0,0.6,0.0038053,,,,
23,0.6686916351318359,0.0,0.6,0.0038053,,,,
24,0.77373206615448,0.0,0.6,0.0038053,,,,
25,0.6922250986099243,0.0,0.6,0.0038053,,,,
26,0.7080404758453369,0.0,0.6,0.0038053,,,,
27,0.6992784738540649,0.0,0.6,0.0038053,,,,
28,0.6739564538002014,0.0,0.6,0.0038053,,,,
29,0.6756423711776733,0.0,0.6,0.0038053,,,,
30,0.6933344602584839,0.0,0.6,0.0038053,,,,
31,0.6869053840637207,0.0,0.6,0.0038053,,,,
32,0.722414493560791,0.0,0.6,0.0038053,,,,
33,0.634515643119812,0.0,0.6,0.0038053,,,,
34,0.7257207632064819,0.0,0.6,0.0038053,,,,
35,0.7324649095535278,0.0,0.6,0.0038053,,,,
36,0.7042288780212402,0.0,0.6,0.0038053,,,,
37,0.6798250675201416,0.0,0.6,0.0038053,,,,
38,0.6352854371070862,2.0,0.6,0.0038053,,,,
39,0.6845212578773499,5.0,0.6,0.0038053,,,,
40,0.716408371925354,3.0,0.6,0.0038053,,,,
41,0.5949927568435669,0.0,0.6,0.0038053,,,,
42,0.6291314363479614,1.0,0.6,0.0038053,,,,
43,0.6794501543045044,0.0,0.6,0.0038053,,,,
44,0.6515153646469116,1.0,0.6,0.0038053,,,,
45,0.7012841105461121,4.0,0.6,0.0038053,,,,
46,0.6896436214447021,0.0,0.6,0.0038053,,,,
47,0.7003549933433533,0.0,0.6,0.0038053,,,,
48,0.6560925245285034,1.0,0.6,0.0038053,,,,
49,0.6960355043411255,0.0,0.6,0.0038053,,,,
50,0.6494672894477844,0.0,0.6,0.0038053,,,,
51,0.7233200669288635,0.0,0.6,0.0038053,,,,
52,0.7355996966362,0.0,0.6,0.0038053,,,,
53,0.7701876759529114,0.0,0.6,0.0038053,,,,
54,0.7345048189163208,0.0,0.6,0.0038053,,,,
55,0.7663134336471558,0.0,0.6,0.0038053,,,,
56,0.7125762701034546,0.0,0.6,0.0038053,,,,
57,0.694175660610199,1.0,0.6,0.0038053,,,,
58,0.763159990310669,0.0,0.6,0.0038053,,,,
59,0.6531404256820679,0.0,0.6,0.0038053,,,,
60,0.6531758308410645,0.0,0.6,0.0038053,,,,
61,0.7260195016860962,0.0,0.6,0.0038053,,,,
62,0.6955569386482239,0.0,0.6,0.0038053,,,,
63,0.6862160563468933,0.0,0.6,0.0038053,,,,
64,0.7071455121040344,0.0,0.6,0.0038053,,,,
65,0.7097054123878479,0.0,0.6,0.0038053,,,,
66,0.6845235824584961,0.0,0.6,0.0038053,,,,
67,0.7451435327529907,0.0,0.6,0.0038053,,,,
68,0.7185318470001221,0.0,0.6,0.0038053,,,,
69,0.7348604202270508,0.0,0.6,0.0038053,,,,
70,0.664932131767273,0.0,0.6,0.0038053,,,,
71,0.703162431716919,0.0,0.6,0.0038053,,,,
72,0.6215264797210693,0.0,0.6,0.0038053,,,,
73,0.6421220898628235,0.0,0.6,0.0038053,,,,
74,0.6621558666229248,0.0,0.6,0.0038053,,,,
75,0.7094377875328064,0.0,0.6,0.0038053,,,,
76,0.6546499133110046,0.0,0.6,0.0038053,,,,
77,0.702723503112793,0.0,0.6,0.0038053,,,,
78,0.6580865383148193,0.0,0.6,0.0038053,,,,
78,,,,,0.5270758122743683,1,0.5678714859437751,0.04079567366940684
79,0.6069912314414978,0.0,0.6,0.0038053,,,,
80,0.7142491340637207,0.0,0.6,0.0038053,,,,
81,0.7073655724525452,0.0,0.6,0.0038053,,,,
82,0.6044126749038696,0.0,0.6,0.0038053,,,,
83,0.6806879639625549,0.0,0.6,0.0038053,,,,
84,0.6255077123641968,0.0,0.6,0.0038053,,,,
85,0.6753792762756348,0.0,0.6,0.0038053,,,,
86,0.7692580819129944,0.0,0.6,0.0038053,,,,
87,0.6941484212875366,0.0,0.6,0.0038053,,,,
88,0.60426926612854,0.0,0.6,0.0038053,,,,
89,0.607467770576477,0.0,0.6,0.0038053,,,,
90,0.6569696664810181,0.0,0.6,0.0038053,,,,
91,0.6894780993461609,0.0,0.6,0.0038053,,,,
92,0.5571898221969604,0.0,0.6,0.0038053,,,,
93,0.6163434386253357,0.0,0.6,0.0038053,,,,
94,0.6925159692764282,0.0,0.6,0.0038053,,,,
95,0.6645369529724121,0.0,0.6,0.0038053,,,,
96,0.6228567361831665,0.0,0.6,0.0038053,,,,
97,0.5958946943283081,0.0,0.6,0.0038053,,,,
98,0.5910894870758057,0.0,0.6,0.0038053,,,,
99,0.5779614448547363,0.0,0.6,0.0038053,,,,
100,0.5978203415870667,0.0,0.6,0.0038053,,,,
101,0.6519051790237427,0.0,0.6,0.0038053,,,,
102,0.6834864616394043,0.0,0.6,0.0038053,,,,
103,0.7105727195739746,0.0,0.6,0.0038053,,,,
104,0.7699266672134399,0.0,0.6,0.0038053,,,,
105,0.6616986393928528,0.0,0.6,0.0038053,,,,
106,0.6344197988510132,0.0,0.6,0.0038053,,,,
107,0.6785601377487183,0.0,0.6,0.0038053,,,,
108,0.7094523310661316,0.0,0.6,0.0038053,,,,
109,0.6992889642715454,0.0,0.6,0.0038053,,,,
110,0.6254780292510986,0.0,0.6,0.0038053,,,,
111,0.766839325428009,0.0,0.6,0.0038053,,,,
112,0.711715042591095,0.0,0.6,0.0038053,,,,
113,0.3928668200969696,0.0,0.6,0.0038053,,,,
114,0.6695600152015686,0.0,0.6,0.0038053,,,,
115,0.4131677448749542,0.0,0.6,0.0038053,,,,
116,0.7557752132415771,0.0,0.6,0.0038053,,,,
117,0.5817344784736633,0.0,0.6,0.0038053,,,,
118,0.7416403889656067,0.0,0.6,0.0038053,,,,
119,0.6317391395568848,0.0,0.6,0.0038053,,,,
120,0.5903855562210083,0.0,0.6,0.0038053,,,,
121,0.3769223093986511,0.0,0.6,0.0038053,,,,
122,0.6172084808349609,0.0,0.6,0.0038053,,,,
123,0.7187349796295166,0.0,0.6,0.0038053,,,,
124,0.5764050483703613,0.0,0.6,0.0038053,,,,
125,0.692444920539856,0.0,0.6,0.0038053,,,,
126,0.5413448810577393,0.0,0.6,0.0038053,,,,
127,0.6727863550186157,0.0,0.6,0.0038053,,,,
128,0.7651994228363037,0.0,0.6,0.0038053,,,,
129,0.8316043615341187,0.0,0.6,0.0038053,,,,
130,0.4190209209918976,0.0,0.6,0.0038053,,,,
131,0.7236768007278442,0.0,0.6,0.0038053,,,,
132,0.6416680216789246,0.0,0.6,0.0038053,,,,
133,0.6975095272064209,0.0,0.6,0.0038053,,,,
134,0.6422809958457947,0.0,0.6,0.0038053,,,,
135,0.5268632769584656,0.0,0.6,0.0038053,,,,
136,0.5126554369926453,0.0,0.6,0.0038053,,,,
137,0.4768388867378235,0.0,0.6,0.0038053,,,,
138,0.7912247180938721,0.0,0.6,0.0038053,,,,
139,0.39965125918388367,0.0,0.6,0.0038053,,,,
140,0.5289371013641357,0.0,0.6,0.0038053,,,,
141,0.6054194569587708,0.0,0.6,0.0038053,,,,
142,0.6263684034347534,0.0,0.6,0.0038053,,,,
143,0.4840286374092102,0.0,0.6,0.0038053,,,,
144,0.6409965753555298,0.0,0.6,0.0038053,,,,
145,0.5755584239959717,0.0,0.6,0.0038053,,,,
146,0.5533565282821655,0.0,0.6,0.0038053,,,,
