step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6939697265625,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.49169502676341875,0.6917704177563647,0.485487479768222,0.6929624367570311,-0.0062075469951967666
2,0.6863199869791666,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.72930908203125,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6971842447916666,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6959228515625,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6663614908854166,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6472574869791666,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6386006673177084,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.6133778889973959,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6159820556640625,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.6165012969663911,0.6331139684692489,0.6050249291474469,0.6399945962360136,-0.011476367818944233
11,0.6052296956380209,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.5744705200195312,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.5733464558919271,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.7232519785563151,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6722539265950521,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.5568262736002604,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.6387837727864584,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6409708658854166,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6203104654947916,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.5977528889973959,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.6510944324981754,0.6004163563884132,0.6350222077391047,0.6094871735554058,-0.016072224759070775
21,0.6348826090494791,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.6040598551432291,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.6092631022135416,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.5913035074869791,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.6105244954427084,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6506144205729166,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.5873311360677084,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.6050923665364584,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.5813420613606771,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6080449422200521,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.6745604808010449,0.5761367618623706,0.6680571906048401,0.579773065499514,-0.0065032901962047696
