step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6939697265625,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6945285973678476,0.514512520231778,0.693728575748756,0.0062075469951966555
2,0.6999104817708334,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6898600260416666,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6851806640625,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6942952473958334,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6905110677083334,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6837565104166666,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6826985677083334,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.6812744140625,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6774088541666666,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.6171042438929102,0.6688404668232292,0.6025511020845871,0.6703310396745481,-0.014553141808323122
11,0.6647135416666666,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6541544596354166,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6418050130208334,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6740926106770834,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6564534505208334,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.623138427734375,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.6406351725260416,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6252644856770834,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6307627360026041,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.6238454182942709,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.6353342517011287,0.623731024439378,0.6281286320512643,0.6254111587682772,-0.0072056196498643255
21,0.6810404459635416,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.60400390625,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.6096445719401041,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.58428955078125,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.63330078125,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6849110921223959,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6045735677083334,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.6141255696614584,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.5923360188802084,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6043446858723959,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.6617517671791181,0.5978340186478813,0.6489333285390256,0.6027289014383991,-0.012818438640092467
