step,train/loss,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6937106847763062,1,1,0.0,,,,,
2,0.6837462186813354,1,2,0.0,,,,,
3,0.7150989770889282,1,3,0.0,,,,,
4,0.6857467889785767,1,4,0.0,,,,,
5,0.7306571006774902,1,5,0.0,,,,,
6,0.7072514295578003,1,6,0.0,,,,,
7,0.734642505645752,1,7,0.0,,,,,
8,0.7411030530929565,1,8,0.0,,,,,
9,0.6946059465408325,1,9,0.0,,,,,
10,0.657103955745697,1,10,0.0,,,,,
11,0.7026275992393494,1,11,0.0,,,,,
12,0.7037659883499146,1,12,0.0,,,,,
13,0.7106177806854248,1,13,0.0,,,,,
14,0.6802603006362915,1,14,0.0,,,,,
15,0.70235276222229,1,15,0.0,,,,,
16,0.7088162899017334,1,16,0.0,,,,,
17,0.6850575804710388,1,17,0.0,,,,,
18,0.7036018371582031,1,18,0.0,,,,,
19,0.6834049224853516,1,19,0.0,,,,,
20,0.6890406608581543,1,20,0.0,,,,,
21,0.7067481279373169,1,21,0.0,,,,,
22,0.69741290807724,1,22,0.0,,,,,
23,0.6908962726593018,1,23,0.0,,,,,
24,0.6905066967010498,1,24,0.0,,,,,
25,0.6877914667129517,1,25,0.0,,,,,
26,0.6914713382720947,1,26,0.0,,,,,
27,0.6719246506690979,1,27,0.0,,,,,
28,0.674096941947937,1,28,0.0,,,,,
29,0.6834768056869507,1,29,0.0,,,,,
30,0.7234358787536621,1,30,0.0,,,,,
31,0.6878253817558289,1,31,0.0,,,,,
32,0.7280741333961487,1,32,0.0,,,,,
33,0.7011467814445496,1,33,0.0,,,,,
34,0.6852198839187622,1,34,0.0,,,,,
35,0.7288650870323181,1,35,0.0,,,,,
36,0.7059456706047058,1,36,0.0,,,,,
37,0.704725444316864,1,37,0.0,,,,,
38,0.6800215244293213,1,38,0.0,,,,,
39,0.6879279017448425,1,39,0.0,,,,,
40,0.6923064589500427,1,40,0.0,,,,,
41,0.6922682523727417,1,41,0.0,,,,,
42,0.7015113234519958,1,42,0.0,,,,,
43,0.701484739780426,1,43,0.0,,,,,
44,0.686837911605835,1,44,0.0,,,,,
45,0.6837277412414551,1,45,0.0,,,,,
46,0.7139739990234375,1,46,0.0,,,,,
47,0.7093137502670288,1,47,0.0,,,,,
48,0.7147254943847656,1,48,0.0,,,,,
49,0.6784404516220093,1,49,0.0,,,,,
50,0.692211389541626,1,50,0.0,,,,,
51,0.6848481893539429,1,51,0.0,,,,,
52,0.6819278001785278,1,52,0.0,,,,,
53,0.7237677574157715,1,53,0.0,,,,,
54,0.6732776165008545,1,54,0.0,,,,,
55,0.7287614941596985,1,55,0.0,,,,,
56,0.6957001686096191,1,56,0.0,,,,,
57,0.6710923314094543,1,57,0.0,,,,,
58,0.6670177578926086,1,58,0.0,,,,,
59,0.6930770874023438,1,59,0.0,,,,,
60,0.6830986142158508,1,60,0.0,,,,,
61,0.6881051063537598,1,61,0.0,,,,,
62,0.6751804351806641,1,62,0.0,,,,,
63,0.6953220367431641,1,63,0.0,,,,,
64,0.6789587140083313,1,64,0.0,,,,,
65,0.717041552066803,1,65,0.0,,,,,
66,0.7259952425956726,1,66,0.0,,,,,
67,0.6902262568473816,1,67,0.0,,,,,
68,0.7233176827430725,1,68,0.0,,,,,
69,0.6757681965827942,1,69,0.0,,,,,
70,0.7134237289428711,1,70,0.0,,,,,
71,0.690829336643219,1,71,0.0,,,,,
72,0.6759606599807739,1,72,0.0,,,,,
73,0.678697407245636,1,73,0.0,,,,,
74,0.6985909938812256,1,74,0.0,,,,,
75,0.6810702681541443,1,75,0.0,,,,,
76,0.6798277497291565,1,76,0.0,,,,,
77,0.6873494386672974,1,77,0.0,,,,,
78,0.7203807830810547,1,78,0.0,,,,,
78,,1,,1.0,0.5270758122743683,0.6923075318336487,0.5052208835341365,0.6905479637476114,-0.02185492874023176
79,0.7126393914222717,2,1,0.0,,,,,
80,0.6799716353416443,2,2,0.0,,,,,
81,0.692716658115387,2,3,0.0,,,,,
82,0.7046618461608887,2,4,0.0,,,,,
83,0.690355122089386,2,5,0.0,,,,,
84,0.6606265902519226,2,6,0.0,,,,,
85,0.6739511489868164,2,7,0.0,,,,,
86,0.6869478225708008,2,8,0.0,,,,,
87,0.6694151759147644,2,9,0.0,,,,,
88,0.6766693592071533,2,10,0.0,,,,,
89,0.6808520555496216,2,11,0.0,,,,,
90,0.6866932511329651,2,12,0.0,,,,,
91,0.6728271245956421,2,13,0.0,,,,,
