step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.679663489262263,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17655373439907351,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6810313115517297,3.0,46.0,74.0,0.6216216216216216,1.0,45.0,0.021739130434782608,0.9782608695652174,0.1756227607788227,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.68242114285628,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17528184994043616,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6569491674502691,3.0,41.0,74.0,0.5540540540540541,0.0,41.0,0.0,1.0,0.17459988674240257,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6765645717581112,3.0,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.17497434383637828,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6693206433340911,0.6160076283075439,0.6685628319027447,0.6257299008075176,0.6622160670702337,0.009722272499973705,0.6261393049998165,0.661382212026037,0.010131676692272662
6,0.6742694899439812,3.0,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17473908161706955,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6808799132704735,3.0,22.0,74.0,0.2972972972972973,0.0,22.0,0.0,1.0,0.17623529792421305,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6357250461975733,3.0,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.17495628017049117,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6353581100702287,3.0,33.0,74.0,0.44594594594594594,0.0,33.0,0.0,1.0,0.1753183719590339,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6030978212753931,3.0,19.0,74.0,0.25675675675675674,0.0,19.0,0.0,1.0,0.17557683031282534,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6538455510689044,0.6160076283075439,0.6537796057774222,0.6257347941909591,0.6485912170161349,0.009727165883415267,0.6252070154531716,0.6488894558363586,0.009199387145627735
11,0.6169176846742629,3.0,25.0,74.0,0.33783783783783783,0.0,25.0,0.0,1.0,0.1747578512445925,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6813618515928588,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17518469009223062,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6266973937551181,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17445318153944916,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6540359829862913,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17279230962133013,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.5926687369743983,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17563963384766312,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6261439747342296,0.6160076283075439,0.6257788287376808,0.625250922569447,0.6188351641624126,0.009243294261903179,0.6259273294958541,0.6183270182805548,0.009919701188310204
16,0.6467372576395671,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6284443711241086,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6145241856575012,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6253364707032839,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6157884448766707,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.5948384335407844,0.6160076283075439,0.5948458345434697,0.6256824336547873,0.5917178070815671,0.00967480534724341,0.6260040236145351,0.5914923290043915,0.009996395306991257
21,0.5897729620337485,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.5806370849410692,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.5667977432409922,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
