step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,1.0119907855987549,32.0,74.0,0.43243243243243246,7.0,25.0,0.21875,0.78125,0.17795502979807828,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.9715321362018585,28.0,74.0,0.3783783783783784,5.0,23.0,0.17857142857142858,0.8214285714285714,0.17627821847543848,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.9175027161836624,40.0,74.0,0.5405405405405406,11.0,29.0,0.275,0.725,0.1778009800990952,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.9186986833810806,14.0,74.0,0.1891891891891892,1.0,13.0,0.07142857142857142,0.9285714285714286,0.17545014565766182,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.9209099113941193,23.0,74.0,0.3108108108108108,6.0,17.0,0.2608695652173913,0.7391304347826086,0.17615692916513126,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,1.1926817297935486,17.0,74.0,0.22972972972972974,5.0,12.0,0.29411764705882354,0.7058823529411765,0.17699614096823724,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.8575962781906128,26.0,74.0,0.35135135135135137,5.0,21.0,0.19230769230769232,0.8076923076923077,0.17602556368229066,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,1.1650560945272446,21.0,74.0,0.28378378378378377,6.0,15.0,0.2857142857142857,0.7142857142857143,0.17447585553524472,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,1.0173451155424118,29.0,74.0,0.3918918918918919,8.0,21.0,0.27586206896551724,0.7241379310344828,0.1763123151125666,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.8855147212743759,26.0,74.0,0.35135135135135137,7.0,19.0,0.2692307692307692,0.7307692307692307,0.17598953246828095,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,1.0192596018314362,20.0,74.0,0.2702702702702703,6.0,14.0,0.3,0.7,0.1763362704627729,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.873836100101471,31.0,74.0,0.4189189189189189,6.0,25.0,0.1935483870967742,0.8064516129032258,0.17635073389266193,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.8721731305122375,24.0,74.0,0.32432432432432434,7.0,17.0,0.2916666666666667,0.7083333333333334,0.17407366133411992,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.9251182973384857,21.0,74.0,0.28378378378378377,5.0,16.0,0.23809523809523808,0.7619047619047619,0.1753114523902642,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.9367470294237137,26.0,74.0,0.35135135135135137,10.0,16.0,0.38461538461538464,0.6153846153846154,0.17420325963329966,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.9192308038473129,11.0,74.0,0.14864864864864866,2.0,9.0,0.18181818181818182,0.8181818181818182,0.17684213315502675,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.9576139748096466,20.0,74.0,0.2702702702702703,5.0,15.0,0.25,0.75,0.1748991887838616,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.9490824639797211,20.0,74.0,0.2702702702702703,3.0,17.0,0.15,0.85,0.17635669147088295,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.8472636640071869,21.0,74.0,0.28378378378378377,6.0,15.0,0.2857142857142857,0.7142857142857143,0.17518510492190276,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.9813687801361084,11.0,74.0,0.14864864864864866,1.0,10.0,0.09090909090909091,0.9090909090909091,0.17719583193995617,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.9416195750236511,15.0,74.0,0.20270270270270271,4.0,11.0,0.26666666666666666,0.7333333333333333,0.1766121435280631,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.8595370054244995,2.0,74.0,0.02702702702702703,1.0,1.0,0.5,0.5,0.17262028448595196,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.882724404335022,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17683712658007064,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.9060581475496292,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
