step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.661670908331871,3.0,29.0,74.0,0.3918918918918919,0.0,29.0,0.0,1.0,0.17476827159625297,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6738071739673613,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17577763882100575,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6345008884867033,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6659579397529186,0.6160076283075439,0.6646460324749679,0.6259224361124125,0.6587021969628122,0.009914807804868642,0.6260089169979767,0.657561666348715,0.010001288690432819
6,0.6455974280834197,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17599672751318066,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.7049054652452469,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1757762642290748,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6900148093700409,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17476058383756898,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6834261467059454,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17368258646372625,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6497100293636321,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17578594078169832,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6278319127746399,0.6667194993376763,0.6278319127746399,0.666582484268148,0.6314639328573391,0.6666680494275098,0.00363202008269925,0.6318356566637909,0.6663898201692423,0.004003743889151035
11,0.6723840037981669,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17527163643296437,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6649231115976968,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1751388729178793,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.664001077413559,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17621341278172695,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6471212257941564,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1720783843695329,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6073490654428799,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1779634567904529,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6200925956278053,0.6631299369509929,0.6200925956278053,0.6620270279259053,0.6294407921403781,0.6632425533074405,0.009348196512572793,0.6300280514872472,0.6614352395673808,0.009935455859441888
16,0.6297080392638842,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17406868478607876,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6183808892965317,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17649013603358424,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6615042164921761,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17517299045411805,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.7145740687847137,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6309498349825541,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17505896696726309,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6205232131214934,0.6368575132100022,0.6205232131214934,0.6367247592241954,0.6317775094016963,0.6345491516758175,0.011254296280202913,0.6327280391351208,0.6341980913673853,0.012204826013627379
21,0.6137188896536826,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17424668657059333,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6546575327714285,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17556846779691437,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6184436579545339,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17524745848300255,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6309834520022075,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6444043343265851,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17888007289240684,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6269706777872635,0.6206455970869507,0.6269706777872635,0.62093248944059,0.6365660651031733,0.6206148816670517,0.009595387315909809,0.6371071906442989,0.620748932577697,0.010136512857035429
26,0.629900336265564,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6475191066662471,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17728377373754958,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6304946144421895,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
