step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6871337890625001,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17461665573574692,0.15721147210015413,0.17503106486992773,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875813802083334,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.1745689417970019,0.0,0.1745689417970019,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6645100911458333,3.0,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17480734492807978,0.0,0.17480734492807978,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.67401123046875,3.0,20.0,74.0,0.2702702702702703,0.0,20.0,0.0,1.0,0.17560866321352747,0.0,0.17560866321352747,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.63519287109375,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6654808371139913,0.6160076283075439,0.664336704584145,0.6258297284964198,0.6581237787980906,0.00982210018887597,0.6251546549169996,0.6576568795644389,0.009147026609455766
6,0.6861979166666667,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17536038595021888,0.0,0.17536038595021888,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6373697916666666,3.0,30.0,74.0,0.40540540540540543,1.0,29.0,0.03333333333333333,0.9666666666666667,0.1745480473584608,0.15887041778109223,0.1750886552749218,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6545613606770833,3.0,26.0,74.0,0.35135135135135137,1.0,25.0,0.038461538461538464,0.9615384615384616,0.17362887584724948,0.1586831615094409,0.17422670442076182,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.630615234375,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17357254390132526,0.0,0.17357254390132526,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6042277018229166,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17547848757583268,0.0,0.17547848757583268,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6237911869777025,0.6543839212851461,0.6237911869777025,0.6541468053091316,0.6308539799447547,0.648133125643786,0.007062792967052145,0.6300436249800532,0.6481559919975511,0.0062524380023506465
11,0.6561991373697917,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17524361017256782,0.0,0.17524361017256782,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.58453369140625,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17791549316634014,0.0,0.17791549316634014,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6367797851562499,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.73040771484375,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6249287923177083,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6156212523371797,0.6368217122767819,0.6156212523371797,0.6367294049284613,0.6260075836509899,0.6317026704304528,0.010386331313810171,0.6264183211902757,0.6315396476406846,0.010797068853096059
16,0.6718241373697917,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6359456380208334,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17020787248989946,0.0,0.17020787248989946,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.5914916992187501,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.7004801432291665,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.638946533203125,3.0,3.0,74.0,0.04054054054054054,1.0,2.0,0.3333333333333333,0.6666666666666666,0.16971303931927284,0.15897685756478727,0.1750811301965156,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
