step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.7379840016365051,3.0,0.6,0.0038053,,,,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,,,,
3,0.7627167701721191,14.0,0.6,0.0038053,,,,,,,
4,0.7131739258766174,0.0,0.6,0.0038053,,,,,,,
5,0.7004284858703613,25.0,0.6,0.0038053,,,,,,,
6,0.7554433345794678,6.0,0.6,0.0038053,,,,,,,
7,0.6349613070487976,4.0,0.6,0.0038053,,,,,,,
8,0.7421202659606934,9.0,0.6,0.0038053,,,,,,,
9,0.5752031207084656,4.0,0.6,0.0038053,,,,,,,
10,0.6465365886688232,2.0,0.6,0.0038053,,,,,,,
11,0.6496943235397339,0.0,0.6,0.0038053,,,,,,,
12,0.7460068464279175,0.0,0.6,0.0038053,,,,,,,
13,0.751430094242096,0.0,0.6,0.0038053,,,,,,,
14,0.6169509887695312,0.0,0.6,0.0038053,,,,,,,
15,0.6836267709732056,0.0,0.6,0.0038053,,,,,,,
16,0.6510781645774841,0.0,0.6,0.0038053,,,,,,,
17,0.6891132593154907,0.0,0.6,0.0038053,,,,,,,
18,0.6569889783859253,0.0,0.6,0.0038053,,,,,,,
19,0.630327582359314,0.0,0.6,0.0038053,,,,,,,
20,0.8283738493919373,0.0,0.6,0.0038053,,,,,,,
21,0.7328903675079346,0.0,0.6,0.0038053,,,,,,,
22,0.6516701579093933,0.0,0.6,0.0038053,,,,,,,
23,0.6976131796836853,0.0,0.6,0.0038053,,,,,,,
24,0.6274678707122803,0.0,0.6,0.0038053,,,,,,,
25,0.5838472843170166,0.0,0.6,0.0038053,,,,,,,
26,0.8297829627990723,0.0,0.6,0.0038053,,,,,,,
27,0.6267502903938293,0.0,0.6,0.0038053,,,,,,,
28,0.6304300427436829,0.0,0.6,0.0038053,,,,,,,
29,0.6153391003608704,0.0,0.6,0.0038053,,,,,,,
30,0.7558776140213013,0.0,0.6,0.0038053,,,,,,,
31,0.5395768880844116,0.0,0.6,0.0038053,,,,,,,
32,0.517085075378418,0.0,0.6,0.0038053,,,,,,,
33,0.9638327956199646,0.0,0.6,0.0038053,,,,,,,
34,0.6948244571685791,0.0,0.6,0.0038053,,,,,,,
35,0.810830295085907,0.0,0.6,0.0038053,,,,,,,
36,0.6096624135971069,0.0,0.6,0.0038053,,,,,,,
37,0.7449092864990234,0.0,0.6,0.0038053,,,,,,,
38,0.6340480446815491,0.0,0.6,0.0038053,,,,,,,
39,0.6253571510314941,0.0,0.6,0.0038053,,,,,,,
40,0.7130293846130371,0.0,0.6,0.0038053,,,,,,,
41,0.5417181253433228,0.0,0.6,0.0038053,,,,,,,
42,0.6518813371658325,0.0,0.6,0.0038053,,,,,,,
43,0.7388824224472046,0.0,0.6,0.0038053,,,,,,,
44,0.5822739601135254,0.0,0.6,0.0038053,,,,,,,
45,0.7177990674972534,0.0,0.6,0.0038053,,,,,,,
46,0.6556578874588013,0.0,0.6,0.0038053,,,,,,,
47,0.6643767952919006,0.0,0.6,0.0038053,,,,,,,
48,0.7406622767448425,0.0,0.6,0.0038053,,,,,,,
49,0.7219982743263245,0.0,0.6,0.0038053,,,,,,,
50,0.8791682720184326,0.0,0.6,0.0038053,,,,,,,
51,0.7296156883239746,0.0,0.6,0.0038053,,,,,,,
52,0.6263862252235413,0.0,0.6,0.0038053,,,,,,,
53,0.745436429977417,0.0,0.6,0.0038053,,,,,,,
54,0.7381377220153809,0.0,0.6,0.0038053,,,,,,,
55,0.6688517332077026,0.0,0.6,0.0038053,,,,,,,
56,0.6538631916046143,0.0,0.6,0.0038053,,,,,,,
57,0.6401011943817139,0.0,0.6,0.0038053,,,,,,,
58,0.6748288869857788,0.0,0.6,0.0038053,,,,,,,
59,0.7154184579849243,0.0,0.6,0.0038053,,,,,,,
60,0.6160383224487305,1.0,0.6,0.0038053,,,,,,,
61,0.7010986804962158,0.0,0.6,0.0038053,,,,,,,
62,0.6102664470672607,0.0,0.6,0.0038053,,,,,,,
63,0.7071319818496704,3.0,0.6,0.0038053,,,,,,,
64,0.7025620937347412,10.0,0.6,0.0038053,,,,,,,
65,0.7343466281890869,4.0,0.6,0.0038053,,,,,,,
66,0.6329623460769653,25.0,0.6,0.0038053,,,,,,,
67,0.6924008131027222,4.0,0.6,0.0038053,,,,,,,
68,0.68934565782547,0.0,0.6,0.0038053,,,,,,,
69,0.7848962545394897,0.0,0.6,0.0038053,,,,,,,
70,0.6181617975234985,0.0,0.6,0.0038053,,,,,,,
71,0.7007932662963867,0.0,0.6,0.0038053,,,,,,,
72,0.766560435295105,0.0,0.6,0.0038053,,,,,,,
73,0.893902063369751,0.0,0.6,0.0038053,,,,,,,
74,0.6991959810256958,0.0,0.6,0.0038053,,,,,,,
75,0.7982934713363647,0.0,0.6,0.0038053,,,,,,,
76,0.671527624130249,0.0,0.6,0.0038053,,,,,,,
77,0.7184529304504395,0.0,0.6,0.0038053,,,,,,,
78,0.7592937350273132,2.0,0.6,0.0038053,,,,,,,
78,,,,,0.4693140794223827,1,0.48736462093862815,0.519277108433735,0.0499630290113523,0.5244979919678715,0.037133371029243356
79,0.693895161151886,0.0,0.6,0.0038053,,,,,,,
80,0.8531821370124817,0.0,0.6,0.0038053,,,,,,,
81,0.7411452531814575,0.0,0.6,0.0038053,,,,,,,
82,0.74334716796875,0.0,0.6,0.0038053,,,,,,,
83,0.6792090535163879,15.0,0.6,0.0038053,,,,,,,
84,0.6853907108306885,0.0,0.6,0.0038053,,,,,,,
85,0.7405959367752075,0.0,0.6,0.0038053,,,,,,,
86,0.7579612731933594,0.0,0.6,0.0038053,,,,,,,
87,0.8080419898033142,7.0,0.6,0.0038053,,,,,,,
88,0.6803603172302246,3.0,0.6,0.0038053,,,,,,,
89,0.7248384356498718,1.0,0.6,0.0038053,,,,,,,
90,0.7885265946388245,0.0,0.6,0.0038053,,,,,,,
91,0.7562566995620728,3.0,0.6,0.0038053,,,,,,,
92,0.7490627765655518,0.0,0.6,0.0038053,,,,,,,
93,0.7431213855743408,0.0,0.6,0.0038053,,,,,,,
94,0.6542434692382812,0.0,0.6,0.0038053,,,,,,,
95,0.691119909286499,0.0,0.6,0.0038053,,,,,,,
96,0.6116436719894409,0.0,0.6,0.0038053,,,,,,,
97,0.6423236131668091,0.0,0.6,0.0038053,,,,,,,
98,0.7444024085998535,0.0,0.6,0.0038053,,,,,,,
99,0.7914802432060242,0.0,0.6,0.0038053,,,,,,,
100,0.6280069351196289,0.0,0.6,0.0038053,,,,,,,
101,0.6730544567108154,0.0,0.6,0.0038053,,,,,,,
102,0.6095113754272461,0.0,0.6,0.0038053,,,,,,,
103,0.6138831377029419,0.0,0.6,0.0038053,,,,,,,
