step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6797688802083334,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6812337239583334,3.0,0.0,0.0,1,2,0.0,,,,,
3,1.4996693929036458,3.0,0.0,0.0,1,3,0.0,,,,,
4,1.069122314453125,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6844889322916666,3.0,0.0,0.0,1,5,0.0,,,,,
6,3.3777267932891846,3.0,0.0,0.0,1,6,0.0,,,,,
7,1.6461944580078125,3.0,0.0,0.0,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.8111461405848569,0.6261016246139693,0.7955907262888363,0.01009399630642549
8,0.8149007161458334,3.0,0.0,0.0,2,1,0.0,,,,,
9,1.1523640950520833,3.0,0.0,0.0,2,2,0.0,,,,,
10,1.4225972493489583,3.0,0.0,0.0,2,3,0.0,,,,,
11,0.6525980631510416,3.0,0.0,0.0,2,4,0.0,,,,,
12,0.7504170735677084,3.0,0.0,0.0,2,5,0.0,,,,,
13,0.7041015625,3.0,0.0,0.0,2,6,0.0,,,,,
14,0.7491048177083334,3.0,0.0,0.0,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6160076283075439,0.6902714589969138,0.6258785289961369,0.6900404280821344,0.009870900688593087
15,0.6902262369791666,3.0,0.0,0.0,3,1,0.0,,,,,
16,0.7029825846354166,3.0,0.0,0.0,3,2,0.0,,,,,
17,0.6354166666666666,3.0,0.0,0.0,3,3,0.0,,,,,
18,0.63671875,3.0,0.0,0.0,3,4,0.0,,,,,
19,0.67236328125,3.0,0.0,0.0,3,5,0.0,,,,,
20,0.69427490234375,3.0,0.0,0.0,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6160076283075439,0.6718926720207327,0.6253777505348321,0.665784009395313,0.00937012222728828
