step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.679663489262263,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17655373439907351,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6810313115517297,3.0,46.0,74.0,0.6216216216216216,1.0,45.0,0.021739130434782608,0.9782608695652174,0.1756227607788227,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6814257452885311,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17545874457665558,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6477413972218831,3.0,44.0,74.0,0.5945945945945946,0.0,44.0,0.0,1.0,0.17493413623488124,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.688120757540067,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17188011040779402,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6776159604390463,3.0,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17525596164113538,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6759150996804236,3.0,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.17528724189581396,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6589199753506633,0.6160076283075439,0.6588940897990743,0.6257299008075176,0.6547073935941218,0.009722272499973705,0.6261393049998165,0.6545577865348017,0.010131676692272662
8,0.6393755624691645,3.0,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.17576912018399596,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.6369045674800873,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17833514152817811,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.6051106303930283,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17341854988330518,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.6077814350525539,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17228662982952275,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.6913016736507416,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17653283562083696,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.622039444744587,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17307963614646613,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.6509787067770959,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.1753866539564251,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6322776445898483,0.6160076283075439,0.6322474177638289,0.6257347941909591,0.6234792123342515,0.009727165883415267,0.6252070154531716,0.624070749773647,0.009199387145627735
15,0.5891130119562149,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17673174872230168,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.6379542996486027,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17543125423849068,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.6164102132121722,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.618057131767273,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1749620400778072,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.617946890493234,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.6360872065027554,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6003352409198289,0.6160076283075439,0.6011742030329977,0.625250922569447,0.5952319750164021,0.009243294261903179,0.6259273294958541,0.5955886835569709,0.009919701188310204
