step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6903889973958334,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6927131371581144,0.5141962180376983,0.6923747443458482,0.005891244801117024
2,0.6966552734375,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6907552083333334,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6884765625,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6792805989583334,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6663004557291666,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.663909912109375,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6591084798177084,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.66412353515625,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6361083984375,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.6212192134513863,0.6216226340990252,0.609907763682413,0.628376278755984,-0.011311449768973358
11,0.604278564453125,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.5748952229817709,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6469879150390625,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.641632080078125,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6102066040039062,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.548553466796875,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.5495758056640625,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.5698496500651041,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6080474853515625,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.5400568644205729,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.664488216392639,0.575960011976092,0.6591248268137763,0.5837829842931986,-0.005363389578862732
21,0.6070505777994791,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.5116170247395834,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.522491455078125,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.5065460205078125,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.5924326578776041,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.5127487182617188,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.5744272867838541,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.5941263834635416,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.5501276652018229,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6011734008789062,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.6748451938433974,0.5451175082924873,0.6687998267336206,0.5530214161622297,-0.006045367109776767
