step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.7379840016365051,3.0,0.6,0.0038053,,,,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,,,,
3,0.7603091597557068,11.0,0.6,0.0038053,,,,,,,
4,0.7129161357879639,12.0,0.6,0.0038053,,,,,,,
5,0.695867657661438,18.0,0.6,0.0038053,,,,,,,
6,0.698915421962738,0.0,0.6,0.0038053,,,,,,,
7,0.6260174512863159,0.0,0.6,0.0038053,,,,,,,
8,0.7161563038825989,0.0,0.6,0.0038053,,,,,,,
9,0.6247354745864868,0.0,0.6,0.0038053,,,,,,,
10,0.6613938212394714,0.0,0.6,0.0038053,,,,,,,
11,0.6496598720550537,0.0,0.6,0.0038053,,,,,,,
12,0.7909584045410156,0.0,0.6,0.0038053,,,,,,,
13,0.7826442718505859,0.0,0.6,0.0038053,,,,,,,
14,0.6182671785354614,0.0,0.6,0.0038053,,,,,,,
15,0.6642202138900757,0.0,0.6,0.0038053,,,,,,,
16,0.6846625208854675,4.0,0.6,0.0038053,,,,,,,
17,0.5794546604156494,7.0,0.6,0.0038053,,,,,,,
18,0.7560654878616333,6.0,0.6,0.0038053,,,,,,,
19,0.6925705671310425,2.0,0.6,0.0038053,,,,,,,
20,0.772036075592041,0.0,0.6,0.0038053,,,,,,,
21,0.6860744953155518,0.0,0.6,0.0038053,,,,,,,
22,0.9173992872238159,2.0,0.6,0.0038053,,,,,,,
23,0.713646411895752,6.0,0.6,0.0038053,,,,,,,
24,0.7285104393959045,8.0,0.6,0.0038053,,,,,,,
25,0.29885008931159973,2.0,0.6,0.0038053,,,,,,,
26,0.7094311714172363,0.0,0.6,0.0038053,,,,,,,
27,0.7800661325454712,0.0,0.6,0.0038053,,,,,,,
28,0.7587640285491943,0.0,0.6,0.0038053,,,,,,,
29,0.7903125286102295,0.0,0.6,0.0038053,,,,,,,
30,0.8444309234619141,5.0,0.6,0.0038053,,,,,,,
31,0.6965136528015137,27.0,0.6,0.0038053,,,,,,,
32,0.7181844711303711,31.0,0.6,0.0038053,,,,,,,
33,0.6477747559547424,54.0,0.6,0.0038053,,,,,,,
34,0.6818656325340271,54.0,0.6,0.0038053,,,,,,,
35,0.8057336211204529,46.0,0.6,0.0038053,,,,,,,
36,0.7734949588775635,41.0,0.6,0.0038053,,,,,,,
37,0.681743860244751,32.0,0.6,0.0038053,,,,,,,
38,0.772780179977417,28.0,0.6,0.0038053,,,,,,,
39,0.8999673128128052,15.0,0.6,0.0038053,,,,,,,
40,0.6396872401237488,45.0,0.6,0.0038053,,,,,,,
41,0.7043910026550293,36.0,0.6,0.0038053,,,,,,,
42,0.6105180382728577,42.0,0.6,0.0038053,,,,,,,
43,0.7298420667648315,57.0,0.6,0.0038053,,,,,,,
44,0.6988124847412109,37.0,0.6,0.0038053,,,,,,,
45,0.690852165222168,48.0,0.6,0.0038053,,,,,,,
46,0.759181022644043,48.0,0.6,0.0038053,,,,,,,
47,0.7290058135986328,48.0,0.6,0.0038053,,,,,,,
48,0.7048503160476685,46.0,0.6,0.0038053,,,,,,,
49,0.7238186597824097,61.0,0.6,0.0038053,,,,,,,
50,0.662822961807251,63.0,0.6,0.0038053,,,,,,,
51,0.746387243270874,61.0,0.6,0.0038053,,,,,,,
52,0.6518316864967346,61.0,0.6,0.0038053,,,,,,,
53,0.7044658660888672,57.0,0.6,0.0038053,,,,,,,
54,0.6701960563659668,60.0,0.6,0.0038053,,,,,,,
55,0.737967848777771,59.0,0.6,0.0038053,,,,,,,
56,0.7789735794067383,57.0,0.6,0.0038053,,,,,,,
57,0.5749890804290771,60.0,0.6,0.0038053,,,,,,,
58,0.7028220891952515,61.0,0.6,0.0038053,,,,,,,
59,0.7110261917114258,60.0,0.6,0.0038053,,,,,,,
60,0.6640689373016357,63.0,0.6,0.0038053,,,,,,,
61,0.7732456922531128,55.0,0.6,0.0038053,,,,,,,
62,0.5864733457565308,61.0,0.6,0.0038053,,,,,,,
63,0.7213622331619263,60.0,0.6,0.0038053,,,,,,,
64,0.6099098920822144,60.0,0.6,0.0038053,,,,,,,
65,0.7089154124259949,63.0,0.6,0.0038053,,,,,,,
66,0.6163806319236755,65.0,0.6,0.0038053,,,,,,,
67,0.6989694237709045,65.0,0.6,0.0038053,,,,,,,
68,0.6569883227348328,62.0,0.6,0.0038053,,,,,,,
69,0.7103182673454285,60.0,0.6,0.0038053,,,,,,,
70,0.6377541422843933,60.0,0.6,0.0038053,,,,,,,
71,0.6944295763969421,64.0,0.6,0.0038053,,,,,,,
72,0.7197991013526917,63.0,0.6,0.0038053,,,,,,,
73,0.7484741806983948,57.0,0.6,0.0038053,,,,,,,
74,0.7262886762619019,63.0,0.6,0.0038053,,,,,,,
75,0.7353252172470093,59.0,0.6,0.0038053,,,,,,,
76,0.6260289549827576,61.0,0.6,0.0038053,,,,,,,
77,0.6845757961273193,61.0,0.6,0.0038053,,,,,,,
78,0.6910015344619751,63.0,0.6,0.0038053,,,,,,,
78,,,,,0.4729241877256318,1,0.4729241877256318,0.4983935742971888,0.025469386571557007,0.4983935742971888,0.025469386571557007
79,0.6697921752929688,58.0,0.6,0.0038053,,,,,,,
80,0.9503857493400574,43.0,0.6,0.0038053,,,,,,,
81,0.7687855362892151,47.0,0.6,0.0038053,,,,,,,
82,0.7037904262542725,64.0,0.6,0.0038053,,,,,,,
83,0.6848002672195435,60.0,0.6,0.0038053,,,,,,,
84,0.7007337808609009,58.0,0.6,0.0038053,,,,,,,
85,0.6907683610916138,60.0,0.6,0.0038053,,,,,,,
86,0.7640893459320068,60.0,0.6,0.0038053,,,,,,,
87,0.6850079894065857,62.0,0.6,0.0038053,,,,,,,
88,0.5895670652389526,52.0,0.6,0.0038053,,,,,,,
89,0.7761033773422241,59.0,0.6,0.0038053,,,,,,,
90,0.9902251362800598,61.0,0.6,0.0038053,,,,,,,
91,0.7285176515579224,62.0,0.6,0.0038053,,,,,,,
92,0.704847514629364,62.0,0.6,0.0038053,,,,,,,
93,0.7366474866867065,67.0,0.6,0.0038053,,,,,,,
94,0.6570795774459839,65.0,0.6,0.0038053,,,,,,,
95,0.7519612312316895,61.0,0.6,0.0038053,,,,,,,
96,0.6568095088005066,62.0,0.6,0.0038053,,,,,,,
97,0.6680606007575989,65.0,0.6,0.0038053,,,,,,,
98,0.7690908908843994,62.0,0.6,0.0038053,,,,,,,
99,0.7372492551803589,65.0,0.6,0.0038053,,,,,,,
100,0.6505831480026245,62.0,0.6,0.0038053,,,,,,,
101,0.7092463374137878,65.0,0.6,0.0038053,,,,,,,
102,0.7142531871795654,65.0,0.6,0.0038053,,,,,,,
103,0.589050829410553,65.0,0.6,0.0038053,,,,,,,
