step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6108430624008179,41.0,74.0,0.5540540540540541,16.0,25.0,0.3902439024390244,0.6097560975609756,0.17416022168073944,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.7383860796689987,22.0,74.0,0.2972972972972973,8.0,14.0,0.36363636363636365,0.6363636363636364,0.17519958721060516,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6356022506952286,33.0,74.0,0.44594594594594594,7.0,26.0,0.21212121212121213,0.7878787878787878,0.1751116530575838,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6042026430368423,41.0,74.0,0.5540540540540541,15.0,26.0,0.36585365853658536,0.6341463414634146,0.17493170578545136,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6502070426940918,36.0,74.0,0.4864864864864865,8.0,28.0,0.2222222222222222,0.7777777777777778,0.17885097429207233,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6013888269662857,42.0,74.0,0.5675675675675675,8.0,34.0,0.19047619047619047,0.8095238095238095,0.17678560083961917,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6235125064849854,9.0,74.0,0.12162162162162163,2.0,7.0,0.2222222222222222,0.7777777777777778,0.17292880520360887,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6575020253658295,46.0,74.0,0.6216216216216216,18.0,28.0,0.391304347826087,0.6086956521739131,0.17300078615696,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6758020669221878,28.0,74.0,0.3783783783783784,4.0,24.0,0.14285714285714285,0.8571428571428571,0.17732500133727486,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6257626041769981,36.0,74.0,0.4864864864864865,14.0,22.0,0.3888888888888889,0.6111111111111112,0.17333790635008034,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
