step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.815527617931366,0.0,0.6,0.0038053,,,,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,,,,
3,0.8629652261734009,0.0,0.6,0.0038053,,,,,,,
4,0.737031877040863,0.0,0.6,0.0038053,,,,,,,
5,0.6971122026443481,0.0,0.6,0.0038053,,,,,,,
6,0.6319120526313782,0.0,0.6,0.0038053,,,,,,,
7,0.6701736450195312,0.0,0.6,0.0038053,,,,,,,
8,0.7220953702926636,0.0,0.6,0.0038053,,,,,,,
9,0.7276345491409302,0.0,0.6,0.0038053,,,,,,,
10,0.6758161783218384,5.0,0.6,0.0038053,,,,,,,
11,0.7289460301399231,5.0,0.6,0.0038053,,,,,,,
12,0.7340453267097473,1.0,0.6,0.0038053,,,,,,,
13,0.699872612953186,16.0,0.6,0.0038053,,,,,,,
14,0.7414185404777527,26.0,0.6,0.0038053,,,,,,,
15,0.6881999969482422,29.0,0.6,0.0038053,,,,,,,
16,0.6734834313392639,43.0,0.6,0.0038053,,,,,,,
17,0.6871214509010315,40.0,0.6,0.0038053,,,,,,,
18,0.6866222620010376,45.0,0.6,0.0038053,,,,,,,
19,0.7143750190734863,30.0,0.6,0.0038053,,,,,,,
20,0.5332796573638916,31.0,0.6,0.0038053,,,,,,,
21,0.7488830089569092,30.0,0.6,0.0038053,,,,,,,
22,0.7124929428100586,0.0,0.6,0.0038053,,,,,,,
23,0.6905977725982666,8.0,0.6,0.0038053,,,,,,,
24,0.7683683633804321,10.0,0.6,0.0038053,,,,,,,
25,0.7454285025596619,5.0,0.6,0.0038053,,,,,,,
26,0.6555094718933105,32.0,0.6,0.0038053,,,,,,,
27,0.7979413270950317,27.0,0.6,0.0038053,,,,,,,
28,0.6284745931625366,16.0,0.6,0.0038053,,,,,,,
29,0.6734631061553955,24.0,0.6,0.0038053,,,,,,,
30,0.6994573473930359,31.0,0.6,0.0038053,,,,,,,
31,0.7029459476470947,7.0,0.6,0.0038053,,,,,,,
32,0.7631205320358276,16.0,0.6,0.0038053,,,,,,,
33,0.7034270763397217,11.0,0.6,0.0038053,,,,,,,
34,0.7819215655326843,9.0,0.6,0.0038053,,,,,,,
35,0.7427535653114319,3.0,0.6,0.0038053,,,,,,,
36,0.6894505023956299,54.0,0.6,0.0038053,,,,,,,
37,0.7170875072479248,52.0,0.6,0.0038053,,,,,,,
38,0.6413521766662598,57.0,0.6,0.0038053,,,,,,,
39,0.689095675945282,61.0,0.6,0.0038053,,,,,,,
40,0.746950626373291,67.0,0.6,0.0038053,,,,,,,
41,0.5527583956718445,63.0,0.6,0.0038053,,,,,,,
42,0.7266079783439636,66.0,0.6,0.0038053,,,,,,,
43,0.6839170455932617,66.0,0.6,0.0038053,,,,,,,
44,0.6814568042755127,67.0,0.6,0.0038053,,,,,,,
45,0.6285671591758728,66.0,0.6,0.0038053,,,,,,,
46,0.6557338237762451,65.0,0.6,0.0038053,,,,,,,
47,0.7751246094703674,66.0,0.6,0.0038053,,,,,,,
48,0.7357492446899414,66.0,0.6,0.0038053,,,,,,,
49,0.6969009637832642,59.0,0.6,0.0038053,,,,,,,
50,0.6893987655639648,62.0,0.6,0.0038053,,,,,,,
51,0.720270037651062,60.0,0.6,0.0038053,,,,,,,
52,0.6978918313980103,67.0,0.6,0.0038053,,,,,,,
53,0.6980928182601929,68.0,0.6,0.0038053,,,,,,,
54,0.6772478222846985,66.0,0.6,0.0038053,,,,,,,
55,0.6799426078796387,66.0,0.6,0.0038053,,,,,,,
56,0.6960371732711792,62.0,0.6,0.0038053,,,,,,,
57,0.6664371490478516,62.0,0.6,0.0038053,,,,,,,
58,0.6682555675506592,65.0,0.6,0.0038053,,,,,,,
59,0.9113126397132874,62.0,0.6,0.0038053,,,,,,,
60,0.8043086528778076,60.0,0.6,0.0038053,,,,,,,
61,0.7317737340927124,65.0,0.6,0.0038053,,,,,,,
62,0.7044718265533447,63.0,0.6,0.0038053,,,,,,,
63,0.684354305267334,68.0,0.6,0.0038053,,,,,,,
64,0.6866433620452881,68.0,0.6,0.0038053,,,,,,,
65,0.660359263420105,62.0,0.6,0.0038053,,,,,,,
66,0.6831712126731873,67.0,0.6,0.0038053,,,,,,,
67,0.716145396232605,64.0,0.6,0.0038053,,,,,,,
68,0.7181425094604492,66.0,0.6,0.0038053,,,,,,,
69,0.7761800289154053,68.0,0.6,0.0038053,,,,,,,
70,0.7627332806587219,66.0,0.6,0.0038053,,,,,,,
71,0.6973748207092285,68.0,0.6,0.0038053,,,,,,,
72,0.629706084728241,69.0,0.6,0.0038053,,,,,,,
73,0.5692959427833557,68.0,0.6,0.0038053,,,,,,,
74,0.7304054498672485,66.0,0.6,0.0038053,,,,,,,
75,0.698094367980957,69.0,0.6,0.0038053,,,,,,,
76,0.6610027551651001,69.0,0.6,0.0038053,,,,,,,
77,0.6590453386306763,69.0,0.6,0.0038053,,,,,,,
78,0.6515806913375854,67.0,0.6,0.0038053,,,,,,,
78,,,,,0.5270758122743683,1,0.5270758122743683,0.5016064257028112,-0.025469386571557062,0.5016064257028112,-0.025469386571557062
79,0.7222558856010437,64.0,0.6,0.0038053,,,,,,,
80,0.6614235639572144,68.0,0.6,0.0038053,,,,,,,
81,0.7142049074172974,64.0,0.6,0.0038053,,,,,,,
82,0.7597821354866028,64.0,0.6,0.0038053,,,,,,,
83,0.6702396869659424,64.0,0.6,0.0038053,,,,,,,
84,0.6276502013206482,69.0,0.6,0.0038053,,,,,,,
85,0.7052116394042969,69.0,0.6,0.0038053,,,,,,,
86,0.7356166243553162,68.0,0.6,0.0038053,,,,,,,
87,0.6920180320739746,68.0,0.6,0.0038053,,,,,,,
88,0.6535401940345764,70.0,0.6,0.0038053,,,,,,,
89,0.6202535629272461,69.0,0.6,0.0038053,,,,,,,
90,0.6300749182701111,68.0,0.6,0.0038053,,,,,,,
91,0.7242914438247681,68.0,0.6,0.0038053,,,,,,,
92,0.7025086879730225,69.0,0.6,0.0038053,,,,,,,
93,0.7750941514968872,67.0,0.6,0.0038053,,,,,,,
94,0.715634822845459,64.0,0.6,0.0038053,,,,,,,
95,0.7587993144989014,69.0,0.6,0.0038053,,,,,,,
96,0.8742225170135498,66.0,0.6,0.0038053,,,,,,,
97,0.6270226240158081,68.0,0.6,0.0038053,,,,,,,
98,0.6892682313919067,69.0,0.6,0.0038053,,,,,,,
99,0.7047984600067139,68.0,0.6,0.0038053,,,,,,,
100,0.6869410276412964,68.0,0.6,0.0038053,,,,,,,
101,0.7057115435600281,68.0,0.6,0.0038053,,,,,,,
102,0.7160875797271729,66.0,0.6,0.0038053,,,,,,,
103,0.5628508925437927,68.0,0.6,0.0038053,,,,,,,
104,0.7720421552658081,65.0,0.6,0.0038053,,,,,,,
105,0.6599593758583069,64.0,0.6,0.0038053,,,,,,,
106,0.6836914420127869,68.0,0.6,0.0038053,,,,,,,
107,0.7009915113449097,65.0,0.6,0.0038053,,,,,,,
108,0.7478061318397522,68.0,0.6,0.0038053,,,,,,,
109,0.7676979303359985,64.0,0.6,0.0038053,,,,,,,
110,0.8228098154067993,68.0,0.6,0.0038053,,,,,,,
111,0.8255012035369873,69.0,0.6,0.0038053,,,,,,,
112,0.7715650200843811,67.0,0.6,0.0038053,,,,,,,
113,0.8435084819793701,69.0,0.6,0.0038053,,,,,,,
114,0.6924134492874146,65.0,0.6,0.0038053,,,,,,,
115,0.8151556253433228,62.0,0.6,0.0038053,,,,,,,
116,0.6875135898590088,70.0,0.6,0.0038053,,,,,,,
117,0.6683337688446045,68.0,0.6,0.0038053,,,,,,,
118,0.6930985450744629,68.0,0.6,0.0038053,,,,,,,
119,0.6948626041412354,69.0,0.6,0.0038053,,,,,,,
120,0.8258041739463806,69.0,0.6,0.0038053,,,,,,,
121,0.7179158329963684,70.0,0.6,0.0038053,,,,,,,
122,0.6673848628997803,69.0,0.6,0.0038053,,,,,,,
123,0.632109522819519,69.0,0.6,0.0038053,,,,,,,
124,0.8390094041824341,65.0,0.6,0.0038053,,,,,,,
125,0.7224295139312744,70.0,0.6,0.0038053,,,,,,,
126,0.681817889213562,70.0,0.6,0.0038053,,,,,,,
127,0.7327176332473755,70.0,0.6,0.0038053,,,,,,,
128,0.7124072313308716,69.0,0.6,0.0038053,,,,,,,
129,0.6252091526985168,69.0,0.6,0.0038053,,,,,,,
130,0.746745228767395,70.0,0.6,0.0038053,,,,,,,
