method,trial_idx,lr,score,val_max,val_final,val_avg
baseline_cagrad_r,13,0.00014050561584861255,0.5667870036101084,0.5667870036101084,0.5667870036101084,0.5667870036101084
baseline_cagrad_r,14,0.00019486988806880498,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_r,15,0.00027026872233252143,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_r,12,0.0001013077406706745,0.5270758122743683,0.5270758122743683,0.5270758122743683,0.5270758122743683
baseline_cagrad_r,6,1.4234306493164625e-05,0.5180505415162455,0.5180505415162454,0.5180505415162454,0.5180505415162454
baseline_cagrad_r,11,7.304518227125355e-05,0.5072202166064983,0.5072202166064982,0.5072202166064982,0.5072202166064982
baseline_cagrad_r,5,1.0263258319796638e-05,0.5072202166064982,0.5072202166064982,0.5072202166064982,0.5072202166064982
baseline_cagrad_r,7,1.9741828084997843e-05,0.5018050541516246,0.5018050541516246,0.5018050541516246,0.5018050541516246
baseline_cagrad_r,16,0.0003748407873332524,0.5,0.5,0.5,0.5
baseline_cagrad_r,4,7.4000423827783065e-06,0.49097472924187724,0.49097472924187724,0.49097472924187724,0.49097472924187724
baseline_cagrad_r,8,2.7380313633457613e-05,0.48375451263537905,0.48375451263537905,0.48375451263537905,0.48375451263537905
baseline_cagrad_r,3,5.335598653040655e-06,0.48375451263537905,0.48375451263537905,0.48375451263537905,0.48375451263537905
baseline_cagrad_r,10,5.266723566943744e-05,0.47472924187725635,0.4747292418772563,0.4747292418772563,0.4747292418772563
baseline_cagrad_r,9,3.797427327594859e-05,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,0,2e-06,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,1,2.7738377130600575e-06,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,18,0.0007210227154182107,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,17,0.0005198737561490501,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,19,0.001,0.47292418772563183,0.4729241877256318,0.4729241877256318,0.4729241877256318
baseline_cagrad_r,2,3.847087829197125e-06,0.47111913357400725,0.47111913357400725,0.47111913357400725,0.47111913357400725
