step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6879069010416666,3.0,1.0,0.2,1,1,0.0,,,,,
2,0.6935221354166666,3.0,1.0,0.2,1,2,0.0,,,,,
3,0.6520589192708334,3.0,1.0,0.2,1,3,0.0,,,,,
4,0.6482137044270834,3.0,1.0,0.2,1,4,0.0,,,,,
5,0.6073811848958334,3.0,1.0,0.2,1,5,0.0,,,,,
6,0.65924072265625,3.0,1.0,0.2,1,6,0.0,,,,,
7,0.6658935546875,3.0,1.0,0.2,1,7,0.0,,,,,
7,,,,,1,,1.0,0.4918823520815138,0.6915787367183475,0.514330826747666,0.6893389121307837,0.02244847466615213
8,0.6847330729166666,3.0,1.0,0.2,2,1,0.0,,,,,
9,0.6371866861979166,3.0,1.0,0.2,2,2,0.0,,,,,
10,0.6283772786458334,3.0,1.0,0.2,2,3,0.0,,,,,
11,0.6263020833333334,3.0,1.0,0.2,2,4,0.0,,,,,
12,0.6350911458333334,3.0,1.0,0.2,2,5,0.0,,,,,
13,0.6486612955729166,3.0,1.0,0.2,2,6,0.0,,,,,
14,0.674072265625,3.0,1.0,0.2,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6160076283075439,0.6586638798802605,0.6257689145403516,0.6548314135567387,0.009761286232807698
15,0.6527913411458334,3.0,1.0,0.2,3,1,0.0,,,,,
16,0.68072509765625,3.0,1.0,0.2,3,2,0.0,,,,,
17,0.6535135904947916,3.0,1.0,0.2,3,3,0.0,,,,,
18,0.63458251953125,3.0,1.0,0.2,3,4,0.0,,,,,
19,0.6592000325520834,3.0,1.0,0.2,3,5,0.0,,,,,
20,0.6178792317708334,3.0,1.0,0.2,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6148042588731274,0.639360519347491,0.62520212206973,0.6338997107468508,0.01039786319660263
