step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6815592447916666,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17543382713457942,0.0,0.17543382713457942,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6498616536458334,3.0,42.0,74.0,0.5675675675675675,0.0,42.0,0.0,1.0,0.17476849268518363,0.0,0.17476849268518363,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.7066853841145833,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6758145885944861,0.6160076283075439,0.6745388803319035,0.6261016246139693,0.6666247085910403,0.01009399630642549,0.6262404660357056,0.6655507581533656,0.010232837728161748
6,0.6854044596354166,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17470657342740356,0.0,0.17470657342740356,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6313069661458333,3.0,48.0,74.0,0.6486486486486487,0.0,48.0,0.0,1.0,0.17540674263484876,0.0,0.17540674263484876,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6869913736979166,3.0,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.17500019000234984,0.0,0.17500019000234984,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6672770182291665,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.1754796338470888,0.0,0.1754796338470888,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.654296875,3.0,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.17615733347342272,0.0,0.17615733347342272,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6563463027969415,0.6160076283075439,0.6563523631119351,0.6256030728421326,0.6532557576098827,0.009595444534588715,0.6253777505348321,0.6533839778707647,0.00937012222728828
11,0.6515096028645833,3.0,25.0,74.0,0.33783783783783783,2.0,23.0,0.08,0.92,0.1740147802861517,0.1604866184692239,0.17519114218327586,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.65191650390625,3.0,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17575825062096748,0.0,0.17575825062096748,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.63531494140625,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17415184205835232,0.0,0.17415184205835232,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6102091471354166,3.0,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17641839372550078,0.0,0.17641839372550078,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6269327799479167,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.18031890124147237,0.0,0.18031890124147237,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6184586086997007,0.6281589799534314,0.6184586086997007,0.6284485327336061,0.6281105251851112,0.6205546890094725,0.009651916485410528,0.6283761945722325,0.6208868999332088,0.009917585872531776
16,0.649749755859375,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1752887788086964,0.0,0.1752887788086964,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6031595865885416,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1742523638769614,0.0,0.1742523638769614,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.5956878662109375,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.5989278157552084,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6137695312500001,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,4,,1.0,0.6644316369405482,0.5822983388454919,0.6652486304046005,0.5806077356954154,0.6597378357154378,0.5822902787457974,-0.004693801225110428,0.659860796974561,0.5793847534682399,-0.005387833430039457
21,0.5265324910481771,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.5626195271809896,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.5354258219401041,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5620040893554686,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.5912933349609375,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,,,5,,1.0,0.6845705649949915,0.5604617992728154,0.6859907079962636,0.5594950988483504,0.6831960359274079,0.5582587480650814,-0.0013745290675836186,0.6830193807851259,0.5569706979143755,-0.0029713272111376865
26,0.5421422322591146,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.5838495890299479,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.5523122151692708,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.5310134887695312,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.5661951700846354,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,,,6,,1.0,0.697920739460145,0.5566490953742331,0.6962117582719856,0.5560657245156926,0.6933538066096464,0.5496663920986472,-0.004566932850498584,0.6931038440500297,0.5488538299669186,-0.0031079142219558875
