step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6797688802083334,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6812337239583334,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6872762044270834,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.64697265625,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6802775065104166,3.0,1.0,0.6,1,5,0.0,,,,,
6,0.6675211588541666,3.0,1.0,0.6,1,6,0.0,,,,,
7,0.6670125325520834,3.0,1.0,0.6,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.6420304744517177,0.6261016246139693,0.6383614755632446,0.01009399630642549
8,0.6393636067708334,3.0,1.0,0.6,2,1,0.0,,,,,
9,0.5975138346354166,3.0,1.0,0.6,2,2,0.0,,,,,
10,0.6098454793294271,3.0,1.0,0.6,2,3,0.0,,,,,
11,0.5929997762044271,3.0,1.0,0.6,2,4,0.0,,,,,
12,0.712646484375,3.0,1.0,0.6,2,5,0.0,,,,,
13,0.6923675537109375,3.0,1.0,0.6,2,6,0.0,,,,,
14,0.619049072265625,3.0,1.0,0.6,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6222338853566932,0.6278285896321153,0.6172582673913247,0.6272716436757801,-0.004975617965368495
15,0.6270548502604166,3.0,1.0,0.6,3,1,0.0,,,,,
16,0.6710917154947916,3.0,1.0,0.6,3,2,0.0,,,,,
17,0.57037353515625,3.0,1.0,0.6,3,3,0.0,,,,,
18,0.6761576334635416,3.0,1.0,0.6,3,4,0.0,,,,,
19,0.61865234375,3.0,1.0,0.6,3,5,0.0,,,,,
20,0.651336669921875,3.0,1.0,0.6,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6505037861016203,0.6153200489503365,0.6546026497978006,0.6076172185058132,0.004098863696180288
