step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6871337890625001,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17461665573574692,0.15721147210015413,0.17503106486992773,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875813802083334,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.1745689417970019,0.0,0.1745689417970019,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6764322916666666,3.0,30.0,74.0,0.40540540540540543,0.0,30.0,0.0,1.0,0.1761006654515865,0.0,0.1761006654515865,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6820882161458334,3.0,47.0,74.0,0.6351351351351351,0.0,47.0,0.0,1.0,0.1747704098503798,0.0,0.1747704098503798,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6575520833333333,3.0,39.0,74.0,0.527027027027027,0.0,39.0,0.0,1.0,0.17588704633852015,0.0,0.17588704633852015,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6665088066286572,0.6160076283075439,0.6668226872970019,0.6258297284964198,0.6636280843025496,0.00982210018887597,0.6251546549169996,0.664172920027923,0.009147026609455766
6,0.6741943359375,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17535358100062598,0.0,0.17535358100062598,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.64862060546875,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17579560678588757,0.0,0.17579560678588757,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6609700520833334,3.0,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.1745212407116733,0.0,0.1745212407116733,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6403401692708334,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17447653960429843,0.0,0.17447653960429843,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6027628580729166,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17448780240279405,0.0,0.17448780240279405,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6581398441102398,0.6160076283075439,0.6575147154432478,0.6261867721525468,0.651278223278701,0.010179143845002958,0.6254677914568512,0.6512904895685409,0.00946016314930731
11,0.6366373697916665,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17402985024158638,0.0,0.17402985024158638,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.5699869791666666,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1725756973607216,0.0,0.1725756973607216,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6280517578124999,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.7473958333333333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6439615885416666,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.668937835382137,0.6160076283075439,0.6666873871847868,0.625777367960248,0.6623265051433219,0.009769739652704112,0.6261881054995336,0.6600958731368017,0.010180477191989779
16,0.6993611653645831,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.659210205078125,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.5820414225260415,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.70318603515625,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6227620442708333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.6472414255034149,0.6160076283075439,0.6466016306435002,0.625916209381984,0.6421978765651769,0.009908581074440148,0.6258346218798614,0.6414373369893157,0.009826993572317533
