step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6796634594599406,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6810313065846761,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6875666975975037,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6470312078793844,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6806303858757019,3.0,1.0,0.6,1,5,0.0,,,,,
6,0.6677716374397278,3.0,1.0,0.6,1,6,0.0,,,,,
7,0.6674964229265848,3.0,1.0,0.6,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.645073161829756,0.6261490917666998,0.6413608273461462,0.010141463459155897
8,0.6275076270103455,3.0,1.0,0.6,2,1,0.0,,,,,
9,0.6203573842843374,3.0,1.0,0.6,2,2,0.0,,,,,
10,0.6014571587244669,3.0,1.0,0.6,2,3,0.0,,,,,
11,0.5945569475491842,3.0,1.0,0.6,2,4,0.0,,,,,
12,0.6432103315989176,3.0,1.0,0.6,2,5,0.0,,,,,
13,0.5989653666814169,3.0,1.0,0.6,2,6,0.0,,,,,
14,0.614284078280131,3.0,1.0,0.6,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6284215735252662,0.5920429196391072,0.6473766824705619,0.5820401617566007,0.01895510894529573
15,0.5661142667134603,3.0,1.0,0.6,3,1,0.0,,,,,
16,0.6267009576161703,3.0,1.0,0.6,3,2,0.0,,,,,
17,0.5837617516517639,3.0,1.0,0.6,3,3,0.0,,,,,
18,0.5848530928293864,3.0,1.0,0.6,3,4,0.0,,,,,
19,0.6609877645969391,3.0,1.0,0.6,3,5,0.0,,,,,
20,0.610986590385437,3.0,1.0,0.6,3,6,0.0,,,,,
20,,,,,3,,1.0,0.660816249064014,0.5884480359825376,0.6764199132065779,0.5766975890262586,0.015603664142563867
