step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6257224082946777,43.0,74.0,0.581081081081081,12.0,31.0,0.27906976744186046,0.7209302325581395,0.17629996333067147,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6337033361196518,39.0,74.0,0.527027027027027,7.0,32.0,0.1794871794871795,0.8205128205128205,0.17447838427746995,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6604978963732719,43.0,74.0,0.581081081081081,14.0,29.0,0.32558139534883723,0.6744186046511628,0.173990441060848,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6451695561408997,42.0,74.0,0.5675675675675675,16.0,26.0,0.38095238095238093,0.6190476190476191,0.17466979658057227,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.5188151374459267,43.0,74.0,0.581081081081081,16.0,27.0,0.37209302325581395,0.627906976744186,0.1734956125859193,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.608146995306015,39.0,74.0,0.527027027027027,7.0,32.0,0.1794871794871795,0.8205128205128205,0.17633758100388358,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6368608772754669,35.0,74.0,0.47297297297297297,14.0,21.0,0.4,0.6,0.1748350373025711,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.621445968747139,48.0,74.0,0.6486486486486487,14.0,34.0,0.2916666666666667,0.7083333333333334,0.17591990394357584,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.5564964413642883,44.0,74.0,0.5945945945945946,14.0,30.0,0.3181818181818182,0.6818181818181818,0.17613847273284133,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6045842915773392,45.0,74.0,0.6081081081081081,12.0,33.0,0.26666666666666666,0.7333333333333333,0.17460432736220827,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.6929521709680557,32.0,74.0,0.43243243243243246,6.0,26.0,0.1875,0.8125,0.1761532288462302,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.5828393548727036,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6372991353273392,47.0,74.0,0.6351351351351351,11.0,36.0,0.23404255319148937,0.7659574468085106,0.17536614243682455,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.5888362303376198,44.0,74.0,0.5945945945945946,11.0,33.0,0.25,0.75,0.1753764029865408,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.6961134970188141,27.0,74.0,0.36486486486486486,6.0,21.0,0.2222222222222222,0.7777777777777778,0.17562048794081553,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6555370986461639,40.0,74.0,0.5405405405405406,9.0,31.0,0.225,0.775,0.1748720095368478,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.6548209637403488,27.0,74.0,0.36486486486486486,11.0,16.0,0.4074074074074074,0.5925925925925926,0.1738878310071707,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6108457893133163,45.0,74.0,0.6081081081081081,11.0,34.0,0.24444444444444444,0.7555555555555555,0.17589241723044144,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.6698563098907471,44.0,74.0,0.5945945945945946,10.0,34.0,0.22727272727272727,0.7727272727272727,0.1753578726219729,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6693214178085327,22.0,74.0,0.2972972972972973,2.0,20.0,0.09090909090909091,0.9090909090909091,0.17705764332190863,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.6591009795665741,42.0,74.0,0.5675675675675675,9.0,33.0,0.21428571428571427,0.7857142857142857,0.17392717091284318,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.7257677987217903,14.0,74.0,0.1891891891891892,7.0,7.0,0.5,0.5,0.1730853461572371,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.7762654572725296,21.0,74.0,0.28378378378378377,4.0,17.0,0.19047619047619047,0.8095238095238095,0.1744758716393437,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.5930096954107285,22.0,74.0,0.2972972972972973,4.0,18.0,0.18181818181818182,0.8181818181818182,0.17415561127614745,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6115065068006516,30.0,74.0,0.40540540540540543,3.0,27.0,0.1,0.9,0.1780976290633943,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.561646968126297,16.0,74.0,0.21621621621621623,6.0,10.0,0.375,0.625,0.17328654862174678,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.646046981215477,22.0,74.0,0.2972972972972973,3.0,19.0,0.13636363636363635,0.8636363636363636,0.17560340363891963,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.637563019990921,19.0,74.0,0.25675675675675674,4.0,15.0,0.21052631578947367,0.7894736842105263,0.17424799064507795,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.6517282724380493,4.0,74.0,0.05405405405405406,1.0,3.0,0.25,0.75,0.17491244922634686,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.6025728657841682,14.0,74.0,0.1891891891891892,9.0,5.0,0.6428571428571429,0.35714285714285715,0.17023085491350523,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6766930893063545,2.0,74.0,0.02702702702702703,1.0,1.0,0.5,0.5,0.17163613736456265,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.5338852107524872,4.0,74.0,0.05405405405405406,1.0,3.0,0.25,0.75,0.17391584872254892,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
