step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6822102864583334,3.0,49.0,74.0,0.6621621621621622,0.0,49.0,0.0,1.0,0.17534207380470276,0.0,0.17534207380470276,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6573893229166666,3.0,43.0,74.0,0.581081081081081,0.0,43.0,0.0,1.0,0.17465004832641856,0.0,0.17465004832641856,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6770426432291667,3.0,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17401188429788925,0.0,0.17401188429788925,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6691317874219435,0.6160076283075439,0.668400246432889,0.6261016246139693,0.6617741205575748,0.01009399630642549,0.6262404660357056,0.6611864196043414,0.010232837728161748
6,0.676025390625,3.0,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17490802739319877,0.0,0.17490802739319877,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6314493815104166,3.0,40.0,74.0,0.5405405405405406,0.0,40.0,0.0,1.0,0.1751476522148931,0.0,0.1751476522148931,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6883951822916665,3.0,25.0,74.0,0.33783783783783783,0.0,25.0,0.0,1.0,0.175706779517065,0.0,0.175706779517065,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6725260416666666,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.176175749743804,0.0,0.176175749743804,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.64501953125,3.0,22.0,74.0,0.2972972972972973,0.0,22.0,0.0,1.0,0.1752347294283475,0.0,0.1752347294283475,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6533978687021839,0.6160076283075439,0.6534521575419898,0.6256030728421326,0.6490814285097724,0.009595444534588715,0.6253777505348321,0.6493141651605483,0.00937012222728828
11,0.645751953125,3.0,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17493359175722573,0.0,0.17493359175722573,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6440836588541666,3.0,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17370452881183487,0.0,0.17370452881183487,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.633056640625,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.1739036720332819,0.0,0.1739036720332819,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.5991007486979166,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17509078590058674,0.0,0.17509078590058674,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6336263020833333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6302786305743591,0.6160076283075439,0.629249659467009,0.6257347941909591,0.6219873247181754,0.009727165883415267,0.6258177150400687,0.6211269865663988,0.009810086732524814
16,0.6644795735677083,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6085917154947916,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.5892333984374999,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6257527669270833,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6625010172526042,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,4,,1.0,0.6184586086997007,0.5864518323314526,0.619275602163753,0.5875093312159748,0.6297978357965052,0.584353016714001,0.01133922709680446,0.6294967127130048,0.5850274446059113,0.010221110549251788
21,0.5849355061848959,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.5832773844401041,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.553863525390625,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5746307373046875,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.5901387532552084,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,,,5,,1.0,0.6353131444713179,0.5740300697525127,0.627773336941202,0.5736419061665337,0.6475567376476602,0.5747198951904094,0.012243593176342271,0.6465696875402671,0.5737736125497434,0.018796350599065148
26,0.5811055501302084,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.5956064860026041,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.5817108154296875,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.6019439697265624,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.5403645833333333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,,,6,,1.0,0.6418438126104511,0.5689992409038346,0.641902388443889,0.5685136609360271,0.6548265720907649,0.5675406521464955,0.012982759480313799,0.654608156520856,0.5670091599025749,0.012705768076966995
