step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6927083333333334,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.693115234375,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6792399088541666,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6194051106770834,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6158650716145834,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.7536329076917516,0.625738354227414,0.7374392169522784,0.00973072591987012
6,0.9065144856770834,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.7052815755208334,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.71539306640625,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6864827473958334,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6457722981770834,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6656787370313976,0.625188775266392,0.6614935945805372,0.009181146958848196
11,0.6560872395833334,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6826375325520834,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6719563802083334,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6536458333333334,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6622314453125,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.6661829190592604,0.6253510569281563,0.6626806651800489,0.009343428620612437
16,0.6919759114583334,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6673990885416666,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.661376953125,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6269734700520834,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.663330078125,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6160076283075439,0.6688867477023271,0.626095397883541,0.6628788484311403,0.010087769575997108
21,0.63043212890625,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.7130126953125,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6595255533854166,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.69384765625,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.68072509765625,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6160076283075439,0.6657515299564135,0.6260443706943559,0.6610342033851045,0.01003674238681207
26,0.68267822265625,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6640625,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.6593831380208334,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.66552734375,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.6688232421875,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6160076283075439,0.6679926698333208,0.6254118708842246,0.6650902641069918,0.00940424257668071
31,0.6895345052083334,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.6650390625,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6461588541666666,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.6790364583333334,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.6767578125,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6160076283075439,0.6659213500731783,0.6258700755762406,0.6620339831835237,0.009862447268696783
36,0.6844482421875,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6535237630208334,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.6851603190104166,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6669921875,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.6988118489583334,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6160076283075439,0.6657110254896086,0.6254167642676661,0.6618138335805335,0.009409135960122272
41,0.634033203125,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6149088541666666,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.633544921875,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.6610107421875,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.65618896484375,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6160076283075439,0.6657760883822585,0.6258687422292538,0.6611187126597762,0.009861113921709963
46,0.66717529296875,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.6501057942708334,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.6790771484375,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.64483642578125,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.6790364583333334,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6160076283075439,0.666044006644676,0.6258346218798614,0.6611845601173997,0.009826993572317533
