step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6623942057291666,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6605224609375,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.666259765625,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6609903971354166,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.7069091796875,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6690835337338129,0.6255861660023398,0.6624371517694182,0.009578537694795997
6,0.5814412434895834,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.70318603515625,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6781209309895834,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.68853759765625,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6857503255208334,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6033663503763954,0.6743557780587405,0.6173414149094221,0.6727416182774508,0.01397506453302666
11,0.6671956380208334,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.67071533203125,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6455891927083334,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.7000223795572916,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6387532552083334,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6184586086997007,0.634120051330064,0.6323846489521386,0.629722461583155,0.013926040252437932
16,0.6449381510416666,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6117757161458334,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.5963033040364584,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.5748469034830729,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.6316655476888021,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6520492899830767,0.5978970127737421,0.6519250757127754,0.5898052670749467,-0.00012421427030129273
21,0.6232986450195312,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.5576858520507812,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.5971043904622396,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.5215848286946615,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.5021565755208334,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.654988038472078,0.5871137190948833,0.6542345260282132,0.585297495357306,-0.00075351244386479
26,0.5698636372884115,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6089274088541666,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.5457204182942709,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.5977694193522135,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.4902852376302083,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6526475530164738,0.6832307047738649,0.6812333624962985,0.6264493093634168,0.028585809479824698
31,0.6108652750651041,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.6782760620117188,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.5164845784505209,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.5298055013020834,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.5994669596354166,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6476746389524078,0.6011083321199612,0.6567121780660368,0.5959918083142282,0.009037539113628923
36,0.65460205078125,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.622528076171875,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5859578450520834,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.5418294270833334,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.6113433837890625,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6872757764943014,0.5765631073066466,0.6752645680425101,0.5679087686431227,-0.012011208451791267
41,0.5196533203125,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6257222493489584,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.5387115478515625,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.582611083984375,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5443445841471354,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6619570016846901,0.5562739479699242,0.7055857851984405,0.5358856754857761,0.043628783513750435
46,0.5128911336263021,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5644785563151041,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.5059865315755209,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.4989369710286458,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5971654256184896,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6900086244530197,0.5454482816408657,0.7171466102479557,0.5277138534425565,0.02713798579493598
