step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6671142578125,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6776529947916666,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6770426432291666,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6384073893229166,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6993815104166666,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6772460522382441,0.6255068051896852,0.6698771829784168,0.009499176882141303
6,0.613677978515625,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.5817362467447916,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6779581705729166,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6977335611979166,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6689656575520834,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6659415511849074,0.6254118708842246,0.6633087409218726,0.00940424257668071
11,0.6621500651041666,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6519775390625,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.60552978515625,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.8864186604817709,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.704681396484375,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.648989302588386,0.6258749689596822,0.6393747105217479,0.009867340652138346
16,0.7551676432291666,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.62860107421875,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.5930379231770834,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6398213704427084,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.5592549641927084,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6230184350369744,0.6209874879091214,0.6356520157433079,0.6120480738348055,0.01263358070633347
21,0.6492818196614584,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.5680694580078125,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6101481119791666,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6550496419270834,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.5994720458984375,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6217708240792339,0.6223316671115936,0.6310855289824834,0.6127385843918218,0.009314704903249482
26,0.6687723795572916,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6284561157226562,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.6328201293945312,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.5597368876139323,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.5636444091796875,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6336176520697522,0.5781990322647426,0.6613571189635649,0.5773130719260807,0.02773946689381268
31,0.5566685994466146,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.5886103312174479,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6161384582519531,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.5440470377604166,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.5588048299153646,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6743826173892619,0.5677835542097885,0.677827060949104,0.5585593187763763,0.003444443559842192
36,0.5506617228190104,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.49646250406901044,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5435841878255209,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.5238018035888672,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.4976081848144531,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6713454855932633,0.5690763821659913,0.6870617955127861,0.5572199374732593,0.015716309919522775
41,0.5629094441731771,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.5360240936279297,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.5651423136393229,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.43733787536621094,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5606568654378256,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6992102420079478,0.5580006132654439,0.7020200420185635,0.5466781367727825,0.002809800010615704
46,0.5926551818847656,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5166943868001302,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.5708192189534506,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.6101913452148438,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.4649925231933594,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.7079083319256356,0.5456935998088058,0.7056411990992121,0.5340121166060333,-0.0022671328264235457
