step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6741943359375,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6632080078125,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6612141927083334,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6708170572916666,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6948445638020834,3.0,0.0,0.0,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6667769644134435,0.6252411358025639,0.6605899304965422,0.009233507495020055
6,0.7085367838541666,3.0,0.0,0.0,2,1,0.0,,,,,
7,0.6327107747395834,3.0,0.0,0.0,2,2,0.0,,,,,
8,0.6822509765625,3.0,0.0,0.0,2,3,0.0,,,,,
9,0.626220703125,3.0,0.0,0.0,2,4,0.0,,,,,
10,0.6542765299479166,3.0,0.0,0.0,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6176416152356484,0.6511192772092673,0.6281056318016697,0.646417791772513,0.01046401656602125
11,0.6156209309895834,3.0,0.0,0.0,3,1,0.0,,,,,
12,0.6647542317708334,3.0,0.0,0.0,3,2,0.0,,,,,
13,0.634033203125,3.0,0.0,0.0,3,3,0.0,,,,,
14,0.6132405598958334,3.0,0.0,0.0,3,4,0.0,,,,,
15,0.620269775390625,3.0,0.0,0.0,3,5,0.0,,,,,
15,,,,,3,,1.0,0.619275602163753,0.6435270341326924,0.6323505286027462,0.6349031656689755,0.013074926438993217
16,0.6093037923177084,3.0,0.0,0.0,4,1,0.0,,,,,
17,0.651580810546875,3.0,0.0,0.0,4,2,0.0,,,,,
18,0.6039174397786459,3.0,0.0,0.0,4,3,0.0,,,,,
19,0.6171366373697916,3.0,0.0,0.0,4,4,0.0,,,,,
20,0.5494791666666666,3.0,0.0,0.0,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6370590034930131,0.6279948002561576,0.6314355058995805,0.6155280870990019,-0.005623497593432614
21,0.5253702799479166,3.0,0.0,0.0,5,1,0.0,,,,,
22,0.5409596761067709,3.0,0.0,0.0,5,2,0.0,,,,,
23,0.6068267822265625,3.0,0.0,0.0,5,3,0.0,,,,,
24,0.5547536214192709,3.0,0.0,0.0,5,4,0.0,,,,,
25,0.6406733194986979,3.0,0.0,0.0,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6734581067019237,0.5760081151982287,0.6667978413432287,0.5853229783173723,-0.006660265358695017
26,0.6389134724934896,3.0,0.0,0.0,6,1,0.0,,,,,
27,0.5758043924967448,3.0,0.0,0.0,6,2,0.0,,,,,
28,0.5218149820963541,3.0,0.0,0.0,6,3,0.0,,,,,
29,0.713830312093099,3.0,0.0,0.0,6,4,0.0,,,,,
30,0.4903755187988281,3.0,0.0,0.0,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6449398341298901,0.6060113818171233,0.6501375507418529,0.5966551813942983,0.005197716611962777
31,0.575531005859375,3.0,0.0,0.0,7,1,0.0,,,,,
32,0.6087544759114584,3.0,0.0,0.0,7,2,0.0,,,,,
33,0.5275077819824219,3.0,0.0,0.0,7,3,0.0,,,,,
34,0.5085169474283854,3.0,0.0,0.0,7,4,0.0,,,,,
35,0.6229515075683594,3.0,0.0,0.0,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6948753984508379,0.5482795155054546,0.6961441818497556,0.5400243917502664,0.0012687833989176722
36,0.5004463195800781,3.0,0.0,0.0,8,1,0.0,,,,,
37,0.5844408671061198,3.0,0.0,0.0,8,2,0.0,,,,,
38,0.621667226155599,3.0,0.0,0.0,8,3,0.0,,,,,
39,0.6661097208658854,3.0,0.0,0.0,8,4,0.0,,,,,
40,0.47290293375651044,3.0,0.0,0.0,8,5,0.0,,,,,
40,,,,,8,,1.0,0.681005277921828,0.5726881984122458,0.6944320443174671,0.5524804167266183,0.013426766395639111
41,0.5562082926432291,3.0,0.0,0.0,9,1,0.0,,,,,
42,0.5436325073242188,3.0,0.0,0.0,9,2,0.0,,,,,
43,0.6683731079101562,3.0,0.0,0.0,9,3,0.0,,,,,
44,0.5769691467285156,3.0,0.0,0.0,9,4,0.0,,,,,
45,0.5462354024251302,3.0,0.0,0.0,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6964065680221806,0.5386380554326178,0.7067547305017737,0.5285872976087927,0.010348162479593137
46,0.496368408203125,3.0,0.0,0.0,10,1,0.0,,,,,
47,0.5018437703450521,3.0,0.0,0.0,10,2,0.0,,,,,
48,0.5703392028808594,3.0,0.0,0.0,10,3,0.0,,,,,
49,0.5324541727701823,3.0,0.0,0.0,10,4,0.0,,,,,
50,0.5054473876953125,3.0,0.0,0.0,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6977877490734136,0.5299996164557662,0.7067346502961523,0.523557546060128,0.008946901222738779
